ont_id,clean_names,DOI,gene_name
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,MMP20
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,LRIG3
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,KLF5
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,KCNJ1
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,GLI3
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,G3BP2
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,FAM96B
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,ERN1
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CUZD1
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CLDN8
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CDK2AP2
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,KNSTRN
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,TIGD6
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,GPR65
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,GALNT18
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,FOXD4
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,ELP5
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,DNM1L
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,ABCA1
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CKB
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CEACAM16
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,CAB39L
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,PXYLP1
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,ABCA5
AR full length (ARFL),AR full length (ARFL),https://doi.org/10.1038/s41467-021-25624-1,AGAP9
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ANKRD32
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ANO6
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ASPM
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ATL2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CA8
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CDK1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CEP128
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CHAC2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CPS1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,CROT
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,DIAPH3
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,DSCAM
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,DTL
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,E2F7
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ENDOG
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,GCNT1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,GJA1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,GMPR
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,GRIN3A
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,IL1R2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,INMT
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,INMT-FAM188B
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,INSC
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,INSIG1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ISL1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,KBTBD8
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,KCNC4
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,KCNMB2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,KRT19
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,LPL
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,LRFN2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,MAD2L1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,MAF
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,MESP1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,MESP2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,MID1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,NCAPG2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,NDST4
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,NUF2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,NUP93
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,PARL
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,PHTF2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,PREX2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,PRIM2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RAB33A
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RARB
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RDH10
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RECQL
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RGS1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,RGS2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,SGOL1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,SLC31A2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,SLCO2A1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,SMC2
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,STOX1
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TIFA
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TMEM169
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TMEM241
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TMEM97
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TMPO
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TRIM36
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,TTK
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,UCHL5
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,WNT16
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ZBTB10
AR variant (ARV),AR variant (ARV),https://doi.org/10.1038/s41467-021-25624-1,ZNF367
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABCC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABCC4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABCG1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABHD10
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABHD2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ABLIM1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ACACA
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ACSL3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ACTR3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ADAM7
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ADM
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ADPGK
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,AKAP1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ALDH1A3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ARG2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ARID1A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ASXL2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ATAD2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ATP1B1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ATXN1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,BICD2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,BTAF1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,BTG1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,C1orf116
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,C5orf30
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CAMKK2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CDC14B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CDC25A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CDC6
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CDR2L
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CEBPD
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CENPN
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CHKA
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CLGN
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,COBLL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CTBP1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,CYB561
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DDX17
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DEGS1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DHCR24
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DNM1L
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DOLK
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,DTL
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,EAF2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,EIF4A3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ELL2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ELOVL5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ENC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ENDOD1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,EPN2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,EXPH5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FAM105A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FDFT1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FECH
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FEN1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FKBP5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FSTL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FZD3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,FZD5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GALE
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GDF15
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GEMIN4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GLG1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GNMT
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GOLGA1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GOT1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GRB10
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GREB1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,GTPBP2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,HLA-DMA
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,HMGCR
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,HNRNPC
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,HOMER2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,HOXC13
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IDH1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IDI1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IFT57
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IL1RN
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IMPA2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,INSIG1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,INTS8
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IQGAP2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IRAK1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,IRS2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,JARID2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,KCNN2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,KLK2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,KLK3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,LAMC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,LDLR
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,LIMCH1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,LRRC8D
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,LSS
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MAFB
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MALT1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MAN1A1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MAP3K13
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MAPKAPK2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MCCC2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MCM3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MCM4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MCM5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MEMO1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,METTL7A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MICAL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MPHOSPH9
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MPZL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MRPS18A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MTMR11
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MYCBP2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,MYNN
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NASP
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NBR1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NCAPD3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NCOA1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NDRG1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NEDD4L
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NET1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NFAT5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NFKB1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NFKBIA
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NKX3-1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NR2F6
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NSDHL
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,NUCKS1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,OCLN
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ODC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,OGT
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,OSBPL8
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PAK2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PATZ1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PAWR
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PCGF2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PDE9A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PDHX
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PDIA5
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PDS5B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PEX10
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PHF21A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PIK3CD
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PLEKHB2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PMAIP1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PMM2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PMS2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PMS2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PNMA1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,POLR3E
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,POLR3E
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PPFIBP2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PPP1CB
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PRIM2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PRKCH
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PSMA6
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PTPRM
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,PURA
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,RAB3B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,RAB4A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,RAP1B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,RDX
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,RFC3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SDC4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SEMA3C
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SEMA6A
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SESN1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SGPL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SHROOM2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC19A2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC25A37
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC29A2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC35F2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC37A4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SLC39A6
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SMAD1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SMPD4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SNRK
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SORD
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SOS2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SOX4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SPDEF
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ST3GAL1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,STAT3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,STK39
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,STRAP
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,STX3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,SYNJ1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TACC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TAOK3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TBC1D1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TELO2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TEX2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,THBS1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,THUMPD1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TLE1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TMEM109
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TMEM164
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TMPRSS2
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TNFAIP8
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TNFRSF10B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TNRC6B
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TOP1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TPD52
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TPRKB
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TRGV9
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TRIM38
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TSC22D3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TULP4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,TXNIP
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,UAP1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,UBE2J1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,UGT2B15
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,USP11
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,VGLL4
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,VPS8
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,WDFY3
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,WDR26
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,WDR59
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,WWC1
AR-266,AR 266,https://doi.org/10.1200/jco.2008.17.2882,ZBTB10
