ont_id,clean_names,DOI,gene_name
Epi_Luminal_1,Epi Luminal 1,DOI: 10.1126/science.aay0267,RPN1
Epi_Luminal_1,Epi Luminal 1,DOI: 10.1126/science.aay0267,GATA2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SBSPON
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,GSTA3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,C1orf116
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ELF3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ATP1B1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TSTD1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,LRRC26
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,APIP
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CKMT1B
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CKMT1A
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,MAL
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ID1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,WFDC2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ATP6AP2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,BEX4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,BEX2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,MECOM
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,MME
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TRIM2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PAQR6
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,RAB25
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,S100A1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,S100A14
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,S100A11
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TXNIP
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SLC39A8
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,LMO4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CA8
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,NANS
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PTGR1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PDZK1IP1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TSPAN1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CITED4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CASZ1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CDK6
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,HOPX
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ANXA3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CLDN3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TSPAN33
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TMEM176A
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TACSTD2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,IL17RE
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TIMP4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CD9
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,GPRC5A
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CMAS
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CDC42EP5
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PGLYRP1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,KCNN4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM6
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM7
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM5
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG5
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG6
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG11
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG7
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG9
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CEACAM8
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PSG8
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CYP2F1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,C19orf33
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SPINT2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,UPK1A
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,FXYD3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,AKAP13
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ANPEP
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,STARD10
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PGAP2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PPFIBP2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,NLRP10
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ACSM3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CRACR2B
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,KCNQ1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ANO1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CDK19
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CHCHD10
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PLPP2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CHPT1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PHLDA1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,TSPAN8
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,RAB11FIP1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CDH1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,RHOU
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,LGALS3
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CLU
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,KLF5
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CLDN10
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,MMP7
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SMCO4
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,BARX2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ANXA2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ANXA2P2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CTSH
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PLSCR1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ALAS1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ABHD14B
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,LIMK2
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,CLDN7
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SLC16A11
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,ALOX15
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,GDPD1
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PRR15L
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,PPP1R1B
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,KRT19
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SOX9
Epi_Luminal_2Psca,Epi Luminal 2 Psca,DOI: 10.1126/science.aay0267,SMIM6
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V1H
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,AP1S3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RNF152
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,BCL2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TFCP2L1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ADORA1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V1G3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP1B1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PLA2R1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RCN1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SCG5
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,DUOXA1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,MAL
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RALGAPA2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SERINC3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,EDN3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CLCN5
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PGRMC1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TBL1X
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TBL1Y
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,BEX4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,BEX2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,VSIG1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ACSL4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,IL13RA2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,S100A1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP1A1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,GSTM3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,GSTM5
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,VAV3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SLC44A3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,LEF1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V0D2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PTBP3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V0B
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CLCNKA
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,LIMCH1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,OCIAD2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,KIT
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,STAP1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PARM1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CLDN3
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,NDUFA4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TMEM176B
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CYCS
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V1B1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PCBP1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,FOXP1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CAMK1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ATP6V1E1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TPI1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,GAPDH
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CD9
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,EPS8
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,LDHB
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ITPR2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TMC4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SPINT2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,LDHA
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ARRDC4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,AKAP13
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ABHD2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PPFIBP2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ARL6IP1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,GDE1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RABEP2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ALDOA
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,AC093512.2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CTSD
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ARHGAP18
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CD24
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CHCHD10
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TMBIM4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TDRP
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,DEFB1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RBPMS
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ISYNA1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PRDX2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PLCG2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,RHOU
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,KCNK1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CLDN10
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ST14
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,APLP2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,COX5A
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,PKM
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CGNL1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,TMEM158
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,FOXI1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ALDH3A2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CLDN7
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,HOXB9
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,CPSF4L
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SLC9A3R1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,ST6GALNAC2
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,SOX4
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,UQCRFS1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,UQCRFS1P1
Epi_Luminal_3Foxi1,Epi Luminal 3 Foxi1,DOI: 10.1126/science.aay0267,HMSD
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,POU3F3
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ADAM23
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SERPINE2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SH3BP4
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SHISA4
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,QSOX1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SUCO
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PIGC
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PFKFB3
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,LRRC26
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PTGDS
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PTGES
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,LCN2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,RPRM
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,HOXD9
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,HOXD8
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,HOXD4
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ELF5
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SPEF1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,GPCPD1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SEMG1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SEMG2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BEX4
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,MECOM
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SERP1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BGLAP
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ATP1A1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,KCNA2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,GSTM3
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,GSTM1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,GSTM5
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SORT1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,USP53
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SGMS2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ADH1A
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ADH1B
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ADH1C
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BMPR1B
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CORO2A
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SLC31A2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,SLC31A1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BSPRY
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ACER2
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PDZK1IP1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CYP4Z1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,TSPAN1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CITED4
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CD52
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,FGFBP1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CWH43
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,CLDN3
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BHLHA15
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BRI3
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ALOX5AP
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,BPGM
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,TRPV6
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,LMCD1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,ETNK1
Epi_Luminal_SV,Epi Luminal SV,DOI: 10.1126/science.aay0267,PGLYRP1
