"","Loading","PC1.v","PC2.v"
"11386","CFDP1",-0.000489294,-0.001554792
"11387","NXNL1",-0.000489433,-0.001453761
"11388","PHLDA1",-0.000490007,0.003717513
"11389","IL27",-0.000491042,0.010921385
"11390","CD200R1",-0.000491182,0.008688005
"11391","SMARCD2",-0.00049283,-0.002369513
"11392","IARS2",-0.000493398,0.000209463
"11393","SOCS6",-0.000495321,-0.000261609
"11394","HK3",-0.000496589,0.027367078
"11395","DNAH11",-0.00049754,0.008721855
"11396","NPDC1",-0.000498747,-0.014483279
"11397","URM1",-0.000501739,-0.000551579
"11398","IL9R",-0.000502251,0.009948481
"11399","ARL15",-0.000503263,-0.002023239
"11400","SGPP2",-0.000505563,0.013851273
"11401","ACTR3",-0.000505727,0.003522404
"11402","SMIM7",-0.000507231,-0.003660291
"11403","ZFHX3",-0.00050863,-0.007686569
"11404","HS6ST1",-0.000510155,-0.004292364
"11405","PGM2",-0.000512003,-0.000640797
"11406","NUDT22",-0.000512217,-0.002069298
"11407","RFXANK",-0.000513114,-0.000682357
"11408","DNAJC1",-0.000514273,-0.000973697
"11409","GNAI1",-0.00051689,-0.000617233
"11410","PAK4",-0.000517067,-0.004520712
"11411","MVB12A",-0.000517813,0.000203325
"11412","DYX1C1",-0.000520518,0.005288187
"11413","RPL6",-0.000520821,-0.00211929
"11414","SNX19",-0.000521188,-0.002584446
"11415","TXNDC5",-0.000522594,0.002560565
"11416","ZMPSTE24",-0.000522901,-0.001210584
"11417","FAM175B",-0.000525249,-0.000238452
"11418","MEGF9",-0.000526383,0.005739797
"11419","SUSD6",-0.000527491,0.002634153
"11420","FKBP7",-0.000527543,0.000258683
"11421","SNX14",-0.000530415,0.001160928
"11422","RPS15",-0.000531702,-0.002425391
"11423","CCDC61",-0.000532882,-0.001422469
"11424","S100A5",-0.000533486,0.005319442
"11425","RAD21L1",-0.00053444,-0.000829826
"11426","P3H4",-0.000534533,-0.003366634
"11427","EMC2",-0.000535126,0.001589336
"11428","SLC2A8",-0.000535285,-0.003110402
"11429","ELOF1",-0.000535479,-0.001849324
"11430","SPTY2D1",-0.000536053,-0.00010042
"11431","ZNF277",-0.000536785,0.000918571
"11432","ACOT6",-0.000537989,-0.002942284
"11433","SLC25A25",-0.000539151,-0.001008362
"11434","MAGED1",-0.000540676,-0.003429541
"11435","GAL3ST4",-0.000540819,0.00211981
"11436","MTR",-0.000540992,-0.000822866
"11437","DCTN6",-0.000542063,0.000751016
"11438","SMAP2",-0.000542567,0.003370898
"11439","COX7A2L",-0.000543021,-0.000658501
"11440","NOX5",-0.000545927,-0.015073396
"11441","WDR44",-0.0005462,-0.000578693
"11442","DUSP14",-0.000547672,0.001061749
"11443","EHHADH",-0.00054778,-0.000214285
"11444","MYF6",-0.000547809,-0.005619505
"11445","TBCEL",-0.000547876,-0.000744658
"11446","BEND2",-0.000547938,0.000341576
"11447","CLSTN1",-0.000548281,-0.005559366
"11448","NID2",-0.000548427,-0.000662467
"11449","C7orf25",-0.000548856,-0.003970176
"11450","DNAH10OS",-0.000548952,-0.001821522
"11451","DPRX",-0.000549102,-0.000883612
"11452","OR52N2",-0.000549394,0.002427572
"11453","STYK1",-0.0005514,-0.012569439
"11454","DEFB124",-0.000551441,-0.001183001
"11455","SNX24",-0.000552602,0.007014283
"11456","SULT1C3",-0.000553154,-0.006725738
"11457","AEN",-0.000553277,-0.000360972
"11458","SLC51A",-0.000554381,-0.003533792
"11459","RWDD1",-0.000555774,-0.00160415
"11460","LRRC17",-0.000556289,-0.002923217
"11461","GLRB",-0.000556877,-0.000604295
"11462","ALG3",-0.000558319,-0.000161784
"11463","TMEM203",-0.000560576,-0.000959903
"11464","PLOD3",-0.000561465,0.002286778
"11465","SCFD2",-0.000561999,-0.000692859
"11466","ZFX",-0.000562362,-0.005132758
"11467","GCC2",-0.000564184,-0.005014035
"11468","REG3G",-0.000564516,-0.002096883
"11469","TMEM156",-0.000565539,0.011217708
"11470","PRMT2",-0.000566294,-0.001530492
"11471","PPP6C",-0.000567358,0.000133596
"11472","DUSP19",-0.000567802,-0.002557729
"11473","C14orf28",-0.000568698,-0.003055022
"11474","GNA11",-0.000568819,-0.003434688
"11475","ZNF777",-0.000570258,-0.002517583
"11476","FBXO32",-0.000570975,-0.013315059
"11477","COMMD7",-0.000571499,-0.00065678
"11478","TMEM56",-0.000571854,-0.003485649
"11479","TMEM147",-0.000571987,0.000788868
"11480","C6orf226",-0.000572686,-0.001628359
"11481","TRAK1",-0.000573032,0.001307073
"11482","HIST1H2BK",-0.000573926,-0.004275984
"11483","CCDC81",-0.000578003,-0.000894968
"11484","TTLL12",-0.000579785,-0.005620387
"11485","REN",-0.000580492,0.00777469
"11486","RFPL4A",-0.000582713,-0.002531935
"11487","PKHD1L1",-0.000583017,0.006950964
"11488","TSR2",-0.000583694,-0.00178631
"11489","CYP3A43",-0.000584974,-0.012589419
"11490","PBX2",-0.000585383,0.000594268
"11491","ESYT2",-0.000586815,0.002115555
"11492","KIF9",-0.000587045,0.000879002
"11493","C22orf46",-0.000588468,-0.002156895
"11494","MINOS1",-0.000589499,-0.002959385
"11495","BNIP3L",-0.000589991,0.001409721
"11496","VPS37C",-0.00059167,-0.002542083
"11497","PPP2R2A",-0.000591715,-0.000414785
"11498","FXYD7",-0.000592006,0.003591737
"11499","PTRHD1",-0.000592658,0.000371656
"11500","FRMD7",-0.000592983,-0.012195433
"11501","DCC",-0.000594591,0.008195067
"11502","CPS1",-0.000594701,0.00237265
"11503","ARHGAP17",-0.000594865,0.001652441
"11504","BLOC1S6",-0.00059731,-0.003726726
"11505","CLUAP1",-0.000597901,-0.002954594
"11506","SLC27A3",-0.000597923,0.004718217
"11507","ACBD5",-0.000598211,0.000134758
"11508","SLC4A5",-0.000598326,0.005462208
"11509","MYL5",-0.000598524,-0.006924276
"11510","SAMM50",-0.000599858,-0.001353323
"11511","FUK",-0.000601161,-0.001850129
"11512","AGPAT3",-0.000601537,-0.000104817
"11513","IGSF22",-0.000601871,-0.003074147
"11514","ST6GALNAC5",-0.000602084,0.011586262
"11515","SNTA1",-0.000603241,-0.005528272
"11516","FAM57A",-0.000604536,-0.002288421
"11517","PDSS2",-0.000605272,-0.003471011
"11518","CHMP1B",-0.000606703,0.000998848
"11519","PINLYP",-0.000606823,-0.003172682
"11520","FER1L5",-0.000606885,-0.005653689
"11521","SETX",-0.000606954,-0.001732427
"11522","GTF2F1",-0.000607179,-0.002599094
"11523","TMEM189",-0.000609946,0.00140422
"11524","ADRM1",-0.000610463,0.000418702
"11525","GFRA3",-0.000611516,0.002094283
"11526","PIGP",-0.00061204,-0.002976434
"11527","MYO6",-0.000614951,0.000464746
"11528","SLC25A3",-0.000615313,0.000127329
"11529","CNNM1",-0.000616198,-0.018958611
"11530","LASP1",-0.000616511,0.006127922
"11531","LARS2",-0.000617669,-0.003602828
"11532","C1orf194",-0.00061805,0.013057219
"11533","ZNF747",-0.000618266,-0.002636597
"11534","PAFAH1B2",-0.000619512,0.000558887
"11535","SLC35D1",-0.000619794,-0.004058006
"11536","DUSP23",-0.000619795,0.005438728
"11537","TRIM49D1",-0.000619962,-0.005750756
"11538","EEFSEC",-0.000620072,-0.00261894
"11539","C17orf50",-0.000620581,0.002006164
"11540","TM9SF4",-0.000621294,-0.001440045
"11541","UBA3",-0.000621765,0.000257724
"11542","ATP1B3",-0.000622712,0.001281494
"11543","POMP",-0.000624546,0.001441744
"11544","GTF3C6",-0.000626018,-0.00386019
"11545","SSR2",-0.000627049,0.001193146
"11546","ZNF615",-0.000627102,-0.011397894
"11547","ZNF652",-0.000627836,-0.004891575
"11548","PNLIPRP2",-0.000628524,-0.000676325
"11549","TMEM261",-0.000629212,-0.003791762
"11550","OR2C1",-0.000629377,-0.004104636
"11551","RPS16",-0.000630345,0.001790007
"11552","ZNF25",-0.000630906,-0.003295495
"11553","RNF7",-0.000632193,-0.000747441
"11554","FSHR",-0.000632947,-3.53e-05
"11555","VPS35",-0.000632958,-0.000893788
"11556","NDUFA3",-0.000633267,-0.00145173
"11557","DAPK3",-0.00063404,-0.00142269
"11558","SCAND1",-0.000634423,-0.001582368
"11559","ZNF622",-0.000634746,0.000830762
"11560","TRIP12",-0.000634937,-0.001892379
"11561","TANK",-0.000637712,0.003666848
"11562","XPNPEP1",-0.000637818,-0.002051164
"11563","CCDC178",-0.000638252,-0.016012974
"11564","C5orf67",-0.000640488,0.001876261
"11565","MLH1",-0.000640591,-0.00146096
"11566","PSMF1",-0.000641715,0.000142994
"11567","RUNX3",-0.000642462,0.010950033
"11568","PPP1R12A",-0.000642527,-0.005308922
"11569","ASB8",-0.000643103,-0.001952243
"11570","MAGIX",-0.0006443,-0.001719389
"11571","PI15",-0.000644591,-0.027152581
"11572","CTBP2",-0.000645604,-0.003167802
"11573","NDUFB7",-0.000646174,-0.002497098
"11574","MAP3K7CL",-0.000646277,0.002945293
"11575","INSIG2",-0.000646362,0.001858012
"11576","PRRC1",-0.000646362,-0.001021402
"11577","TXNDC2",-0.000646377,0.002588482
"11578","CD226",-0.000646722,0.009645055
"11579","EAPP",-0.00064704,-0.000332478
"11580","PSORS1C2",-0.000648254,0.001586107
"11581","ZNF471",-0.000648558,-0.010052729
"11582","CDC42BPA",-0.000650617,-0.003519748
"11583","SRPRB",-0.000650624,-0.002230694
"11584","LYZL4",-0.000651995,-0.001623858
"11585","ELP6",-0.000652806,-0.004170855
"11586","KLHL26",-0.000654241,-0.00296841
"11587","NFATC3",-0.000655787,0.00180499
"11588","PICALM",-0.000656328,0.002138311
"11589","GTPBP1",-0.00065693,-0.001224288
"11590","XRCC6",-0.00065824,0.000350188
"11591","OXSM",-0.000658637,-0.003009559
"11592","UBE3B",-0.000658657,-0.00204269
"11593","PPP6R2",-0.000658988,-0.004049634
"11594","MAP1LC3A",-0.000659677,-0.003833853
"11595","PGAP2",-0.000660992,-0.003689935
"11596","CASP9",-0.000661011,-0.00083784
"11597","UBASH3B",-0.000662523,0.01422932
"11598","FAM175A",-0.000662544,9.76e-05
"11599","NOTO",-0.000663055,0.00164494
"11600","KCTD15",-0.000664357,-0.005725366
"11601","OR2T10",-0.000664364,-0.003795857
"11602","SYCN",-0.000665074,0.000308046
"11603","TRIM26",-0.000666048,-0.000789004
"11604","CMTM4",-0.000667711,-0.0012014
"11605","ZNF214",-0.000668799,-0.005415925
"11606","SH2B3",-0.000668904,0.006989851
"11607","CTIF",-0.000668978,0.000166535
"11608","VKORC1",-0.000668998,0.000810923
"11609","COX18",-0.000669285,-0.001399047
"11610","OR2T5",-0.000669781,-0.005289669
"11611","OR3A1",-0.000670064,-0.001137433
"11612","TYW3",-0.000671246,-0.003370227
"11613","LLGL2",-0.000671753,0.002926434
"11614","FBXO24",-0.000672187,-0.005170343
"11615","TRAFD1",-0.000673339,0.000161637
"11616","SSNA1",-0.00067334,-0.000547115
"11617","TEKT3",-0.00067398,0.008617202
"11618","KRTAP3-3",-0.000674143,-0.007593833
"11619","HMGCS1",-0.000674615,-0.000683236
"11620","RFPL4AL1",-0.000675525,0.000189715
"11621","ZPBP2",-0.000675998,-0.003660878
"11622","PSEN1",-0.000676662,0.001058375
"11623","C10orf82",-0.000676917,-0.017708613
"11624","MRPL16",-0.000677853,0.000591266
"11625","FZD6",-0.000678429,0.002338975
"11626","OPA3",-0.000680382,-0.000643205
"11627","DNASE1L1",-0.000680407,0.00189642
"11628","SMIM19",-0.00068087,-0.000371071
"11629","FAM134A",-0.000682028,-0.001648473
"11630","DEFB126",-0.000682257,-0.004248547
"11631","KRT9",-0.000683041,-0.010969164
"11632","FBXW11",-0.000683275,-0.001218314
"11633","KLHL18",-0.000685748,-0.00053742
"11634","ZCRB1",-0.000687,-0.001452665
"11635","PDE4DIP",-0.000687136,0.003448256
"11636","PRPF8",-0.000687604,-0.001494912
"11637","TCP11L2",-0.000687789,0.003709133
"11638","FUT11",-0.000688206,0.002720696
"11639","ERCC1",-0.000688599,-0.002765165
"11640","SERPINB12",-0.00068874,-0.001593194
"11641","ADIG",-0.00068895,-0.002524083
"11642","ETV7",-0.000688977,0.009616308
"11643","SRP68",-0.00068924,0.00026589
"11644","IL21R",-0.000689516,0.017134357
"11645","PRELID1",-0.000689884,0.000292923
"11646","MARVELD3",-0.000690446,-0.003040014
"11647","CASZ1",-0.000691535,-0.008088439
"11648","BLOC1S2",-0.000692656,0.003288849
"11649","CCDC86",-0.000695542,-0.00545378
"11650","KLHDC7B",-0.000695973,0.011002992
"11651","MDS2",-0.000697057,0.007242577
"11652","LRRC38",-0.000698315,0.000319826
"11653","ZFYVE1",-0.000698686,-0.000702701
"11654","GTF3C1",-0.000699255,-0.007665969
"11655","CDK7",-0.000699828,0.00043411
"11656","ATAD1",-0.00069983,-0.001444454
"11657","PIGN",-0.000700294,-0.00453097
"11658","RABEP1",-0.000701206,-0.005238717
"11659","IL4",-0.000702244,0.001448199
"11660","DRAM2",-0.000703147,0.002595069
"11661","TCF23",-0.000703217,-0.007139523
"11662","COPS2",-0.000703361,-0.002009594
"11663","JMJD4",-0.000703409,-0.00262467
"11664","WASL",-0.000704516,-0.000612744
"11665","GALNS",-0.000704976,-4.25e-05
"11666","CHIC1",-0.000705518,-0.004551022
"11667","MSGN1",-0.000707635,-0.001942558
"11668","UBE2B",-0.000708878,0.000613278
"11669","GEMIN4",-0.000708898,-0.00326084
"11670","SHQ1",-0.000711829,-0.000144142
"11671","MCTP1",-0.000712425,0.00874158
"11672","ELAC2",-0.000713425,-0.002128318
"11673","RPS4Y1",-0.000713886,-0.035460348
"11674","SMCR8",-0.00071462,-0.000689932
"11675","ELSPBP1",-0.000717386,-0.002997632
"11676","RPL18A",-0.000718328,-0.000617711
"11677","SIGLEC10",-0.000718802,0.006965131
"11678","GPR176",-0.000719694,-0.005954668
"11679","OTUD5",-0.000720687,-0.001425247
"11680","TRIM40",-0.000723432,0.001741069
"11681","TMEM86A",-0.000723559,0.002075814
"11682","CASP5",-0.000723694,0.018133436
"11683","COPE",-0.000725435,-0.002323635
"11684","STAM",-0.000725773,0.001870935
"11685","OR2B11",-0.000727101,0.000523592
"11686","ADIPOR1",-0.000728965,0.002505106
"11687","RPS8",-0.000729267,-0.001886673
"11688","ABHD12B",-0.000730147,0.005625053
"11689","SH3PXD2B",-0.000731232,-0.000800747
"11690","FAM58A",-0.000731627,-0.000874978
"11691","SNX27",-0.000731862,-0.000933434
"11692","SEPHS2",-0.00073321,0.00103688
"11693","AP3S1",-0.000734282,-0.000113509
"11694","ARPC3",-0.000735197,0.003668793
"11695","EI24",-0.000736155,-0.000685708
"11696","ALG14",-0.000736315,-0.001467862
"11697","ATXN10",-0.000736631,-0.001906116
"11698","KMO",-0.000737194,0.021017773
"11699","C5orf15",-0.000737603,0.000910064
"11700","NIP7",-0.000737708,0.002993984
"11701","ARL8A",-0.000739509,0.000935021
"11702","THAP7",-0.000739747,-0.003171921
"11703","ZMAT3",-0.000739883,-0.001357439
"11704","UBE2G1",-0.000740708,-0.00199085
"11705","RPS13",-0.000741768,-0.000326641
"11706","MROH6",-0.000743829,0.010722797
"11707","CD209",-0.000747156,0.01251429
"11708","DBX2",-0.000747293,-0.008524661
"11709","SMPD2",-0.000749708,-0.001017217
"11710","REXO2",-0.000751259,-0.002560204
"11711","ACBD3",-0.000751397,0.001096938
"11712","YIPF2",-0.000752974,-0.001829521
"11713","MTIF3",-0.000755373,-0.002361584
"11714","ELMO1",-0.000757122,0.006118472
"11715","CCNY",-0.000758307,0.001667482
"11716","RPAP1",-0.00075841,-0.002848264
"11717","EGFL6",-0.000758587,0.026270176
"11718","H3F3C",-0.000758932,0.001456419
"11719","TMEM161A",-0.000759176,-0.003088003
"11720","IL20",-0.000759263,-0.00551337
"11721","IFNGR2",-0.000761257,0.000896119
"11722","STAT5B",-0.000761548,-0.002944215
"11723","HSH2D",-0.000762086,0.000904954
"11724","PGRMC2",-0.000763291,-0.001719839
"11725","C19orf53",-0.00076404,-0.000776516
"11726","ELL",-0.000764635,-0.000181255
"11727","UBE2NL",-0.000765571,-0.000174773
"11728","SFMBT2",-0.000766076,-0.003947516
"11729","CLEC19A",-0.00076697,0.00079449
"11730","MED16",-0.00076859,-0.001907766
"11731","TRIM68",-0.000769138,-0.006149025
"11732","AKAP11",-0.000769197,-0.001836481
"11733","COQ9",-0.000770149,-0.00366588
"11734","TAB2",-0.000770348,-0.001484152
"11735","SLC16A3",-0.000772008,0.013212511
"11736","PAPD5",-0.000772168,-0.001422239
"11737","BBS4",-0.000772629,-0.004637147
"11738","THEM4",-0.000773736,-0.000865333
"11739","SP2",-0.000775251,-0.000303408
"11740","WNK1",-0.000775993,0.002598087
"11741","BLZF1",-0.000776156,-0.000449098
"11742","MTRNR2L1",-0.000776687,-0.002445554
"11743","SNX8",-0.000776761,0.005564022
"11744","GSTA4",-0.000777293,-0.000448373
"11745","COG5",-0.000777982,-0.005013529
"11746","RTFDC1",-0.000779765,-0.000810262
"11747","IL1RAPL1",-0.00077988,-0.014369358
"11748","ATMIN",-0.000780226,-0.003246763
"11749","OTUB1",-0.000781105,-0.000642879
"11750","RPLP0",-0.000783449,-0.000839521
"11751","ADAMTS10",-0.000784586,-0.002093804
"11752","PTX3",-0.000785514,0.010521964
"11753","GOLGA2",-0.00078628,-0.003099241
"11754","HMGXB3",-0.000787094,-0.004993553
"11755","RBM42",-0.000787562,-0.000151366
"11756","EPHA4",-0.000788146,-0.000812291
"11757","SPTSSB",-0.00078886,-0.024331301
"11758","RAB11A",-0.000789132,-0.001789272
"11759","TYMP",-0.000790602,0.013052454
"11760","KIAA1755",-0.000790734,-0.005412492
"11761","SDHC",-0.000791558,-0.0004178
"11762","FAM183A",-0.000791755,0.006654071
"11763","MRPL28",-0.000792992,-0.000823311
"11764","SLC2A14",-0.000793665,0.009064107
"11765","PNLIP",-0.000794656,-0.005009992
"11766","FAM53B",-0.000794925,0.000111133
"11767","AKR7A2",-0.000796784,-0.001738071
"11768","SLX1B",-0.000796974,0.002090568
"11769","DDX19A",-0.000797058,-0.00027508
"11770","MTMR12",-0.000797656,-0.000555998
"11771","GPR153",-0.000797751,0.007121698
"11772","MIDN",-0.000797785,0.002152892
"11773","OR2C3",-0.000798945,-0.008836763
"11774","QRFP",-0.000799876,-0.012893294
"11775","ILVBL",-0.000799965,-0.001637214
"11776","SLU7",-0.000802339,-0.000132505
"11777","CEP112",-0.00080414,0.000662098
"11778","OSBPL11",-0.000806246,0.00422294
"11779","GLO1",-0.000806437,-0.004804836
"11780","TBC1D3E",-0.000806671,0.001252973
"11781","GABRA1",-0.000806881,-0.010640649
"11782","KRTAP1-5",-0.000807904,-0.006801072
"11783","CT45A1",-0.000808083,0.005375899
"11784","SEC23B",-0.000809988,-0.002209662
"11785","BET1",-0.000810013,-0.001277078
"11786","SRC",-0.000810433,-0.00229814
"11787","LEPROTL1",-0.000811821,0.00345095
"11788","OTUD7B",-0.000812265,-0.000731056
"11789","SLC6A6",-0.000812924,0.011158747
"11790","THTPA",-0.000814702,-0.00534058
"11791","CDC42BPB",-0.000817788,-0.001731748
"11792","ZDHHC15",-0.000817958,-0.002804593
"11793","DNAJC17",-0.000820531,-0.002126109
"11794","ATL2",-0.000820625,-0.000273839
"11795","GUCY1B3",-0.000821721,-0.001125681
"11796","TCTEX1D4",-0.000821854,0.007814489
"11797","FPGS",-0.000822729,0.000706823
"11798","MPRIP",-0.000827314,0.000318072
"11799","IMPAD1",-0.000827788,-0.003215813
"11800","CES5A",-0.000829276,-0.006108894
"11801","MYBPH",-0.000829513,0.008633687
"11802","RPL24",-0.000829528,-0.000982711
"11803","RNF170",-0.000830061,-0.00133732
"11804","TECTB",-0.00083018,-0.005574455
"11805","MYOM3",-0.000830346,-0.005587156
"11806","UACA",-0.000831179,-0.001153423
"11807","CXCL8",-0.000834897,0.014677734
"11808","CHRNA6",-0.000835014,0.003525152
"11809","NLRC3",-0.000835353,0.005388771
"11810","DSG1",-0.00083555,-0.009739631
"11811","PSENEN",-0.000835638,0.001879583
"11812","GALK1",-0.000836537,0.003165078
"11813","OCIAD1",-0.000836695,-0.001421681
"11814","MRAP",-0.000836944,0.003223383
"11815","GOLPH3L",-0.000836996,-0.000965164
"11816","KRT2",-0.000837518,-0.006834266
"11817","C11orf63",-0.000838054,-0.000467138
"11818","PIP4K2C",-0.000838653,0.000866363
"11819","UFL1",-0.000838749,-0.002990192
"11820","AIF1L",-0.000839542,-1.48e-05
"11821","FSBP",-0.000839632,-0.009370778
"11822","ISOC1",-0.000844611,-0.001075942
"11823","C1D",-0.0008455,0.000557627
"11824","B4GALNT3",-0.000846354,0.008235061
"11825","KCNMA1",-0.00084826,-0.015813856
"11826","RPS27A",-0.000849176,-0.001263044
"11827","FAM96B",-0.000849477,0.001344526
"11828","PLEKHM2",-0.000850615,0.001280996
"11829","PRR9",-0.000850954,0.001803659
"11830","FAM3A",-0.000851195,-0.001774663
"11831","AFTPH",-0.000852879,-0.003347681
"11832","KRT6C",-0.000852901,-0.003513056
"11833","TVP23C",-0.000853127,-0.002340346
"11834","GOLGA5",-0.000853863,-0.002080533
"11835","SUSD1",-0.000853877,0.00435911
"11836","CSK",-0.000855083,0.00142794
"11837","DLD",-0.00085511,-0.001360071
"11838","CCNI",-0.000855181,-0.002450852
"11839","BTG1",-0.000855318,0.001062635
"11840","MEPCE",-0.000855512,-0.000790998
"11841","RNF139",-0.000856165,0.000571539
"11842","PRADC1",-0.000856518,-0.002402402
"11843","GPR55",-0.000858123,0.005727168
"11844","SLC45A1",-0.000859149,-0.01058894
"11845","MOGS",-0.00086015,-0.000781938
"11846","MPPE1",-0.000861171,0.000969686
"11847","NOVA2",-0.000861883,0.007208367
"11848","SWI5",-0.00086244,-0.004335096
"11849","DBNL",-0.000863148,-0.000175933
"11850","AEBP2",-0.000863499,-0.001057988
"11851","PIGT",-0.000864408,0.000744092
"11852","SMIM20",-0.000864736,-0.000601915
"11853","CTTNBP2NL",-0.00086491,0.001337905
"11854","GOLPH3",-0.000865392,-0.002170311
"11855","ARMCX3",-0.000868357,-0.00430842
"11856","CCDC174",-0.000869098,-0.001962217
"11857","MMADHC",-0.000869286,-0.000757054
"11858","TUSC5",-0.000869609,-0.00209208
"11859","WBP11",-0.000869763,-0.0002195
"11860","SIGLEC16",-0.000869811,0.007474635
"11861","GNE",-0.00087013,-0.006015742
"11862","CYP20A1",-0.00087032,-0.002186843
"11863","MRPS2",-0.000870539,-0.002985244
"11864","RNF6",-0.000870709,-0.000431453
"11865","TMEM99",-0.000871208,-0.004488989
"11866","RNASE13",-0.000871345,-0.001036299
"11867","PI4KB",-0.000871474,-0.001689083
"11868","SRBD1",-0.000872496,-0.001525103
"11869","MRPS9",-0.000872969,-0.002559254
"11870","TMEM200A",-0.000874232,0.007619914
"11871","CPXCR1",-0.000874291,0.002944198
"11872","PGLYRP1",-0.000877484,0.003038378
"11873","GYPB",-0.000878807,0.002430405
"11874","ETFDH",-0.000878885,-0.003947054
"11875","TMSB4Y",-0.000879318,-0.023005373
"11876","RAB36",-0.000879752,-0.002530953
"11877","TMEM33",-0.000880193,-0.000751612
"11878","ARMCX6",-0.000880659,-0.002882784
"11879","GPATCH4",-0.00088066,-0.000668127
"11880","C12orf57",-0.000881905,-0.003665569
"11881","CLUL1",-0.000882519,-0.011376453
"11882","MMP27",-0.000882853,-0.000357008
"11883","RPL39",-0.000883284,0.000673157
"11884","WDR61",-0.000885293,-0.002670573
"11885","WBP4",-0.000887131,-0.001245281
"11886","FAM43B",-0.000887208,-0.005783013
"11887","CCDC94",-0.000887362,-0.001389887
"11888","DDX28",-0.000887865,0.002047056
"11889","DEFA4",-0.00088825,0.003597432
"11890","ZNF462",-0.000888629,-0.00822598
"11891","BRF2",-0.00088874,-0.001685344
"11892","LRIG3",-0.000889281,0.001545642
"11893","USO1",-0.000889737,-0.001807258
"11894","TOX2",-0.000890491,0.003819096
"11895","TAP2",-0.000890566,0.007201853
"11896","ARHGEF25",-0.000891107,-0.011102769
"11897","HSF5",-0.00089335,-2.06e-05
"11898","RSPH9",-0.000894654,0.00326421
"11899","SUPT4H1",-0.00089513,0.000977306
"11900","RPS19BP1",-0.000895282,-0.003006776
"11901","HIVEP1",-0.0008964,-0.00222264
"11902","HMGCR",-0.000896836,-0.001474371
"11903","DAD1",-0.000897355,0.000768847
"11904","KHDRBS2",-0.000898284,0.020990981
"11905","BAP1",-0.000898756,-0.001301064
"11906","G3BP2",-0.000898809,-0.00311889
"11907","GSK3A",-0.000899026,-0.000553328
"11908","MLEC",-0.00089942,-0.004476705
"11909","RPS2",-0.000900759,-0.001213254
"11910","GPRC5D",-0.000901012,0.004718794
"11911","ABCG1",-0.000901153,0.00630249
"11912","PMM2",-0.000901219,0.000478393
"11913","ACTR2",-0.000903407,0.003628842
"11914","FAM160B1",-0.000903413,-0.000631762
"11915","OR51E2",-0.000904162,-0.050699155
"11916","MIA3",-0.000904348,-0.006690091
"11917","WDR83OS",-0.000904574,-0.00206968
"11918","GPX6",-0.000905689,-0.003472463
"11919","GUK1",-0.000905932,0.000949559
"11920","NFE4",-0.000906975,0.004211206
"11921","STAC3",-0.000907011,0.007042092
"11922","9-Sep",-0.000907089,-2.29e-06
"11923","PABPC1",-0.000907601,-0.000652919
"11924","TGM3",-0.000907628,-0.011444753
"11925","FAM160B2",-0.000908,-0.003448661
"11926","RPL7",-0.000909578,-0.001885557
"11927","DUSP18",-0.00091023,0.004900862
"11928","GPR150",-0.000912297,0.000115496
"11929","SNAP29",-0.000912298,-0.000613537
"11930","RSPH10B2",-0.000914652,0.009944567
"11931","NT5C2",-0.000914812,-0.001062919
"11932","MTFR1L",-0.000914948,-0.005190017
"11933","APH1A",-0.000917698,0.001802563
"11934","SLC30A5",-0.000918607,-0.001262686
"11935","RPL23A",-0.000918764,-0.00121216
"11936","CD164",-0.000918781,-0.001025451
"11937","ATG2A",-0.000920403,-0.001152109
"11938","MCOLN2",-0.000920419,0.009538082
"11939","SETMAR",-0.000920473,-0.007089912
"11940","PHB",-0.000920882,-0.000831016
"11941","TBL3",-0.000922482,-0.002010525
"11942","LCN1",-0.000922709,-0.001865966
"11943","TMEM38A",-0.000923714,-0.006173497
"11944","ATF1",-0.000923895,0.001284655
"11945","FBXO38",-0.000924447,-0.001298371
"11946","TP53RK",-0.000924808,-0.001505519
"11947","NDUFB10",-0.000924966,-0.002388149
"11948","ALG2",-0.000925832,-0.003062993
"11949","RYBP",-0.000926864,-0.00245948
"11950","NUDCD3",-0.000927139,-0.002470342
"11951","R3HCC1",-0.000927974,-0.001786179
"11952","IGSF3",-0.000928332,0.002158491
"11953","SMIM22",-0.000929934,0.004084626
"11954","UGT3A2",-0.000931079,-0.007951661
"11955","CHCHD7",-0.000931984,0.000852826
"11956","DPYSL2",-0.000932457,0.011453827
"11957","PEX16",-0.000934018,-0.001568659
"11958","MRPL49",-0.000934671,-0.001403612
"11959","SDF2L1",-0.000936552,0.000245669
"11960","TM7SF3",-0.000937087,0.001762178
"11961","PPIAL4C",-0.000938117,0.000886013
"11962","UQCRQ",-0.000938278,-0.004394819
"11963","SUPT6H",-0.000939806,-0.001179923
"11964","ATP5F1",-0.00094047,-0.001032423
"11965","OSBPL9",-0.000941052,-0.000154497
"11966","OGFRL1",-0.000942579,0.001591454
"11967","CAMLG",-0.000943502,-0.002231515
"11968","VAC14",-0.000945308,0.001256098
"11969","SSR3",-0.000946211,-0.00066353
"11970","NF2",-0.000946391,-0.001688803
"11971","SLC30A1",-0.00094751,0.001583885
"11972","TSTA3",-0.000948186,-0.001160761
"11973","VKORC1L1",-0.000948643,0.003670678
"11974","MAP2K1",-0.000949388,0.001097733
"11975","CRBN",-0.000951189,-0.002213974
"11976","SLC25A24",-0.00095166,0.005440156
