"","Loading","PC1.v","PC2.v"
"2042","KIAA1586",0.007555449,-0.001145972
"2043","GATSL2",0.007546751,-0.002842628
"2044","PNISR",0.00754183,-0.002044157
"2045","NCAPD2",0.007541432,0.003124389
"2046","S100PBP",0.007538416,0.000942326
"2047","CECR6",0.007537909,-0.020525785
"2048","SLC26A7",0.007536314,-0.002654852
"2049","FBN3",0.007532734,0.00629016
"2050","ENC1",0.007528265,0.00039668
"2051","NUP85",0.007523908,0.001742567
"2052","RELL2",0.007523407,-0.003072814
"2053","SKIDA1",0.007522994,-0.004313723
"2054","C4orf26",0.007520076,0.004244945
"2055","PPP1R3E",0.007518439,-0.004690115
"2056","IMMP1L",0.007516135,-0.002868336
"2057","NPIPA1",0.007515853,-0.002857155
"2058","PRPF3",0.007515459,0.000651044
"2059","SPX",0.007515359,0.013293509
"2060","CEACAM7",0.007511639,0.007035833
"2061","PRR3",0.007508082,-0.000462671
"2062","CAMK1D",0.007505213,0.004462061
"2063","GSX1",0.007503257,-0.000843158
"2064","RFX3",0.007499672,-0.00226877
"2065","SPTBN2",0.007499032,-0.012962198
"2066","TMEM81",0.007498729,0.00181792
"2067","CEBPG",0.007495887,0.000984497
"2068","KLF12",0.007495112,0.000250265
"2069","POTEI",0.007494943,-0.032325631
"2070","SMIM18",0.007492114,-0.003546592
"2071","MZT1",0.007482645,0.002080907
"2072","FYN",0.00748264,0.009503063
"2073","PABPN1L",0.007478877,-0.003191849
"2074","SFI1",0.007470829,-0.001082207
"2075","KCNV2",0.007469846,-0.001859676
"2076","KIAA1841",0.007467088,0.000453522
"2077","C7orf33",0.007466893,0.000236113
"2078","TIPIN",0.007465239,0.002407702
"2079","ZSCAN16",0.007464586,0.000742087
"2080","PROSER3",0.007463817,0.001760646
"2081","NPIPB11",0.007462876,0.000769495
"2082","BARHL2",0.007459719,-0.000388742
"2083","KIT",0.007454836,0.010039089
"2084","INHA",0.007454215,-0.003039735
"2085","ESRRB",0.007453488,-0.001516092
"2086","UNG",0.007451921,-1.58e-05
"2087","CNGB3",0.007451124,0.003352267
"2088","MDM1",0.007450356,-0.001675005
"2089","CCR10",0.007449358,0.004155322
"2090","PHACTR3",0.007448863,0.020917468
"2091","ZNF83",0.007446336,-0.003232957
"2092","UCN",0.007442301,-0.000512705
"2093","FAM122B",0.007436306,7.68e-05
"2094","PRB3",0.007436276,-0.004839121
"2095","MYO15A",0.007436118,0.003069999
"2096","ZNF117",0.007433937,0.003806848
"2097","ZNF648",0.007433801,-0.000254652
"2098","ZNF184",0.00743282,0.000614207
"2099","RTEL1",0.007431943,-0.001374091
"2100","BEST2",0.00742783,-0.001171217
"2101","ATP10B",0.007427289,0.010001615
"2102","ILF3",0.007423902,-0.000656494
"2103","NRM",0.007423324,0.003740736
"2104","TRIT1",0.007422073,-0.00214672
"2105","SFXN1",0.007419878,-0.002175875
"2106","KIF22",0.007415241,-0.00289362
"2107","LRGUK",0.007414674,0.002510462
"2108","BEST4",0.007414432,0.001928466
"2109","HOXA10",0.007413982,-0.032336213
"2110","AGAP9",0.007411615,-8.23e-05
"2111","LONRF2",0.007411095,-0.011108066
"2112","GAL3ST2",0.007410492,-0.00282411
"2113","PDE7A",0.007409856,0.001211407
"2114","IGFBP2",0.007406215,-0.005370781
"2115","HTR6",0.007406021,-0.003086779
"2116","SHISA2",0.007402239,0.010739709
"2117","MBTD1",0.007399224,-0.000495066
"2118","YEATS2",0.007396245,0.00037973
"2119","ZNF700",0.007395531,3.29e-05
"2120","FZD3",0.007392542,-0.00927433
"2121","AHI1",0.007391557,-0.004188241
"2122","IGFN1",0.007391526,0.001763607
"2123","CCHCR1",0.007390437,-0.002454597
"2124","SRSF10",0.00738974,0.000910355
"2125","WDR34",0.007387333,0.002697325
"2126","RCC1",0.007382436,0.0045855
"2127","GRIN2D",0.007381067,0.002581585
"2128","C1QTNF3",0.007375897,-0.001108864
"2129","SCLT1",0.007372908,0.002087009
"2130","SLC32A1",0.007371431,0.00120657
"2131","MAFA",0.00737115,-0.000227097
"2132","PTH2",0.007370532,0.001602667
"2133","KIF4B",0.007368345,-0.000163603
"2134","OPRK1",0.007368256,-0.021523822
"2135","TUBA1B",0.007365181,0.006947263
"2136","DAZ1",0.00736368,-0.009478799
"2137","SPATA21",0.007361084,0.00132597
"2138","HSF2",0.007353311,-0.000312952
"2139","C8orf44",0.007349835,-0.00343992
"2140","ANKZF1",0.007348342,-0.00198263
"2141","RBBP8",0.007347447,0.004849848
"2142","TMEM44",0.00734488,0.003399957
"2143","ARPP21",0.00734471,-0.009693126
"2144","CACNB3",0.0073439,0.002167689
"2145","ANKRD20A3",0.007341045,-0.002493291
"2146","HPRT1",0.007332075,0.001778335
"2147","FOXD4L3",0.007329684,0.001759807
"2148","NMNAT3",0.007328817,-0.003899439
"2149","LRRC24",0.007325246,-0.013062036
"2150","NTSR1",0.007324545,0.00126491
"2151","PHTF2",0.007322098,0.003309207
"2152","SLC25A29",0.007319208,-0.001582237
"2153","SRGAP1",0.007314157,0.001811531
"2154","TNFAIP6",0.007312733,0.018298757
"2155","RAP1GAP2",0.007312655,-0.003096803
"2156","LRRC37B",0.007311653,-0.000569795
"2157","CDH4",0.007310239,-0.001225677
"2158","CTCFL",0.007306446,-0.000356383
"2159","SLC22A7",0.007306366,-0.00865203
"2160","TECTA",0.007297106,-0.00226037
"2161","BTBD11",0.007296635,-0.014604451
"2162","RBM15",0.007293086,0.000320554
"2163","JRK",0.007291706,-0.002214275
"2164","SLC22A16",0.007288802,0.00308918
"2165","ZNF85",0.007285196,-0.001631784
"2166","CTAG1B",0.00728294,0.001240921
"2167","SPATS2",0.007281445,-0.001058497
"2168","QRICH2",0.007276812,-0.005825752
"2169","SSUH2",0.00727393,-0.003623122
"2170","ZNF177",0.007273588,-0.002028095
"2171","LRRD1",0.007271619,-0.00367784
"2172","INPPL1",0.007271282,0.000264873
"2173","ZBED8",0.007267454,-0.004547026
"2174","TAS2R31",0.007263964,-0.005847723
"2175","MAP10",0.007261532,0.003636057
"2176","MSS51",0.007252876,0.000472703
"2177","PRKDC",0.007251858,-0.000335117
"2178","TMEM86B",0.007250381,0.000752429
"2179","TMEM262",0.007247664,-0.001603149
"2180","ZNF560",0.007245803,-0.002434115
"2181","RUFY4",0.007244779,0.000406865
"2182","MMP26",0.007240628,-0.009412414
"2183","TTF2",0.007237616,0.001848725
"2184","NFASC",0.007237475,-0.008923151
"2185","BAIAP2L2",0.007235277,6.06e-05
"2186","DTYMK",0.007231322,0.001305715
"2187","ZNF280A",0.007226831,0.000866109
"2188","RNF138",0.007219432,0.002895977
"2189","ZNF606",0.007217224,-0.004017161
"2190","L2HGDH",0.007216741,-0.002334211
"2191","TMEM132E",0.007216015,-0.002231173
"2192","CT55",0.007215271,0.00146397
"2193","HNRNPH1",0.007210248,0.000178315
"2194","GPR88",0.00720535,-0.003457492
"2195","ZNF669",0.007192068,0.001980446
"2196","ARHGAP4",0.007189781,0.009784219
"2197","AHRR",0.007189266,0.004706914
"2198","CST1",0.007185901,-0.008343031
"2199","SLC34A3",0.007183434,-0.004259551
"2200","PRSS1",0.007182638,0.001179459
"2201","TMEM160",0.007181564,0.005399839
"2202","ARL6IP6",0.007180521,0.004367142
"2203","RFWD3",0.00717661,0.003045463
"2204","TLE6",0.007176491,0.006850162
"2205","PLOD2",0.007173269,0.004176069
"2206","NPAS3",0.007168053,-0.007709989
"2207","EMC9",0.007167306,-0.003606457
"2208","ZSCAN9",0.007166312,4.14e-05
"2209","SAMD1",0.007163105,0.001946635
"2210","APOA2",0.007159535,-0.000721967
"2211","FNDC9",0.007158568,-0.001750737
"2212","MAGEA8",0.007145888,-3.32e-05
"2213","SYNGAP1",0.007141058,-0.001764873
"2214","SLC28A1",0.007140353,0.002336832
"2215","ZCCHC11",0.007139234,-0.001277164
"2216","POU5F2",0.007134239,-0.004842204
"2217","SPHKAP",0.007124173,2.56e-05
"2218","ZNF569",0.007120515,-0.00168305
"2219","EFCAB7",0.007117595,-0.001421724
"2220","MAGEB17",0.007116411,-0.002983408
"2221","RIMBP3B",0.007115447,-0.002093228
"2222","GLRA2",0.00711473,-0.001653617
"2223","URB2",0.007113597,0.00296069
"2224","ZNF567",0.007113286,-0.000304963
"2225","FGF14",0.007105954,0.011713346
"2226","CLASRP",0.007105474,-0.001838431
"2227","SLX4IP",0.007104188,-0.002299668
"2228","ESR2",0.007099462,0.00209517
"2229","NINL",0.007093552,-0.00171481
"2230","HIST1H2BI",0.007093316,-0.000716022
"2231","CFHR4",0.007092168,-0.000525897
"2232","DCUN1D2",0.007089845,-0.000493532
"2233","SPDYE1",0.007085401,0.000806662
"2234","ZNF266",0.007084868,-0.000968994
"2235","DDX55",0.007081084,-0.000225461
"2236","ZNF749",0.007078423,-0.002286524
"2237","ZNF473",0.007078123,-0.00198927
"2238","ZNF81",0.007074578,-0.001755769
"2239","HTR5A",0.007071145,-0.00109593
"2240","ADAM20",0.007066084,-0.003858455
"2241","ZNF80",0.007063162,0.006944983
"2242","GDA",0.007060732,0.004190334
"2243","GTPBP2",0.007059288,0.003447114
"2244","CCDC62",0.007057814,-0.001782295
"2245","CDH22",0.007057336,-0.020526122
"2246","GINS3",0.007056972,0.002136452
"2247","CPSF6",0.007056724,-0.000594541
"2248","GPR63",0.007056488,-0.008779734
"2249","GALR2",0.007047692,0.002745623
"2250","FTCD",0.007047281,-0.016037414
"2251","SRSF2",0.007040377,0.00196745
"2252","UQCC2",0.007025091,-0.001427066
"2253","HUNK",0.007024162,0.000436237
"2254","ZNF254",0.007023258,-0.000815596
"2255","ENTPD2",0.007021934,-0.018486514
"2256","LEAP2",0.007021869,-0.004522875
"2257","STC2",0.007018489,-0.0004705
"2258","TAF5",0.007017085,0.001865577
"2259","LRRC45",0.007008793,0.000934929
"2260","NR1I2",0.007008263,-0.000255904
"2261","TUBB2A",0.00700634,-0.00178553
"2262","AGO2",0.007005393,0.00050265
"2263","CCNJ",0.006998018,0.002116925
"2264","ZNF100",0.006996897,0.000256589
"2265","C1QTNF4",0.006994107,-0.007832047
"2266","BTBD3",0.00698917,-0.000682662
"2267","ZNF594",0.006988755,-0.006903419
"2268","ZNF572",0.006982739,-0.002548449
"2269","SYT6",0.006981637,-0.018474876
"2270","CFAP44",0.006981516,-0.001386555
"2271","AGAP4",0.006977471,-0.004544502
"2272","CENPT",0.006977339,-0.002320744
"2273","FBXL6",0.006974847,0.000913167
"2274","PAFAH1B3",0.006967929,0.001197986
"2275","NDUFA4L2",0.006967546,0.010121791
"2276","MICAL1",0.006966858,0.00155362
"2277","CCL25",0.006963866,0.00328407
"2278","FBLN7",0.0069604,-0.000709754
"2279","SRSF11",0.006959031,-0.000314462
"2280","SLC25A14",0.006957611,0.000488576
"2281","C1orf159",0.006957363,-0.00064304
"2282","SH3D21",0.006956731,-0.001026772
"2283","BRWD3",0.006955436,0.00045477
"2284","CCDC78",0.00694744,0.008888015
"2285","CBWD7",0.006942187,-0.001325126
"2286","FAM132A",0.006939164,0.00390511
"2287","GLCCI1",0.006938851,0.00712521
"2288","PAGE2B",0.006928124,0.002364877
"2289","MDK",0.006923842,-0.000522213
"2290","ARGLU1",0.006919809,0.001056896
"2291","LPO",0.006919675,0.003627866
"2292","TNR",0.006917118,0.014621054
"2293","ARL9",0.006917093,-0.003887956
"2294","OXCT2",0.006915933,-0.008970508
"2295","TPTE2",0.00691574,0.003931807
"2296","GLT1D1",0.006913116,0.006006877
"2297","SLC8A2",0.006912414,-0.017619016
"2298","ANKRD26",0.006909575,-0.002094039
"2299","EPOR",0.006909124,0.004750753
"2300","SLC25A34",0.006908155,-0.001596548
"2301","MCF2L",0.006907793,-0.006557382
"2302","DDX39B",0.006906854,-0.000682497
"2303","CDHR1",0.006901247,-0.011942466
"2304","CCDC40",0.006900471,0.000368456
"2305","ADGRV1",0.006899715,0.00303465
"2306","SPATA16",0.006896747,0.000461859
"2307","PLXNA3",0.006895474,-0.00216782
"2308","SLC35F1",0.006893345,-0.015014184
"2309","EPHB2",0.006891675,0.005500094
"2310","FGF11",0.006891268,0.004138813
"2311","SLC35F3",0.006888269,-0.003686354
"2312","DCK",0.006887393,0.003824115
"2313","HIST1H2BN",0.006886107,-0.005294426
"2314","IFT81",0.006880241,-0.000778505
"2315","DFFB",0.006879076,0.000389577
"2316","GDPD4",0.006878429,-0.001576473
"2317","PAXIP1",0.006877966,-0.000622843
"2318","GRAMD1B",0.00687661,0.004961641
"2319","BRIX1",0.006874147,0.002551668
"2320","MDC1",0.006872379,0.000795219
"2321","HTR1A",0.006867451,-0.003163258
"2322","SLC25A21",0.006867404,-0.003715483
"2323","GPR50",0.006865007,0.00068127
"2324","POMT2",0.006863207,-0.000336736
"2325","TMEM106C",0.006856435,0.001017202
"2326","TBC1D29",0.006855566,-0.002118799
"2327","TCF3",0.006855489,0.001645655
"2328","ACAN",0.006855379,0.00224322
"2329","FSCN3",0.006854619,-0.001563909
"2330","ZNF345",0.006854223,-0.001680028
"2331","VCPKMT",0.006854063,0.000996744
"2332","TAF1D",0.00684905,0.001200334
"2333","TNFSF11",0.006846897,0.007431597
"2334","C11orf84",0.006845626,0.000148814
"2335","ARL6IP1",0.006844345,0.001908198
"2336","FAXC",0.006841219,-0.004899071
"2337","C19orf48",0.00683812,-0.010934571
"2338","DMXL2",0.006833549,0.002940598
"2339","LRRC37A",0.006825916,-0.002555218
"2340","ANKRD7",0.006821131,-0.000559206
"2341","XPO5",0.006820604,-0.000273735
"2342","PNPLA3",0.006820404,0.014852365
"2343","PLSCR2",0.006814232,0.000843104
"2344","SLC2A1",0.006808311,-0.002244086
"2345","EBLN2",0.006807581,0.001393992
"2346","GDPD2",0.006806667,-0.000345598
"2347","EED",0.006804767,0.000555012
"2348","LMX1A",0.006804702,1.57e-05
"2349","TMEM88B",0.00680103,0.005374594
"2350","KIAA1549",0.006799222,-0.004455082
"2351","ZNF43",0.006795088,-0.004274875
"2352","KRTAP5-5",0.006792342,0.000833991
"2353","PIGW",0.006792193,0.003532216
"2354","UHRF2",0.006790914,-0.004236363
"2355","LCN12",0.00678143,-0.009891372
"2356","RFC2",0.00677948,0.002741455
"2357","TIAM1",0.006775191,0.000329031
"2358","TCERG1",0.006770567,-0.000807254
"2359","TAS2R30",0.006767974,-0.004000949
"2360","ZNF195",0.006765266,-0.000713851
"2361","ERICH5",0.006765218,-0.007675774
"2362","U2SURP",0.006764037,-0.000600449
"2363","KIAA0895",0.006763182,0.000450077
"2364","SPATA25",0.006762735,-0.004855964
"2365","FAM65C",0.006757265,0.001196268
"2366","C12orf73",0.006757221,-0.000387962
"2367","ISX",0.006756691,-0.02250922
"2368","SNRNP70",0.006745381,-0.002579079
"2369","A3GALT2",0.006744889,-0.000703498
"2370","NHS",0.006744037,-0.003551246
"2371","LEMD1",0.006740851,0.015598253
"2372","NUP107",0.006740542,0.002131601
"2373","CACNA2D1",0.006738303,-0.008447179
"2374","PLGLB2",0.006737861,-0.003251818
"2375","EXO5",0.006737558,0.001770692
"2376","HIST1H2AD",0.006735388,-0.015817772
"2377","POTEE",0.006732872,-0.017150148
"2378","EDRF1",0.006730881,-0.002754741
"2379","OTOR",0.006730598,-0.00279603
"2380","FAM193B",0.006728475,-0.003047514
"2381","IVNS1ABP",0.006726828,0.001212543
"2382","ANKS1B",0.006719907,-0.012506895
"2383","ZCCHC12",0.006718172,-0.001063842
"2384","DNAH17",0.006718172,0.011968925
"2385","LCORL",0.006717251,-0.001075952
"2386","EIF4EBP1",0.006713015,0.001916782
"2387","IFT80",0.006707941,0.003965356
"2388","ZNF141",0.006706964,-0.002482587
"2389","ATP13A3",0.006701275,0.001670784
"2390","ZNF286B",0.006701115,-0.002910374
"2391","ZFP37",0.006699849,-0.004225414
"2392","CPN2",0.006699526,0.00325757
"2393","ZNF780B",0.006696042,-0.00486222
"2394","ALKBH6",0.006695899,-0.000829778
"2395","SLC26A6",0.006695257,-0.00266255
"2396","TTC23L",0.006694108,-0.004447115
"2397","C14orf39",0.006692947,-0.011480638
"2398","GAL3ST3",0.006692888,-0.01811355
"2399","ANP32E",0.006692328,0.006489631
"2400","AP1G2",0.006692193,-0.001284492
"2401","EFCAB13",0.006688655,-0.00306612
"2402","FNDC5",0.006683517,-0.004549552
"2403","ADAMTS12",0.006680754,0.012897426
"2404","GRM5",0.006679112,0.008363391
"2405","CHORDC1",0.006678645,-0.002140583
"2406","TCP10L2",0.006676619,-6.79e-05
"2407","NUDT1",0.0066738,0.004190698
"2408","GRK7",0.006670869,-0.001479344
"2409","EPX",0.006664469,0.0011158
"2410","PAX1",0.006656627,-0.004762267
"2411","RIF1",0.006653623,-0.000707137
"2412","PPP2R2C",0.006651799,-0.027392864
"2413","TUBB",0.006649785,0.002954615
"2414","DEPDC4",0.006649158,-0.002094697
"2415","SDS",0.006647826,0.011987663
"2416","ABCG5",0.006647219,-0.00282682
"2417","GSDMA",0.006646491,0.014980409
"2418","DKC1",0.00664367,0.000276086
"2419","SMYD3",0.006642992,0.003353656
"2420","HIST1H2BB",0.006642244,-0.003254956
"2421","SNRPD1",0.006637236,0.002334955
"2422","CTAG1A",0.006634179,0.001328814
"2423","CBX3",0.006631535,0.003429968
"2424","XPO1",0.006630508,0.000395505
"2425","UBXN7",0.006629992,-0.001666502
"2426","MYO1H",0.006627535,0.002305834
"2427","SKA2",0.006626158,0.002136226
"2428","GBX1",0.006624743,-0.000742038
"2429","DAPL1",0.006623176,-0.015727732
"2430","F8A3",0.00662231,0.004342977
"2431","LRRC34",0.00662196,0.004208898
"2432","AQP12A",0.006621046,1.2e-05
"2433","THBS2",0.006619687,0.00895087
"2434","ZNF789",0.006617901,-0.006109874
"2435","ZNF829",0.00661705,-0.004526082
"2436","ABCC2",0.006616257,0.005577888
"2437","SFPQ",0.006614901,1.23e-05
"2438","ZNF841",0.006613251,-0.004245155
"2439","FBXW7",0.00661277,0.00097941
"2440","RBM38",0.006612174,0.000574293
"2441","KIF2A",0.006611244,0.001485036
"2442","CENPQ",0.006611051,0.002439344
"2443","ZNF587",0.006610207,-0.005433047
"2444","CYP27B1",0.006599862,0.007699564
"2445","ATRNL1",0.006598027,-0.024960765
"2446","CDK5RAP3",0.006597003,-0.003089596
"2447","SPAG4",0.006595426,0.005685193
"2448","DYRK2",0.006585919,0.001876152
"2449","AK5",0.006585435,-0.018374907
"2450","CENPN",0.006581642,-0.006571126
"2451","ZNF326",0.00658128,-0.000955869
"2452","RPAIN",0.006580988,-0.000270415
"2453","TTL",0.006579091,0.004382077
"2454","KRT20",0.006577923,-0.00129469
"2455","THPO",0.00657684,0.003621824
"2456","CERS6",0.006575953,-0.002656465
"2457","TMOD2",0.006572585,-0.00147352
"2458","SNRNP48",0.006570303,-0.001743218
"2459","DEPDC7",0.006569431,-0.000837935
"2460","BEGAIN",0.006567432,-0.007174113
"2461","GDF9",0.006566089,-0.005814449
"2462","SIAH3",0.006565658,-0.000555703
"2463","INTS8",0.006562455,-0.000155089
"2464","TTLL2",0.006561703,-0.004487075
"2465","MYSM1",0.006560665,-0.00170093
"2466","MCM5",0.006560526,0.004252032
"2467","KHDC1L",0.006559867,-0.002618296
"2468","ZNF439",0.006559813,-0.001114859
"2469","SKAP1",0.006559081,0.010001781
"2470","SENP1",0.006556875,0.001278444
"2471","MIA",0.00655674,-0.007867025
"2472","GJB7",0.006553055,0.012286062
"2473","TMTC4",0.006552833,-0.002806415
"2474","STRBP",0.006552311,-0.001744181
"2475","NUP205",0.006552129,0.000957402
"2476","CNBD2",0.006550202,-0.003158797
"2477","CTAG2",0.006548795,0.004144095
"2478","NPBWR1",0.006542867,-0.003553374
"2479","ITGA2B",0.006540419,0.00524374
"2480","ZBTB25",0.006534733,-0.000345856
"2481","KCNG2",0.006531348,0.007561046
"2482","ZNF382",0.006529444,-0.004312456
"2483","SLC35G6",0.006528656,-0.002961064
"2484","SUZ12",0.006525436,0.000608982
"2485","NBPF8",0.006524123,-9.64e-05
"2486","CCDC84",0.006522745,0.003957145
"2487","NNAT",0.006521713,-0.004929254
"2488","CBX5",0.006521698,-0.001315026
"2489","CPNE9",0.00651847,0.008697491
"2490","PANK1",0.006517588,0.002889027
"2491","YPEL4",0.006517514,0.006558492
"2492","DACH2",0.006516214,-0.012678518
"2493","POLR2H",0.006515126,0.000777194
"2494","USP37",0.006513131,-0.002058485
"2495","FASTKD1",0.006511769,0.001865935
"2496","PKD1",0.006508635,-0.005340073
"2497","TAS1R3",0.006503846,0.007225865
"2498","ZMYND19",0.006502859,-0.00135113
"2499","PLAC8L1",0.006502629,-0.002709269
"2500","ZNF292",0.006501043,-0.003222133
"2501","CCDC110",0.006498691,-0.007046852
"2502","POU4F3",0.00649847,-0.000418666
"2503","FNDC7",0.006498039,0.000399714
"2504","GNAZ",0.006496608,-0.013557241
"2505","ZNF525",0.006495819,-0.005275575
"2506","PLCXD1",0.006491852,0.003551318
"2507","RBP1",0.006487821,0.001299913
"2508","KDELC1",0.006481697,0.001694324
"2509","ZNF251",0.006480435,-0.001533451
"2510","NDUFAF5",0.006480013,-0.001555122
"2511","PCGF3",0.006478647,-0.002569889
"2512","SOCS4",0.006477066,0.001959772
"2513","AIPL1",0.006477013,-0.000420554
"2514","RUFY3",0.006475669,0.000368979
"2515","JADE3",0.00647396,-0.000346256
"2516","GPR3",0.006473184,0.00471251
"2517","RALGPS1",0.006471945,-0.002061619
"2518","PGF",0.006463266,-0.003488274
"2519","3-Mar",0.006461357,0.00731935
"2520","MUC6",0.006460676,-0.011834215
"2521","TTC32",0.006457915,-0.003381417
"2522","VN1R1",0.006457576,-0.005128818
"2523","HACE1",0.006456505,-0.001100636
"2524","MEX3D",0.006456194,0.000379172
"2525","IMPG2",0.006446159,-0.001500749
"2526","FAM60A",0.006445705,2.79e-05
"2527","ZNF550",0.006444324,-0.004773216
"2528","YOD1",0.006441971,0.003119172
"2529","CPSF1",0.006440144,-0.000412039
"2530","HSPB11",0.006439554,0.000932037
"2531","UNC13C",0.006438706,-0.001645559
"2532","PAICS",0.006435767,-0.001906824
"2533","CCNL1",0.006431074,0.000841031
"2534","NAT14",0.006431049,0.002526079
"2535","PRR19",0.006430825,8.81e-05
"2536","12-Sep",0.006429292,-0.00345707
"2537","TBC1D32",0.006428416,-0.005818363
"2538","PHTF1",0.006427697,0.004260948
"2539","IGLON5",0.006427637,0.003178752
"2540","CASP2",0.006425614,0.003356744
"2541","ZSCAN30",0.006424641,-0.001238555
"2542","PRSS3",0.00642408,0.006060485
"2543","SPICE1",0.006422351,-0.00072433
"2544","ZNF397",0.006422166,-0.001607279
"2545","CHST13",0.006418094,0.01221091
"2546","VAV2",0.006417827,0.002260879
"2547","NAB1",0.006415622,0.001749826
"2548","TBC1D3L",0.006414124,-0.004111559
"2549","SPIN3",0.006413348,-0.005249568
"2550","KAT2A",0.006412706,-0.002305385
"2551","TOP3B",0.006410512,-0.000511296
"2552","IZUMO4",0.006399058,-0.006874282
"2553","AK9",0.006398923,-0.000121566
"2554","SYNJ2",0.00639889,-0.007758165
"2555","TRIM37",0.006391441,-0.001192047
"2556","RAB3A",0.006390749,-0.007636839
"2557","NLGN4X",0.00638987,-0.002262018
"2558","BCL2L11",0.006386322,0.000743879
"2559","SLC17A7",0.00638589,0.003282721
"2560","FAM71F2",0.006381948,-0.000813649
"2561","TXNDC16",0.00637864,-0.01232384
"2562","RAB6B",0.006377187,-0.004318205
"2563","HDAC6",0.006377028,-4.48e-05
"2564","ENHO",0.00637555,-0.010643669
"2565","FAM71D",0.006375133,-0.00056329
"2566","CCDC74A",0.006375039,-0.00789545
"2567","SLC13A4",0.006373394,0.000309376
"2568","ZNF232",0.006370811,-0.000325007
"2569","ASIC4",0.00636963,-0.000211136
"2570","HSD17B3",0.006366041,-0.00015814
"2571","PRSS46",0.006365327,0.000608376
"2572","TIAF1",0.00636519,0.003564669
"2573","ADCY10",0.006363999,-0.009181099
"2574","SLC38A11",0.00636191,-0.02815007
"2575","HMGA1",0.006361294,0.008343923
"2576","ERICH6B",0.006360476,-0.00244795
"2577","TMEM184A",0.006359471,-0.007641795
"2578","ZNF607",0.006358554,-0.003157481
"2579","VPS37D",0.006357343,-0.006620457
"2580","CCDC74B",0.006356701,-0.012147882
"2581","R3HDM1",0.006353134,0.000188595
"2582","ODF2L",0.006351845,0.003626794
"2583","SOX12",0.006349226,-0.002948519
"2584","KDM1B",0.00634827,0.003531205
"2585","NPIPB5",0.006346742,0.000184681
"2586","SP4",0.006345475,-0.000692497
"2587","GDI1",0.006344131,-0.001265575
"2588","MTSS1",0.006342541,0.001908706
"2589","TNFRSF11A",0.006341828,-0.001831669
"2590","GPT2",0.006338254,-0.013572101
"2591","KRTAP17-1",0.006337674,-0.001170388
"2592","RBMX",0.006331635,0.000274158
"2593","PLCG1",0.006330905,-0.000872371
"2594","TM6SF2",0.006328317,-0.000321264
"2595","ZNF497",0.006328306,-0.0032055
"2596","CAD",0.006326582,0.001188635
"2597","OXTR",0.006325721,-0.001018188
"2598","EXOSC8",0.006324351,0.00126083
"2599","POLD3",0.006323743,0.003162476
"2600","CRB2",0.006322869,0.001303629
"2601","ALPK2",0.006321895,0.000838484
"2602","MTA1",0.006319721,-0.003087866
"2603","TMEM201",0.006315479,-0.000445349
"2604","PMS1",0.006313958,-0.00064953
"2605","CYP2C8",0.00631177,-4.95e-05
"2606","TMC2",0.006310614,0.009875146
"2607","TEX12",0.006309686,0.001745482
"2608","NPTXR",0.006308856,-0.012596432
"2609","PDIK1L",0.006308094,0.000552994
"2610","TBC1D3I",0.006307907,-0.000783472
"2611","FRMPD2",0.006305998,-0.008323777
"2612","LBR",0.006305318,0.001521214
"2613","AANAT",0.006304026,0.000469268
"2614","GIGYF1",0.006303011,-0.002992449
"2615","MMP9",0.006302123,0.019030174
"2616","CYB5RL",0.006298596,-0.001307286
"2617","PPFIA3",0.006298455,-0.00634842
"2618","NPIPA8",0.006298068,-0.003436605
"2619","GRIA4",0.006296705,-0.00465911
"2620","SCRIB",0.006295384,-0.000116386
"2621","MPP6",0.006294618,-0.001641229
"2622","SLC38A1",0.006292896,-0.002745631
"2623","ZNF260",0.006290148,-0.000659066
"2624","PON1",0.006287838,0.002752482
"2625","SDK1",0.006287193,0.001258644
"2626","RAB3IP",0.006283742,-0.001401302
"2627","KDM1A",0.00628369,-0.001347326
"2628","DYNC1I1",0.006281455,-0.013066801
"2629","ZNF566",0.006281407,-0.001371612
"2630","NCBP1",0.00627956,-0.000643523
"2631","BHLHE23",0.006278352,0.000541282
"2632","MSANTD1",0.006277475,0.003821317
"2633","C17orf78",0.006276978,-0.001875759
"2634","TFAP2D",0.0062759,0.006365007
"2635","ZNF417",0.006275628,-0.003332257
"2636","GPR35",0.006272979,0.003760137
"2637","LSM7",0.006270535,0.000538326
"2638","ANKRD33",0.006260017,0.002311514
"2639","NTSR2",0.006259726,-0.002865222
"2640","LYSMD1",0.0062558,-0.001499116
"2641","SMCHD1",0.00625265,-0.001358023
"2642","LFNG",0.006252492,-2.23e-05
"2643","DBNDD1",0.006248975,-0.000116723
"2644","SPRN",0.006247284,-0.005863319
"2645","SNX32",0.006246222,-0.002109847
"2646","PLEKHD1",0.006245746,0.001659988
"2647","SMC6",0.006244817,0.002225668
"2648","CSPG5",0.006242827,0.006082745
"2649","KBTBD12",0.006240651,0.006323656
"2650","TAF4",0.006238601,0.000659116
"2651","N4BP2",0.006236337,-0.002064953
"2652","HES7",0.006235619,0.000527224
"2653","CFAP54",0.006235015,0.006549303
"2654","MSANTD2",0.006230919,0.00035692
"2655","SMC3",0.006224883,0.000930121
"2656","CALB2",0.006223078,0.010096347
"2657","TET3",0.006219078,0.001505914
"2658","MCMDC2",0.006215318,-0.002381121
