Loading,PC1.v,PC2.v
TMEM86B,0.007250381,0.000752429
TMEM262,0.007247664,-0.001603149
ZNF560,0.007245803,-0.002434115
RUFY4,0.007244779,0.000406865
MMP26,0.007240628,-0.009412414
TTF2,0.007237616,0.001848725
NFASC,0.007237475,-0.008923151
BAIAP2L2,0.007235277,6.06E-05
DTYMK,0.007231322,0.001305715
ZNF280A,0.007226831,0.000866109
RNF138,0.007219432,0.002895977
ZNF606,0.007217224,-0.004017161
L2HGDH,0.007216741,-0.002334211
TMEM132E,0.007216015,-0.002231173
CT55,0.007215271,0.00146397
HNRNPH1,0.007210248,0.000178315
GPR88,0.00720535,-0.003457492
ZNF669,0.007192068,0.001980446
ARHGAP4,0.007189781,0.009784219
AHRR,0.007189266,0.004706914
CST1,0.007185901,-0.008343031
SLC34A3,0.007183434,-0.004259551
PRSS1,0.007182638,0.001179459
TMEM160,0.007181564,0.005399839
ARL6IP6,0.007180521,0.004367142
RFWD3,0.00717661,0.003045463
TLE6,0.007176491,0.006850162
PLOD2,0.007173269,0.004176069
NPAS3,0.007168053,-0.007709989
EMC9,0.007167306,-0.003606457
ZSCAN9,0.007166312,4.14E-05
SAMD1,0.007163105,0.001946635
APOA2,0.007159535,-0.000721967
FNDC9,0.007158568,-0.001750737
MAGEA8,0.007145888,-3.32E-05
SYNGAP1,0.007141058,-0.001764873
SLC28A1,0.007140353,0.002336832
ZCCHC11,0.007139234,-0.001277164
POU5F2,0.007134239,-0.004842204
SPHKAP,0.007124173,2.56E-05
ZNF569,0.007120515,-0.00168305
EFCAB7,0.007117595,-0.001421724
MAGEB17,0.007116411,-0.002983408
RIMBP3B,0.007115447,-0.002093228
GLRA2,0.00711473,-0.001653617
URB2,0.007113597,0.00296069
ZNF567,0.007113286,-0.000304963
FGF14,0.007105954,0.011713346
CLASRP,0.007105474,-0.001838431
SLX4IP,0.007104188,-0.002299668
ESR2,0.007099462,0.00209517
NINL,0.007093552,-0.00171481
HIST1H2BI,0.007093316,-0.000716022
CFHR4,0.007092168,-0.000525897
DCUN1D2,0.007089845,-0.000493532
SPDYE1,0.007085401,0.000806662
ZNF266,0.007084868,-0.000968994
DDX55,0.007081084,-0.000225461
ZNF749,0.007078423,-0.002286524
ZNF473,0.007078123,-0.00198927
ZNF81,0.007074578,-0.001755769
HTR5A,0.007071145,-0.00109593
ADAM20,0.007066084,-0.003858455
ZNF80,0.007063162,0.006944983
GDA,0.007060732,0.004190334
GTPBP2,0.007059288,0.003447114
CCDC62,0.007057814,-0.001782295
CDH22,0.007057336,-0.020526122
GINS3,0.007056972,0.002136452
CPSF6,0.007056724,-0.000594541
GPR63,0.007056488,-0.008779734
GALR2,0.007047692,0.002745623
FTCD,0.007047281,-0.016037414
SRSF2,0.007040377,0.00196745
UQCC2,0.007025091,-0.001427066
HUNK,0.007024162,0.000436237
ZNF254,0.007023258,-0.000815596
ENTPD2,0.007021934,-0.018486514
LEAP2,0.007021869,-0.004522875
STC2,0.007018489,-0.0004705
TAF5,0.007017085,0.001865577
LRRC45,0.007008793,0.000934929
NR1I2,0.007008263,-0.000255904
TUBB2A,0.00700634,-0.00178553
AGO2,0.007005393,0.00050265
CCNJ,0.006998018,0.002116925
ZNF100,0.006996897,0.000256589
C1QTNF4,0.006994107,-0.007832047
BTBD3,0.00698917,-0.000682662
ZNF594,0.006988755,-0.006903419
ZNF572,0.006982739,-0.002548449
SYT6,0.006981637,-0.018474876
CFAP44,0.006981516,-0.001386555
AGAP4,0.006977471,-0.004544502
CENPT,0.006977339,-0.002320744
FBXL6,0.006974847,0.000913167
PAFAH1B3,0.006967929,0.001197986
NDUFA4L2,0.006967546,0.010121791
MICAL1,0.006966858,0.00155362
CCL25,0.006963866,0.00328407
FBLN7,0.0069604,-0.000709754
SRSF11,0.006959031,-0.000314462
SLC25A14,0.006957611,0.000488576
C1orf159,0.006957363,-0.00064304
SH3D21,0.006956731,-0.001026772
BRWD3,0.006955436,0.00045477
CCDC78,0.00694744,0.008888015
CBWD7,0.006942187,-0.001325126
FAM132A,0.006939164,0.00390511
GLCCI1,0.006938851,0.00712521
PAGE2B,0.006928124,0.002364877
MDK,0.006923842,-0.000522213
ARGLU1,0.006919809,0.001056896
LPO,0.006919675,0.003627866
TNR,0.006917118,0.014621054
ARL9,0.006917093,-0.003887956
OXCT2,0.006915933,-0.008970508
TPTE2,0.00691574,0.003931807
GLT1D1,0.006913116,0.006006877
SLC8A2,0.006912414,-0.017619016
ANKRD26,0.006909575,-0.002094039
EPOR,0.006909124,0.004750753
SLC25A34,0.006908155,-0.001596548
MCF2L,0.006907793,-0.006557382
DDX39B,0.006906854,-0.000682497
CDHR1,0.006901247,-0.011942466
CCDC40,0.006900471,0.000368456
ADGRV1,0.006899715,0.00303465
SPATA16,0.006896747,0.000461859
PLXNA3,0.006895474,-0.00216782
SLC35F1,0.006893345,-0.015014184
EPHB2,0.006891675,0.005500094
FGF11,0.006891268,0.004138813
SLC35F3,0.006888269,-0.003686354
DCK,0.006887393,0.003824115
HIST1H2BN,0.006886107,-0.005294426
IFT81,0.006880241,-0.000778505
DFFB,0.006879076,0.000389577
GDPD4,0.006878429,-0.001576473
PAXIP1,0.006877966,-0.000622843
GRAMD1B,0.00687661,0.004961641
BRIX1,0.006874147,0.002551668
MDC1,0.006872379,0.000795219
HTR1A,0.006867451,-0.003163258
SLC25A21,0.006867404,-0.003715483
GPR50,0.006865007,0.00068127
POMT2,0.006863207,-0.000336736
TMEM106C,0.006856435,0.001017202
TBC1D29,0.006855566,-0.002118799
TCF3,0.006855489,0.001645655
ACAN,0.006855379,0.00224322
FSCN3,0.006854619,-0.001563909
ZNF345,0.006854223,-0.001680028
VCPKMT,0.006854063,0.000996744
TAF1D,0.00684905,0.001200334
TNFSF11,0.006846897,0.007431597
C11orf84,0.006845626,0.000148814
ARL6IP1,0.006844345,0.001908198
FAXC,0.006841219,-0.004899071
C19orf48,0.00683812,-0.010934571
DMXL2,0.006833549,0.002940598
LRRC37A,0.006825916,-0.002555218
ANKRD7,0.006821131,-0.000559206
XPO5,0.006820604,-0.000273735
PNPLA3,0.006820404,0.014852365
PLSCR2,0.006814232,0.000843104
SLC2A1,0.006808311,-0.002244086
EBLN2,0.006807581,0.001393992
GDPD2,0.006806667,-0.000345598
EED,0.006804767,0.000555012
LMX1A,0.006804702,1.57E-05
TMEM88B,0.00680103,0.005374594
KIAA1549,0.006799222,-0.004455082
ZNF43,0.006795088,-0.004274875
KRTAP5-5,0.006792342,0.000833991
PIGW,0.006792193,0.003532216
UHRF2,0.006790914,-0.004236363
LCN12,0.00678143,-0.009891372
RFC2,0.00677948,0.002741455
TIAM1,0.006775191,0.000329031
TCERG1,0.006770567,-0.000807254
TAS2R30,0.006767974,-0.004000949
ZNF195,0.006765266,-0.000713851
ERICH5,0.006765218,-0.007675774
U2SURP,0.006764037,-0.000600449
KIAA0895,0.006763182,0.000450077
SPATA25,0.006762735,-0.004855964
FAM65C,0.006757265,0.001196268
C12orf73,0.006757221,-0.000387962
ISX,0.006756691,-0.02250922
SNRNP70,0.006745381,-0.002579079
A3GALT2,0.006744889,-0.000703498
NHS,0.006744037,-0.003551246
LEMD1,0.006740851,0.015598253
NUP107,0.006740542,0.002131601
CACNA2D1,0.006738303,-0.008447179
PLGLB2,0.006737861,-0.003251818
EXO5,0.006737558,0.001770692
HIST1H2AD,0.006735388,-0.015817772
POTEE,0.006732872,-0.017150148
EDRF1,0.006730881,-0.002754741
OTOR,0.006730598,-0.00279603
FAM193B,0.006728475,-0.003047514
IVNS1ABP,0.006726828,0.001212543
ANKS1B,0.006719907,-0.012506895
ZCCHC12,0.006718172,-0.001063842
DNAH17,0.006718172,0.011968925
LCORL,0.006717251,-0.001075952
EIF4EBP1,0.006713015,0.001916782
IFT80,0.006707941,0.003965356
ZNF141,0.006706964,-0.002482587
ATP13A3,0.006701275,0.001670784
ZNF286B,0.006701115,-0.002910374
ZFP37,0.006699849,-0.004225414
CPN2,0.006699526,0.00325757
ZNF780B,0.006696042,-0.00486222
ALKBH6,0.006695899,-0.000829778
SLC26A6,0.006695257,-0.00266255
TTC23L,0.006694108,-0.004447115
C14orf39,0.006692947,-0.011480638
GAL3ST3,0.006692888,-0.01811355
ANP32E,0.006692328,0.006489631
AP1G2,0.006692193,-0.001284492
EFCAB13,0.006688655,-0.00306612
FNDC5,0.006683517,-0.004549552
ADAMTS12,0.006680754,0.012897426
GRM5,0.006679112,0.008363391
CHORDC1,0.006678645,-0.002140583
TCP10L2,0.006676619,-6.79E-05
NUDT1,0.0066738,0.004190698
GRK7,0.006670869,-0.001479344
EPX,0.006664469,0.0011158
PAX1,0.006656627,-0.004762267
RIF1,0.006653623,-0.000707137
PPP2R2C,0.006651799,-0.027392864
TUBB,0.006649785,0.002954615
DEPDC4,0.006649158,-0.002094697
SDS,0.006647826,0.011987663
ABCG5,0.006647219,-0.00282682
GSDMA,0.006646491,0.014980409
DKC1,0.00664367,0.000276086
SMYD3,0.006642992,0.003353656
HIST1H2BB,0.006642244,-0.003254956
SNRPD1,0.006637236,0.002334955
CTAG1A,0.006634179,0.001328814
CBX3,0.006631535,0.003429968
XPO1,0.006630508,0.000395505
UBXN7,0.006629992,-0.001666502
MYO1H,0.006627535,0.002305834
SKA2,0.006626158,0.002136226
GBX1,0.006624743,-0.000742038
DAPL1,0.006623176,-0.015727732
F8A3,0.00662231,0.004342977
LRRC34,0.00662196,0.004208898
AQP12A,0.006621046,1.20E-05
THBS2,0.006619687,0.00895087
ZNF789,0.006617901,-0.006109874
ZNF829,0.00661705,-0.004526082
ABCC2,0.006616257,0.005577888
SFPQ,0.006614901,1.23E-05
ZNF841,0.006613251,-0.004245155
FBXW7,0.00661277,0.00097941
RBM38,0.006612174,0.000574293
KIF2A,0.006611244,0.001485036
CENPQ,0.006611051,0.002439344
ZNF587,0.006610207,-0.005433047
CYP27B1,0.006599862,0.007699564
ATRNL1,0.006598027,-0.024960765
CDK5RAP3,0.006597003,-0.003089596
SPAG4,0.006595426,0.005685193
DYRK2,0.006585919,0.001876152
AK5,0.006585435,-0.018374907
CENPN,0.006581642,-0.006571126
ZNF326,0.00658128,-0.000955869
RPAIN,0.006580988,-0.000270415
TTL,0.006579091,0.004382077
KRT20,0.006577923,-0.00129469
THPO,0.00657684,0.003621824
CERS6,0.006575953,-0.002656465
TMOD2,0.006572585,-0.00147352
SNRNP48,0.006570303,-0.001743218
DEPDC7,0.006569431,-0.000837935
BEGAIN,0.006567432,-0.007174113
GDF9,0.006566089,-0.005814449
SIAH3,0.006565658,-0.000555703
INTS8,0.006562455,-0.000155089
TTLL2,0.006561703,-0.004487075
MYSM1,0.006560665,-0.00170093
MCM5,0.006560526,0.004252032
KHDC1L,0.006559867,-0.002618296
ZNF439,0.006559813,-0.001114859
SKAP1,0.006559081,0.010001781
SENP1,0.006556875,0.001278444
MIA,0.00655674,-0.007867025
GJB7,0.006553055,0.012286062
TMTC4,0.006552833,-0.002806415
STRBP,0.006552311,-0.001744181
NUP205,0.006552129,0.000957402
CNBD2,0.006550202,-0.003158797
CTAG2,0.006548795,0.004144095
NPBWR1,0.006542867,-0.003553374
ITGA2B,0.006540419,0.00524374
ZBTB25,0.006534733,-0.000345856
KCNG2,0.006531348,0.007561046
ZNF382,0.006529444,-0.004312456
SLC35G6,0.006528656,-0.002961064
SUZ12,0.006525436,0.000608982
NBPF8,0.006524123,-9.64E-05
CCDC84,0.006522745,0.003957145
NNAT,0.006521713,-0.004929254
CBX5,0.006521698,-0.001315026
CPNE9,0.00651847,0.008697491
PANK1,0.006517588,0.002889027
YPEL4,0.006517514,0.006558492
DACH2,0.006516214,-0.012678518
POLR2H,0.006515126,0.000777194
USP37,0.006513131,-0.002058485
FASTKD1,0.006511769,0.001865935
PKD1,0.006508635,-0.005340073
TAS1R3,0.006503846,0.007225865
ZMYND19,0.006502859,-0.00135113
PLAC8L1,0.006502629,-0.002709269
ZNF292,0.006501043,-0.003222133
CCDC110,0.006498691,-0.007046852
POU4F3,0.00649847,-0.000418666
FNDC7,0.006498039,0.000399714
GNAZ,0.006496608,-0.013557241
ZNF525,0.006495819,-0.005275575
PLCXD1,0.006491852,0.003551318
RBP1,0.006487821,0.001299913
KDELC1,0.006481697,0.001694324
ZNF251,0.006480435,-0.001533451
NDUFAF5,0.006480013,-0.001555122
PCGF3,0.006478647,-0.002569889
SOCS4,0.006477066,0.001959772
AIPL1,0.006477013,-0.000420554
RUFY3,0.006475669,0.000368979
JADE3,0.00647396,-0.000346256
GPR3,0.006473184,0.00471251
RALGPS1,0.006471945,-0.002061619
PGF,0.006463266,-0.003488274
3-Mar,0.006461357,0.00731935
MUC6,0.006460676,-0.011834215
TTC32,0.006457915,-0.003381417
VN1R1,0.006457576,-0.005128818
HACE1,0.006456505,-0.001100636
MEX3D,0.006456194,0.000379172
IMPG2,0.006446159,-0.001500749
FAM60A,0.006445705,2.79E-05
ZNF550,0.006444324,-0.004773216
YOD1,0.006441971,0.003119172
CPSF1,0.006440144,-0.000412039
HSPB11,0.006439554,0.000932037
UNC13C,0.006438706,-0.001645559
PAICS,0.006435767,-0.001906824
CCNL1,0.006431074,0.000841031
NAT14,0.006431049,0.002526079
PRR19,0.006430825,8.81E-05
12-Sep,0.006429292,-0.00345707
TBC1D32,0.006428416,-0.005818363
PHTF1,0.006427697,0.004260948
IGLON5,0.006427637,0.003178752
CASP2,0.006425614,0.003356744
ZSCAN30,0.006424641,-0.001238555
PRSS3,0.00642408,0.006060485
SPICE1,0.006422351,-0.00072433
ZNF397,0.006422166,-0.001607279
CHST13,0.006418094,0.01221091
VAV2,0.006417827,0.002260879
NAB1,0.006415622,0.001749826
TBC1D3L,0.006414124,-0.004111559
SPIN3,0.006413348,-0.005249568
KAT2A,0.006412706,-0.002305385
TOP3B,0.006410512,-0.000511296
IZUMO4,0.006399058,-0.006874282
AK9,0.006398923,-0.000121566
SYNJ2,0.00639889,-0.007758165
TRIM37,0.006391441,-0.001192047
RAB3A,0.006390749,-0.007636839
NLGN4X,0.00638987,-0.002262018
BCL2L11,0.006386322,0.000743879
SLC17A7,0.00638589,0.003282721
FAM71F2,0.006381948,-0.000813649
TXNDC16,0.00637864,-0.01232384
RAB6B,0.006377187,-0.004318205
HDAC6,0.006377028,-4.48E-05
ENHO,0.00637555,-0.010643669
FAM71D,0.006375133,-0.00056329
CCDC74A,0.006375039,-0.00789545
SLC13A4,0.006373394,0.000309376
ZNF232,0.006370811,-0.000325007
ASIC4,0.00636963,-0.000211136
HSD17B3,0.006366041,-0.00015814
PRSS46,0.006365327,0.000608376
TIAF1,0.00636519,0.003564669
ADCY10,0.006363999,-0.009181099
SLC38A11,0.00636191,-0.02815007
HMGA1,0.006361294,0.008343923
ERICH6B,0.006360476,-0.00244795
TMEM184A,0.006359471,-0.007641795
ZNF607,0.006358554,-0.003157481
VPS37D,0.006357343,-0.006620457
CCDC74B,0.006356701,-0.012147882
R3HDM1,0.006353134,0.000188595
ODF2L,0.006351845,0.003626794
SOX12,0.006349226,-0.002948519
KDM1B,0.00634827,0.003531205
NPIPB5,0.006346742,0.000184681
SP4,0.006345475,-0.000692497
GDI1,0.006344131,-0.001265575
MTSS1,0.006342541,0.001908706
TNFRSF11A,0.006341828,-0.001831669
GPT2,0.006338254,-0.013572101
KRTAP17-1,0.006337674,-0.001170388
RBMX,0.006331635,0.000274158
PLCG1,0.006330905,-0.000872371
TM6SF2,0.006328317,-0.000321264
ZNF497,0.006328306,-0.0032055
CAD,0.006326582,0.001188635
OXTR,0.006325721,-0.001018188
EXOSC8,0.006324351,0.00126083
POLD3,0.006323743,0.003162476
CRB2,0.006322869,0.001303629
ALPK2,0.006321895,0.000838484
MTA1,0.006319721,-0.003087866
TMEM201,0.006315479,-0.000445349
PMS1,0.006313958,-0.00064953
CYP2C8,0.00631177,-4.95E-05
TMC2,0.006310614,0.009875146
TEX12,0.006309686,0.001745482
NPTXR,0.006308856,-0.012596432
PDIK1L,0.006308094,0.000552994
TBC1D3I,0.006307907,-0.000783472
FRMPD2,0.006305998,-0.008323777
LBR,0.006305318,0.001521214
AANAT,0.006304026,0.000469268
GIGYF1,0.006303011,-0.002992449
MMP9,0.006302123,0.019030174
CYB5RL,0.006298596,-0.001307286
PPFIA3,0.006298455,-0.00634842
NPIPA8,0.006298068,-0.003436605
GRIA4,0.006296705,-0.00465911
SCRIB,0.006295384,-0.000116386
MPP6,0.006294618,-0.001641229
SLC38A1,0.006292896,-0.002745631
ZNF260,0.006290148,-0.000659066
PON1,0.006287838,0.002752482
SDK1,0.006287193,0.001258644
RAB3IP,0.006283742,-0.001401302
KDM1A,0.00628369,-0.001347326
DYNC1I1,0.006281455,-0.013066801
ZNF566,0.006281407,-0.001371612
NCBP1,0.00627956,-0.000643523
BHLHE23,0.006278352,0.000541282
MSANTD1,0.006277475,0.003821317
C17orf78,0.006276978,-0.001875759
TFAP2D,0.0062759,0.006365007
ZNF417,0.006275628,-0.003332257
GPR35,0.006272979,0.003760137
LSM7,0.006270535,0.000538326
ANKRD33,0.006260017,0.002311514
NTSR2,0.006259726,-0.002865222
LYSMD1,0.0062558,-0.001499116
SMCHD1,0.00625265,-0.001358023
LFNG,0.006252492,-2.23E-05
DBNDD1,0.006248975,-0.000116723
SPRN,0.006247284,-0.005863319
SNX32,0.006246222,-0.002109847
PLEKHD1,0.006245746,0.001659988
SMC6,0.006244817,0.002225668
CSPG5,0.006242827,0.006082745
KBTBD12,0.006240651,0.006323656
TAF4,0.006238601,0.000659116
N4BP2,0.006236337,-0.002064953
HES7,0.006235619,0.000527224
CFAP54,0.006235015,0.006549303
MSANTD2,0.006230919,0.00035692
SMC3,0.006224883,0.000930121
CALB2,0.006223078,0.010096347
TET3,0.006219078,0.001505914
MCMDC2,0.006215318,-0.002381121
OTUD7A,0.006212368,-0.00445732
PPP1R35,0.006212031,0.000598338
MAK,0.006200337,0.007799892
LRFN5,0.006199608,-0.010998364
C11orf94,0.006198957,-0.004894098
CEP83,0.006196459,-0.000155192
ZNF3,0.006194694,-0.001147495
DCAF4L2,0.006191495,-0.001347909
PLXDC1,0.006189587,0.0026036
DNAJC5G,0.00618803,-0.002128522
AP3M2,0.006186948,-0.00124384
ARVCF,0.006185417,-0.004728731
HMGN1,0.006184056,0.001087619
CCDC88A,0.006183154,0.005862558
STK36,0.006181242,-0.003013597
PDE6C,0.00617343,0.000282419
SLC28A2,0.006172622,0.004926728
TDO2,0.006169178,0.011128974
ZSWIM2,0.006166122,-4.38E-05
SMC1A,0.006165057,0.001330726
COL5A2,0.006164973,0.007731374
POP1,0.00616483,0.000643064
CCDC151,0.006164492,0.004590127
CSTF3,0.006162316,0.000109358
NFE2L3,0.0061611,0.009608992
P2RX5,0.006158543,0.005623221
FAM71F1,0.006158026,-0.005206941
GRIN1,0.00615781,-0.017144036
NR2E1,0.006156228,0.001162591
ZNF491,0.006155099,-0.005227361
PPP2R2B,0.006153864,-0.002115615
CARHSP1,0.006152351,0.006762411
GMPS,0.006150487,-0.00054453
HIC2,0.006148483,0.002460019
SENP5,0.006145151,-0.000220663
GREM1,0.006144671,-0.003606795
TAF1A,0.006141734,0.001543277
SLC6A20,0.006140932,0.02721193
MAPK8,0.006136989,-0.000545468
CHAT,0.006136284,2.04E-05
TRAF5,0.006135525,8.59E-05
RIC8B,0.006133274,-0.002405976
NPM2,0.006131093,-0.009081692
DCAF16,0.006129537,-0.003039783
PDCD2L,0.006128712,0.001140961
CLCN2,0.006127765,-0.002973825
DMAP1,0.006127286,-0.001493659
C12orf50,0.006123575,-0.00236616
NPIPB8,0.006123511,-0.000811042
C16orf87,0.006122898,1.10E-05
HIST1H4L,0.006118484,-0.001657898
SAMD15,0.006117063,-0.000139271
PATE4,0.00611571,-0.015308608
VAMP1,0.006114735,-0.002418474
MTRNR2L3,0.006112434,-0.003671246
SLC25A53,0.006111231,-0.001548642
GLIPR1L1,0.006108076,-0.001264121
EXOSC9,0.006108057,0.002341329
DYDC2,0.006107733,0.01918774
ZNF233,0.006106238,-0.013135994
HIST4H4,0.006102308,-0.010845239
LSM8,0.006099233,0.000451833
RAD21,0.006099024,0.002034819
PHIP,0.00609842,-0.0014202
IL19,0.006094084,-0.000611568
FANCF,0.006090262,-0.001282886
SUV39H1,0.006088751,0.001769039
TTYH3,0.006088633,0.003047577
TADA2A,0.006086319,-9.40E-05
GJD2,0.006080222,-0.002948778
SPPL2C,0.006078349,-0.001278954
OTX1,0.006077528,2.13E-05
METTL17,0.006076468,0.000338895
PATE2,0.006074936,-0.013738089
ZNF74,0.006073611,-0.001579438
SLC25A27,0.006073094,-0.009460066
NLN,0.006068816,0.00118657
APAF1,0.006067808,0.00233502
PLA2G4B,0.006067634,-0.003051665
STK32C,0.006064811,0.002952798
TMEM89,0.006064755,-0.000446606
PGP,0.006063915,0.002115998
TAF2,0.006062029,-0.000630304
ZCCHC16,0.006061817,-0.00257405
C17orf47,0.006059791,-0.001158825
SLC25A47,0.00605819,-0.000581227
KLHL11,0.006056416,-0.003624675
LGR4,0.006055684,-0.005901409
TAS2R14,0.006055674,-0.003160117
TRA2B,0.006055528,-0.000206622
RBM4B,0.006054509,-0.003902599
ZFR2,0.006054364,-0.000368197
TLL2,0.006051383,-0.013294996
TSSK4,0.006049623,0.000170688
ATG4D,0.006044595,-0.002145043
ZMYM1,0.006043944,-0.000781286
HOXC12,0.006043258,-0.001890249
TBC1D26,0.006040787,0.003030407
ARHGAP36,0.006039793,-0.009745798
RAD52,0.006036679,-0.003140495
MAGOHB,0.006033977,0.001619431
SCGB2B2,0.006033047,0.000118819
KAAG1,0.006028534,0.002109047
TOP3A,0.006028048,0.000204091
BICD1,0.006023368,-0.001988113
DDTL,0.006021912,-0.00471386
CBWD5,0.006018328,-0.000451199
GPR148,0.006014581,-0.001735999
RHO,0.006013878,-0.001763524
FAM102B,0.006013838,0.000657871
HBQ1,0.006013464,0.00386907
UBA2,0.006010817,0.001673786
MST1,0.006009504,-0.003241579
SEH1L,0.006009098,0.001357811
FKBP3,0.006008177,-0.001817763
ADCK5,0.006007653,-0.001166323
HSPA14,0.006003543,0.001191835
MAP3K10,0.006003394,-0.001902974
SLC26A5,0.006000956,-0.00353348
NUAK2,0.005996649,0.008318748
CDRT15,0.005987767,0.00250672
TSEN54,0.005987235,0.000951293
WDR4,0.005986626,0.000570802
ZNF551,0.005985387,-0.001335155
TEX9,0.00598489,0.000882356
PTS,0.005984027,-0.002083453
LRRC69,0.005982483,-0.001380999
HIST2H4B,0.005982034,-0.007021969
UBR7,0.005977542,-0.000165629
P2RX3,0.005977338,0.001942428
ICA1,0.005973259,-0.002702998
ZNF131,0.005971385,0.000449756
NKTR,0.005969759,-0.001895773
ZNF337,0.005967388,-0.002359549
GNG2,0.005964842,0.005962009
KLHL1,0.00596384,-0.009201985
XPOT,0.005961872,-0.000547952
ZNF605,0.005960066,-0.004213288
NPIPB9,0.005957653,-0.002305083
PARP1,0.005955734,-0.000197535
GYS2,0.005953686,0.002805099
PIAS2,0.00595343,-0.004794739
SLX4,0.005952959,5.09E-05
GPR52,0.005947442,-0.001889496
KLHL34,0.005944661,0.002926138
TRPM2,0.005943338,0.006779474
PRSS27,0.005941738,0.000231074
DCAF8L1,0.005939148,-0.000587751
UBN2,0.005938386,-0.003392176
BHLHE22,0.005938076,0.012168046
UVSSA,0.005934544,-0.000354346
HSF2BP,0.00593202,-0.000226497
IPO9,0.005930294,0.001537324
ZNF431,0.005928584,0.000334595
LOXL3,0.005926134,0.004892437
PKD2L2,0.005925296,-0.004468502
DBN1,0.005925274,-0.000234386
TAZ,0.005920884,0.002596746
ACTR3B,0.005918614,-0.002711405
HENMT1,0.005917817,0.002939536
C11orf16,0.00591727,0.021626962
CADM2,0.005916832,-0.014730601
ULK3,0.005915505,-0.001793306
NONO,0.005915054,4.39E-05
CELSR2,0.00591463,-0.007070021
FSCN1,0.005914577,0.012594768
GADL1,0.005914228,-0.001306328
ANKRD30BL,0.005913131,-0.004901542
PNMA2,0.005911937,0.018226176
ABHD3,0.00591148,0.003560638
CREG2,0.005910056,0.003076054
PFKP,0.005909762,-0.00194821
SYCP3,0.005904083,-0.004143567
VARS2,0.005902815,0.001880102
PSPH,0.00590266,-0.002803018
NOS1AP,0.005902468,-0.003455651
ABCG8,0.005897711,0.000114095
C9orf172,0.005896867,-0.008711936
ZNF182,0.005894756,0.000284156
CCZ1B,0.005894596,0.002905107
DDHD1,0.005894136,0.002238494
ATAD2B,0.005893388,0.000127774
PRSS37,0.005892917,-0.002444278
VSIG8,0.005891815,0.004323827
LRRIQ3,0.005890581,0.000981586
MGME1,0.005888875,0.000764996
KRTAP12-1,0.005888667,0.000500091
DARS2,0.005885367,0.001700841
FUBP1,0.005884127,-0.000246723
AMIGO3,0.005882384,-0.007763592
KCNJ11,0.005881768,-0.007587365
FOXD4L5,0.005880673,4.65E-05
C9orf131,0.005879211,-0.002587368
SLC1A4,0.005876838,-0.002174244
H2AFY2,0.005875416,-0.006712058
ZNF419,0.005875156,-0.00228172
CLVS2,0.005872861,-0.03394279
DSP,0.005871099,-0.007078808
MARCKS,0.005865993,-0.000511258
ALG6,0.005859932,0.000545445
TMEM65,0.005856029,0.003997944
HSPA6,0.005855553,0.007933682
FOXJ1,0.005854784,0.021816573
UBXN11,0.005854618,0.004101375
LSM14B,0.005851307,-0.000839055
PLEKHG2,0.005850848,0.004323855
THOP1,0.005849177,-0.005660473
ERMN,0.00584611,0.014830452
CHRNA10,0.005845922,6.89E-05
CECR2,0.005843606,0.006441762
TAS2R3,0.005842969,-0.003900209
SHPRH,0.00583958,-0.00440264
TUBG1,0.005836876,-3.44E-05
BTAF1,0.005836296,-0.001032883
COL7A1,0.005835741,-0.017052226
MTHFD1L,0.005835018,0.009090793
RIT2,0.00583463,-0.003319466
SUPT16H,0.005834036,0.000480612
ZNF322,0.005834001,-0.001421596
TUBE1,0.005833794,-0.001648722
PDCD5,0.005833569,0.002094611
VBP1,0.005832201,0.001231321
GPR37L1,0.005832143,-0.003638587
IER5L,0.00582268,0.004067294
ZNF737,0.005822529,-0.006222505
PTGES3L,0.005820187,-0.012326289
PTAR1,0.005819428,0.000118064
MTMR4,0.00581933,-0.001669543
ALMS1,0.005816752,-0.002226674
ZNF443,0.005813867,-0.004440645
UBE3D,0.005813063,0.001251046
H2BFWT,0.005811959,0.000361622
BEX2,0.005811511,-0.004847993
C2CD5,0.005808013,7.48E-06
GREB1L,0.005806926,-0.010985088
NPIPB6,0.005805443,-0.00429411
FCHO1,0.005801305,0.013017206
SDK2,0.005801287,-0.009453395
NOXO1,0.00579995,0.001583008
GSE1,0.005799916,0.000925323
SOCS7,0.005798044,-0.001814925
ZNF682,0.005795267,-0.002562797
ARHGEF7,0.005791539,-0.002272479
ZNF483,0.005787131,-0.008597937
ZBTB39,0.00578576,-0.000501528
SNRPA1,0.005785017,0.00176306
GPR180,0.005784483,0.000515626
TAS2R13,0.005784181,-0.003287527
PABPN1,0.005783561,-0.000826493
ANKRD10,0.005783297,-0.000224874
SLC7A1,0.005782471,-0.004431624
DCAF13,0.005781459,0.001519277
CDK8,0.005781098,-0.002009724
PTCH2,0.005780654,-0.006363392
LRRC8D,0.005771576,0.003364579
PPFIA2,0.005767944,-0.013321159
GLRA1,0.005767355,-0.001818648
ZSCAN12,0.005767201,-0.003018318
C11orf80,0.005766115,-0.003241902
SLBP,0.005765893,0.002275264
PELI2,0.005765192,-0.000512905
CA7,0.005764971,-0.00131939
ZNF461,0.005764704,-0.001731247
EIF4E1B,0.005764468,0.001450819
ZFP62,0.005760177,-0.00393568
EEF1E1,0.005754989,0.001022778
ZFHX4,0.005752451,-0.015238807
SUN1,0.005749597,0.000307192
