Loading,PC1.v,PC2.v
ORC4,0.003364378,-0.001080394
ZNF181,0.003364354,-0.002220646
HNRNPL,0.003363759,3.01753e-4
HPS4,0.00336225,-0.002089674
MTX3,0.003361617,-0.004632707
SCNM1,0.00335928,0.00189824
MTRF1L,0.003358425,-6.46868e-4
VN1R5,0.003357917,7.47662e-4
ZKSCAN1,0.003355043,-0.008143068
IL37,0.003354462,0.012295868
OR51T1,0.003354076,-0.004362212
GRIP2,0.003352538,-0.004542136
YAF2,0.003351891,-0.001022869
PPT2,0.003350209,-0.003345902
FAM217A,0.003349188,-0.00161939
GPR27,0.003346504,-0.012711011
ZNF37A,0.003346461,-0.002581481
NGDN,0.003345501,9.65819e-4
CYP3A4,0.003345166,-0.004714788
SLC27A5,0.003343212,-0.005567272
CEP350,0.003343172,-6.81056e-4
NUP133,0.003343107,2.29037e-4
10-Mar,0.003343004,0.014379158
HS6ST3,0.003342659,-0.017301325
PLEKHA7,0.003340452,0.003801046
PARP6,0.003338387,0.001837635
EHMT1,0.003337376,-0.001980708
VHL,0.00333679,-0.002165886
MICALL2,0.00333642,-0.002050662
NR2C2,0.003333926,-8.18851e-4
CASD1,0.003332551,-0.001043822
CIDEB,0.0033322,9.40913e-4
PNMA1,0.00333027,-0.005674126
LAG3,0.00332806,0.002882752
MESP1,0.003327362,-0.017517808
OR1J4,0.003327192,-2.68995e-4
SUPT20H,0.003327001,-0.001200225
SFXN5,0.003326192,-0.003153282
ZSCAN29,0.003325866,-4.8282e-4
TRNAU1AP,0.003325438,0.003711527
AZIN1,0.003325191,-5.06094e-4
TRAF2,0.003325105,7.8e-5
FBXO10,0.003324263,-0.002866901
HOXA6,0.003324247,-0.008198385
GPR156,0.003324175,-0.004054387
DHX33,0.003323413,-0.001134155
ZNF598,0.003323173,-9.42e-4
RBM17,0.003323119,0.001756332
ZNF324B,0.003322066,-0.001206323
NAA10,0.003321228,3.92387e-4
GLYAT,0.003321218,-0.002339581
GREB1,0.003320444,-0.028106005
FCGR2C,0.003318036,0.010774995
ZNF320,0.003317461,-0.004231958
HSP90AA1,0.003317239,-9.52619e-4
GNB1L,0.003314146,-5.87369e-4
PRPS1,0.003313384,8.53563e-4
GTF2H2C,0.003312295,5.28359e-4
MAGEB6,0.003311171,9.69932e-4
ZNF223,0.003310984,-0.00131805
MDN1,0.003310223,-0.002461771
SLC7A6,0.003309213,0.005828489
REV1,0.003308342,-0.002195077
KCTD6,0.003306833,-0.001970644
F9,0.003304552,-0.002587052
MED27,0.003302927,-3.55592e-4
SF3B1,0.003302163,-6.18e-6
TIPRL,0.003299894,0.001196412
ZKSCAN3,0.00329941,-0.00263032
PRB2,0.003298925,-0.003608341
PYCR1,0.003298091,-0.006601442
RIMS3,0.003297241,-0.001101833
MED25,0.003296028,0.001165424
SEC22A,0.003295143,4.24139e-4
DOCK3,0.003293793,-0.011168562
HEATR1,0.003292721,1.54393e-4
PUSL1,0.003291945,-2.06395e-4
DPEP1,0.003291077,0.009189028
RECQL5,0.00329065,-0.001812731
GJA9,0.003290444,-0.003644798
GCNT7,0.003286094,-0.004619888
BAZ1A,0.00328484,0.004508847
RMND1,0.003284606,0.001975564
TAAR3,0.003284573,-8.45e-5
PNPLA1,0.003284216,0.004211264
PIRT,0.003283658,-0.010427035
ZNF140,0.003283189,-0.001192945
PPHLN1,0.003282056,4.51487e-4
USP26,0.003281444,-3.659e-4
CCDC183,0.003281114,-0.013463196
C8G,0.003280698,1.50825e-4
RBMX2,0.003279649,4.43e-5
GPR162,0.003278615,0.004834408
B3GALNT2,0.003278223,-0.005060635
CCDC82,0.003277952,0.00359159
RAPGEF4,0.003276643,4.67172e-4
SCAI,0.003276598,0.001331108
CCNT1,0.003276344,-0.0011638969999999999
C1orf105,0.003276041,-0.001145231
B3GNTL1,0.003275803,-3.87024e-4
KATNAL1,0.003274847,-6.93863e-4
BEAN1,0.003274377,0.006906096
CBL,0.003273575,0.003166096
DYNLT1,0.003273441,0.001151964
HIST1H4F,0.003273141,-0.002081444
ZNF808,0.00327232,-0.001696443
STK38,0.003271574,0.002939472
SESTD1,0.003271518,0.004660592
PANX1,0.003270824,0.002838974
SPATA5,0.003270652,-3.55305e-4
GLRA4,0.003270615,-0.011709465
YRDC,0.003269057,0.001901847
PFKFB2,0.003267919,0.006688875
USP28,0.003266877,-0.001245599
AKNAD1,0.003266534,-0.002288868
ASGR1,0.003264285,0.009060896
CARD8,0.003264075,0.00342519
ADORA2A,0.003262861,0.010730843
KLHL42,0.003262344,-0.004571474
MSTN,0.003262058,-0.007577993
BPIFB6,0.003261249,-0.001611792
MED20,0.003261135,-0.001230568
C14orf37,0.003260905,-0.003228767
AGO1,0.003259459,-0.002863555
GSTCD,0.003258883,-3.65425e-4
OR51H1,0.003258787,-0.003072147
SH3BP5L,0.003258432,-0.001016886
MRS2,0.003257947,2.97129e-4
TTLL10,0.003257875,0.012801785
KRBOX4,0.00325628,-9.06309e-4
PPAN,0.003256276,-0.001641239
SRM,0.003256074,2.97096e-4
PKN1,0.003255465,0.001650175
SLC9B2,0.003254565,-0.002861687
FAM71E1,0.00325401,-0.002581437
ARHGEF16,0.003253614,-0.002899778
SPATA17,0.00325339,5.88952e-4
BPIFB4,0.003253305,0.002432907
POLR2I,0.003252818,-1.86069e-4
EXTL2,0.003252378,-0.003616843
HSPA13,0.003252324,7.1973e-4
PHF13,0.003251058,-0.001132052
LECT2,0.003250954,-0.003533701
MEN1,0.003249841,-0.001294938
DNAJC10,0.003249816,-0.001398594
CBLB,0.003249125,9.07811e-4
CACNG3,0.003249081,1.67206e-4
TNRC6A,0.003246867,-0.002388174
SPATA9,0.003246645,-9.63434e-4
MIS12,0.003245914,1.11925e-4
ZNF33A,0.003244981,-0.003336005
MYO3B,0.003240995,-0.002170046
ZNF160,0.003240677,-0.00167057
ABCB6,0.003240408,-0.006774323
RNASEH1,0.003239979,9.48843e-4
BCLAF1,0.003239221,-0.001451427
NOL12,0.003239057,-0.001121897
LIPE,0.003238791,-0.003066734
RUSC1,0.003237506,-0.002930964
WRNIP1,0.0032371,-1.44943e-4
RNF126,0.003235814,-4.17601e-4
CXorf49,0.003234317,0.002777039
SAFB2,0.003234283,-0.004522009
USP31,0.00323371,-0.004736139
RABL2A,0.00323086,-9.66253e-4
RFX7,0.003229749,-0.001309388
DHX40,0.003229356,2.66903e-4
ATOH1,0.003227335,-0.006134114
ZNF212,0.003226595,-9.67906e-4
HTN1,0.003225962,-0.002105926
HPCAL4,0.003225674,0.006905765
TSPYL5,0.003225171,-0.004841074
MAP3K7,0.00322505,-0.001196243
ANKRD30A,0.00322416,-0.006285711
DMWD,0.003222028,-0.002251493
HIST2H2BF,0.003221715,-0.009379291
KANSL1,0.003220108,-0.001562822
MADD,0.003219851,-0.003094323
ERI1,0.003219106,0.004620499
RSF1,0.0032188,-0.001869256
COL3A1,0.003218431,0.004791526
BOLA2,0.003217354,0.004919963
KRTAP10-11,0.003217138,-2.16845e-4
ZNF554,0.003216391,-0.002405608
ABRACL,0.003214936,0.005491473
BHLHB9,0.003214462,-0.007269012
COX6C,0.003213779,-7.81795e-4
GPI,0.00321295,-4.94875e-4
TMEM183A,0.00321281,-1.16214e-4
ARHGAP19,0.003212626,4.01362e-4
PPIAL4G,0.003212417,-8.39755e-4
IL21,0.003212053,0.004879261
ETAA1,0.003212008,7.22443e-4
PLXNB1,0.003211295,-0.004761834
ACTR6,0.003210915,-1.53157e-4
FIZ1,0.003210768,-5.48738e-4
DDX46,0.003210045,2.72e-5
VMA21,0.003207223,9.55737e-4
SYNCRIP,0.003205789,0.001024179
C5orf22,0.003205759,0.001051142
BRAT1,0.003205358,-0.003129893
ZNF839,0.003203934,-0.001580214
MRPL30,0.00320381,-0.001112238
RFXAP,0.003202992,-0.001785923
USPL1,0.00320153,-0.001599971
CLDN14,0.00320041,-0.00116429
RAB19,0.00319997,0.001593401
ITPRIPL1,0.003199366,-0.002213802
CSTF2,0.003196919,1.01516e-4
SSBP4,0.003196679,3.80366e-4
SCAF4,0.003196031,-3.36e-5
RBMXL2,0.003191999,-0.001247672
HNRNPM,0.003191293,0.00050385200000000005
ZCCHC14,0.003190103,0.001474078
CNOT3,0.003189937,-0.002193657
FDCSP,0.003189617,0.014432147
CD163L1,0.003189566,0.010720859
ZNF30,0.003188107,-0.003205744
LRRC58,0.003187786,-0.002676657
DCAF8L2,0.003187741,-7.35e-5
SDR9C7,0.003187336,-0.009065178
CCDC136,0.003185989,-0.020166614
STRADA,0.003185952,4.98992e-4
ZNF790,0.003185544,-0.002040703
FAM120C,0.003185449,-0.002848663
KCNB1,0.003185196,-0.019791734
MED1,0.003185056,7.65394e-4
VOPP1,0.00318482,0.004949844
C1orf216,0.00318308,4.45249e-4
CFHR2,0.003182868,-0.001138903
1-Sep,0.003182235,0.006349392
C14orf79,0.003182156,-0.002794164
GPD2,0.003181004,0.001437454
GLI4,0.003180883,-0.003261997
ADGRA3,0.003180368,-0.004364278
KATNA1,0.003180241,0.001288111
ZNF335,0.003180138,-0.001400923
RBM10,0.003179667,-0.003052853
LAS1L,0.003178981,-0.001464013
PRIMPOL,0.003177854,-0.001201698
CCDC166,0.003176267,-0.001380992
OR56A5,0.003175471,-9.28123e-4
HKR1,0.003175243,-0.006213951
LEMD3,0.003174653,1.18378e-4
USP13,0.003173327,0.002439731
SLC47A2,0.003173181,-8.24883e-4
EML5,0.003172918,-0.0087944230000000009
AP5M1,0.003172453,-6.16681e-4
PPP1R36,0.00317219,0.007707339
FMNL2,0.003169485,0.006105438
TBRG4,0.003169213,-3.75854e-4
ZNF324,0.003167978,-0.002233326
ACVR2A,0.003167652,-0.004316457
KBTBD2,0.003164965,0.003472141
CACNA1G,0.003164593,-0.016726027
SMLR1,0.003163137,-0.00274656
ZNF662,0.003162018,-0.005060625
MCUR1,0.003161301,0.001522135
DNMT3L,0.003159281,1.40498e-4
TMX3,0.00315905,0.002204194
USP21,0.003156492,-0.001290377
PAIP2B,0.003156175,-0.006326055
SNRPB2,0.003154688,0.002181238
XRCC1,0.00315466,6.3622e-4
C18orf21,0.003154481,6.31958e-4
FIP1L1,0.003154392,-1.18599e-4
INIP,0.003153411,0.001119972
KRBA1,0.003153369,-0.004592899
STK19,0.003152526,-2.47762e-4
FUT8,0.00315143,0.00455513
DLG5,0.003151126,-0.009323988
WDR86,0.003150786,-4.98998e-4
PIP5K1A,0.003150446,0.00199092
ISL2,0.003150358,-0.010998628
ZBTB34,0.00314927,0.001808436
B4GALT2,0.003148229,-0.001426299
TLR9,0.003147772,0.001533812
LDHAL6A,0.003146904,-0.003761761
POLR2B,0.003146797,-7.86e-5
KDM6A,0.003144937,-5.28539e-4
DPY30,0.003144758,5.1166e-4
CSTL1,0.003142792,4.13267e-4
USP20,0.003142472,-0.004985389
RASSF10,0.003142393,0.005306063
SHANK1,0.003141502,-0.003786064
SNRNP40,0.003141015,2.60826e-4
ACD,0.003139961,-0.001930998
CHERP,0.003139555,-0.001583875
MAPK6,0.003136999,4.83e-5
C6orf48,0.003136303,7.47604e-4
FAM217B,0.003136285,-0.001326679
RCOR3,0.003136251,-0.004752377
ASTL,0.003136142,-0.004222278
C11orf65,0.003135531,-0.001267836
ZCCHC7,0.00313468,-5.13452e-4
LRPPRC,0.003134556,-7.21594e-4
FBXO47,0.003134045,0.001453239
GAGE12J,0.003133533,0.001331378
HTR2C,0.003133457,-0.002891023
CDC34,0.003133368,-1.17541e-4
ZNF155,0.0031327,-0.001289284
MAP2K7,0.003131559,-0.001234097
LEP,0.003130306,0.001958221
ZNF343,0.00312983,-0.003411114
AIM2,0.003129772,0.01668464
PIAS3,0.003129517,-9.02871e-4
CD72,0.003129327,0.009819731
SLC25A52,0.003129258,-0.002339918
AMBN,0.003127563,-3.08176e-4
CPLX4,0.003126792,-0.002037156
ANKS4B,0.003122729,0.001360659
TUFT1,0.003122689,0.001056963
MDGA2,0.00312257,-0.001932646
CDRT4,0.003122554,-0.003758909
MIF,0.003121913,-0.002066162
PRKAA2,0.003121713,-0.007951468
CAPS2,0.003121157,-6.27596e-4
NEU4,0.003120578,-7.90388e-4
RRP1B,0.003119688,1.75034e-4
ZNF823,0.003118848,-0.0018974180000000001
IL1RAPL2,0.003118071,-0.00563208
PFN4,0.00311682,0.00111252
HMBOX1,0.003115756,-0.001077908
PRKAB2,0.003115688,-0.003735379
POLR3K,0.003115518,2.3135e-4
MAPRE2,0.003115437,0.00412338
KIZ,0.00311525,-0.005711884
DOK6,0.003114869,0.003294133
ADGRL3,0.003114243,-4.59607e-4
SSPO,0.003114224,-0.008232899
NLE1,0.003113626,-0.002044035
DCUN1D1,0.00311291,-5.58913e-4
GTF2I,0.003112611,-4.99526e-4
ALG13,0.003111886,-0.003074826
THAP5,0.003111855,-7.00122e-4
GMCL1,0.003111536,-9.66e-5
GPR15,0.003110446,0.01212721
SNRPC,0.003109292,0.002144065
VANGL1,0.003107699,-0.001764694
TRIM33,0.003107064,-0.002377462
CCT8,0.003105551,2.26458e-4
KLHL25,0.003104422,-0.005540308
TENM1,0.003104346,-0.013475815
TXNRD1,0.003103906,0.006415565
GOLGA6L6,0.003103666,-0.001570311
TRIM66,0.003103303,-0.001121023
PLXNA1,0.003101538,0.004879998
ZNF404,0.003101489,-0.007172027
AADAT,0.003100832,-0.007919865
USP9Y,0.003100154,-0.033420586
C8orf76,0.003099361,0.001328387
PAN3,0.003098362,-0.001976952
POU2F2,0.003095926,0.001273898
KRTAP19-1,0.003095072,-7.32123e-4
PDC,0.003094504,-0.003689229
IL20RB,0.003093616,-9.69993e-4
MMP21,0.003092448,-0.004331397
MROH1,0.003092436,-0.001573122
HECTD2,0.00309213,-0.00760419
PET100,0.003091187,-3.8789e-4
AMY2A,0.003091032,0.001539283
AMACR,0.00309041,-0.007940472
ADORA1,0.003090189,0.016201901
LTN1,0.003087394,-0.003914132
ESF1,0.00308712,-4.48485e-4
KRTAP10-7,0.003086448,-0.001396763
ATF2,0.003086262,-8.93384e-4
H1FOO,0.003085118,4.92684e-4
ZNRF1,0.003084209,0.003545572
CCT3,0.003083891,-8.23966e-4
TRAF4,0.003083571,6.68302e-4
ARMC8,0.003083207,-5.21186e-4
CGREF1,0.003080509,-0.016925057
DDX17,0.003079455,-8.82828e-4
PUS1,0.003079006,7.55765e-4
FMR1NB,0.003078266,7.04927e-4
TET2,0.00307725,-0.001522646
CNDP1,0.003076775,-0.006867863
ABCB7,0.003076349,6.81953e-4
SRGAP2B,0.003075149,0.004599773
FKTN,0.003074335,-0.002580947
APOPT1,0.003073713,5.50656e-4
ZNF836,0.003071761,-0.00309458
PATZ1,0.003071695,-0.002671639
FOXL2,0.003070898,-0.014066161
WDR89,0.00307087,4.28007e-4
ACP1,0.003070733,0.00056975699999999995
DZIP3,0.00306862,-0.003176451
PACRGL,0.003068571,-2.94734e-4
KMT2C,0.003067826,-0.002858761
RASGEF1B,0.003067224,0.008457536
MAGEB1,0.00306695,7.44296e-4
CCDC38,0.003066284,9.72614e-4
CTAGE6,0.00306484,-0.002583331
TRA2A,0.00306394,4.09e-5
ZAN,0.003063651,-0.001608493
POLR2K,0.003059139,0.001399316
PPFIA1,0.003058712,5.22983e-4
ZNF383,0.003058501,-0.002883076
TP53BP1,0.003058222,-0.003434048
SLC9A7,0.003057008,-0.008031871
RRH,0.003056499,-0.001353359
MED23,0.003056014,-0.003370057
ZSWIM4,0.003055246,0.004208145
PCM1,0.003054373,-7.97596e-4
CILP2,0.003054178,0.001619043
LCLAT1,0.003052474,-0.003227378
C8orf82,0.003051968,-0.00649048
TCFL5,0.003051775,-9.35e-4
ADAMTS7,0.00305166,0.009090641
PAIP1,0.003050831,5.97158e-4
H3F3A,0.003050049,0.001028021
OR51A7,0.003047843,-0.001527716
CCDC116,0.003046454,-0.00401464
WDPCP,0.003046335,-0.00125734
GRID2IP,0.003046152,-0.004904942
IL17F,0.003045528,9.07e-6
CYP2C9,0.00304496,0.011007495
GET4,0.003044135,-0.001174089
GABRR3,0.003041757,-4.63354e-4
OR7D2,0.003041258,-0.004082455
MED6,0.003041087,0.001169116
PIN1,0.003040559,-0.00337549
HNRNPC,0.003038338,-5.31947e-4
SLC39A3,0.003038021,-5.65583e-4
QRSL1,0.00303736,-3.38629e-4
PRR25,0.003036214,-0.001442295
FGF19,0.003036072,1.51e-5
TRPV5,0.003035964,-0.004118753
METTL2A,0.003035712,0.001196786
CCDC24,0.003035426,-0.004612358
SUMO2,0.003034263,0.00152865
PRPSAP2,0.003033474,3.75953e-4
ZBTB32,0.003033023,0.00452207
GLRX3,0.003032605,0.001768801
CDK2AP1,0.003032375,-0.001050596
AMPD3,0.003031982,-0.00120481
OR13G1,0.003030929,-0.003649964
PLEKHH2,0.003029542,0.008150502
NAA15,0.003028596,2.2021e-4
SH2B2,0.003027545,0.005109651
TMEM39B,0.003026354,0.001091273
CKLF,0.003025247,0.008010536
TIGD5,0.003024569,-0.002623469
KLHDC3,0.003023329,-0.001022467
EPG5,0.003023327,-9.54e-5
AKT2,0.003022702,-0.0030683
AFG3L2,0.00302084,-0.001072471
SRSF5,0.003019859,-0.002608205
DCUN1D4,0.003019594,-0.002327678
NBPF3,0.003019,-0.002521658
CTPS2,0.003017671,-0.002588989
LBHD1,0.003015172,-0.001522079
KIAA0408,0.00301513,0.004669355
CLIP3,0.003013699,-0.009305526
RPP25,0.003013649,0.005136045
KHDRBS3,0.003012926,-0.001954917
SH3PXD2A,0.003012867,0.001279364
ZNF534,0.003011362,-0.003973068
OC90,0.003010504,6.27294e-4
TXNL4B,0.003010435,-0.00125389
FYTTD1,0.003007316,-8.96039e-4
COMTD1,0.003001721,-1.577e-4
VMAC,0.002999995,-0.005818081
TIFA,0.002999756,0.001529035
COPS7B,0.002999402,-9.12402e-4
RALGDS,0.002998696,-6.85671e-4
COMMD2,0.002998628,0.003153214
DIP2B,0.002998511,7.89462e-4
HOXD12,0.002998224,-0.015680006
RBM20,0.002997719,-0.004616747
RPIA,0.002996663,0.003248746
GMEB2,0.002995768,-9.93188e-4
HOXA1,0.002995139,-0.003151498
POU5F1B,0.002995043,-0.009344853
SLC25A22,0.002993009,-9.15675e-4
ESPNL,0.002992183,-0.002316526
POTEC,0.002991941,-0.006678106
IARS,0.002991492,-0.001391202
TMEM14A,0.002991287,-1.33133e-4
MSTO1,0.002990334,-0.001961418
ZNF780A,0.00298901,-0.002407536
DLG1,0.002987833,-0.001284119
NTS,0.00298639,0.009305245
SPZ1,0.002985839,-0.004291878
SLC12A7,0.00298549,0.00349801
KIF25,0.002984907,0.006319967
DHX37,0.002984103,0.001049843
ID4,0.002983886,-0.00388744
DNAAF3,0.002983753,0.014092567
TTC39B,0.0029837,0.004866303
HDAC1,0.002981997,-0.002363998
ASB1,0.002981985,-0.001279194
IRAK1BP1,0.002981603,-0.001478297
RNF8,0.00298097,3.68966e-4
NUP54,0.002978924,1.25909e-4
KATNBL1,0.002978888,1.16898e-4
RPRD1B,0.002978144,-9.49274e-4
HNRNPUL1,0.002978093,0.001754752
SP6,0.002977131,-0.003567365
FAM19A5,0.002977004,-0.001397463
UCHL5,0.00297578,2.48837e-4
GOPC,0.00297452,-0.001204058
NSUN7,0.002974153,-0.001772794
ZNF354C,0.002972886,-0.004060784
DNAJC28,0.00297159,-0.001277792
CNTN5,0.002970049,0.005593764
DHX57,0.002969852,-9.91293e-4
TMC3,0.00296891,-0.009271518
C16orf95,0.002968797,0.001187468
KCND1,0.002967205,-0.001015846
TAF9B,0.002966436,-0.003945225
RHOXF2B,0.002966254,-2.91968e-4
RNF19A,0.002964822,0.00344985
VSX1,0.002964507,-0.006173205
APOBEC1,0.002964037,0.005478138
UFD1L,0.002963774,-6.21232e-4
ZNF512,0.002962228,-0.002340033
F2RL2,0.002961731,0.00732259
MLNR,0.002961004,-0.001071551
UBAP2,0.002960262,-5.17391e-4
SLC29A1,0.002960182,0.006494323
TRPC7,0.002958775,-0.005483413
TXLNA,0.002958129,-2.30441e-4
TSPY1,0.002957721,5.4725e-4
MTA2,0.002957216,-1.17953e-4
DDX56,0.002957026,-0.001131107
PHF21A,0.002954941,-0.002115808
RPE,0.002953405,-0.001257214
GOLGA6L2,0.002951273,-0.002197096
LAT,0.002951211,0.006624474
PRR20C,0.00295054,-0.001637249
PHC2,0.002950225,0.002813373
PHOSPHO2,0.002948485,-0.007241469
SIRT6,0.002947262,-0.001011402
ANKRD52,0.00294723,-0.002070873
TIMM9,0.002946823,-5.00929e-4
TMCO6,0.002946129,-0.001025488
MGA,0.002945445,-0.003510955
IGFBP5,0.002944305,-0.004151581
GRB10,0.002944268,-0.002536109
ATP2B1,0.002943813,9.90763e-4
IRGM,0.002943688,8.22745e-4
NCOA6,0.002943603,-7.91705e-4
SHF,0.002941366,-0.002628865
EBLN1,0.002941094,-4.19966e-4
MTMR1,0.002940731,1.60641e-4
ENAH,0.00293681,-0.00340127
MRPL1,0.002935451,3.32201e-4
GPX7,0.002935283,0.002033905
VSX2,0.002935046,0.001444388
LMBR1,0.002934018,-0.00137099
ZC3H11A,0.002933783,-0.001365956
PIM2,0.002932699,0.011585982
GPR21,0.002931828,7.09e-5
CABP4,0.002931681,-0.002900176
PGBD4,0.002931653,-0.001937745
AMMECR1,0.002931603,0.002113857
CLNS1A,0.002930626,-4.24378e-4
BMP2K,0.002930222,0.005067034
PRKRA,0.002929926,-8.08e-5
PAM16,0.002926461,0.00116003
ACAA2,0.002926213,0.005660457
OR51J1,0.002924958,-0.001322382
LYRM4,0.002924026,0.001196999
NTNG2,0.002923832,-0.013179198
AKT3,0.00292225,-0.007542076
BIRC7,0.002921247,0.020215314
HSDL1,0.002921044,1.37664e-4
HEATR4,0.002920916,-0.001467995
NRF1,0.002920905,2.10392e-4
UTP20,0.002920645,-2.41049e-4
TAS2R1,0.002919966,-0.001061252
JAM3,0.002919939,-0.00607759
C2orf61,0.002919616,-0.003068575
LYSMD4,0.002919112,-0.001640592
LTK,0.002918929,0.020426294
GOLGA8H,0.002918873,0.001641823
PSMD14,0.002917377,0.002087097
UTP6,0.002916197,2.94962e-4
KRR1,0.002916035,-8.85962e-4
ZNF862,0.002915694,-0.00397198
KRAS,0.002914268,0.002387149
SUCNR1,0.002911853,0.020955189
ICOSLG,0.002911018,-0.00171613
PPP1R3A,0.00291062,-0.00528152
PCYOX1L,0.00291051,-0.004421997
LDHAL6B,0.002910488,-3.79625e-4
MBD3,0.002910082,-0.001628808
ADAM19,0.002909064,0.004979367
RBMY1A1,0.002908963,-2.35983e-4
DNLZ,0.002907646,2.2638e-4
C12orf40,0.002906346,-0.001030477
TUBA1C,0.00290613,0.007456472
PANK4,0.002904889,-0.00159633
PPWD1,0.002904638,5.30489e-4
PITPNM2,0.002904441,0.005910993
TPP2,0.002904135,5.26107e-4
ZNF274,0.002903784,1.6733e-4
TSHZ2,0.002902178,-0.008515048
FAM126B,0.002902018,3.90131e-4
UCN3,0.002901031,0.017817942
RPP30,0.002900031,8.89e-5
THAP2,0.002899355,-0.001066003
ZBTB44,0.002899149,-0.001210098
MEMO1,0.002897942,-3.72415e-4
GPATCH8,0.002897933,-2.53363e-4
HSFY2,0.002897689,-0.005996703
CRX,0.00289742,-0.002432292
HAUS2,0.00289687,0.003296557
APBA1,0.002896835,-0.003600035
INO80D,0.00289647,-0.002249973
NIPSNAP3B,0.002896329,-0.008495673
ZBTB21,0.002896228,-5.6351e-4
TMEM72,0.002895554,0.00842086
ZNF740,0.002893224,-0.00147831
VPS72,0.002892185,4.25586e-4
WDR66,0.002890011,0.011162117
RGSL1,0.002889123,-0.004260454
NCOA5,0.002888702,-0.001689881
C1orf204,0.0028887,-0.001229553
ZFR,0.00288841,-0.001583189
CDC20B,0.002887877,0.003587355
HPS3,0.002885738,0.002075973
IGLL1,0.002883924,5.06681e-4
ZKSCAN5,0.00288369,-0.001660798
PKIA,0.00288345,-0.006583763
FAM9C,0.002883447,-1.26696e-4
WDR47,0.002883391,1.78968e-4
TRMT2A,0.002882985,-0.002317763
IPMK,0.002881655,0.004321536
CDC27,0.002880595,9.95318e-4
ARR3,0.002880544,-0.001570098
SPAG16,0.002877897,-0.00364058
ZNF616,0.002877516,-0.002984263
ARMCX4,0.002877478,-0.00582268
RLN2,0.002876812,-0.006961584
C1orf228,0.002876002,0.005062
ZBTB17,0.002875961,-6.95769e-4
POLR3D,0.002875276,3.17114e-4
BBS7,0.002874875,-0.001247348
IGLL5,0.002874031,0.027109728
IPP,0.002873768,-0.003179335
FBXO11,0.002872554,5.8e-5
BASP1,0.002871771,-0.008106554
DEPDC5,0.002871217,-0.001905542
UBE2J2,0.002870637,5.44108e-4
MRPL13,0.002869364,0.001314064
TSPY8,0.00286935,-2.94989e-4
MAP4K5,0.00286901,-2.55461e-4
ISM2,0.002869008,-0.022285204
DUSP15,0.002868816,-0.009203075
AMZ1,0.00286861,0.008212885
VEZF1,0.002868363,4.25078e-4
DNAJC19,0.002868111,-0.002817943
DMPK,0.002867964,-0.008045571
TLDC1,0.002867513,-5.77082e-4
NDUFAF4,0.002866125,-0.001744428
KIN,0.002865852,-7.64e-5
LANCL2,0.00286436,-0.003111711
GCFC2,0.002864226,-0.002767018
MYLK3,0.002863473,-0.001125878
METTL12,0.002862933,-0.005565727
TTC5,0.002861939,-0.00113795
XPO7,0.002860294,2.20087e-4
SLC39A14,0.002859466,-0.003192122
TCF20,0.002859196,-1.95441e-4
POP7,0.002859139,-6.54168e-4
AKIRIN2,0.002859129,0.005587452
CRNKL1,0.002858834,-0.002751033
TROVE2,0.002858033,-0.002092001
MCM9,0.002857891,-2.618e-4
FARSA,0.002857377,-0.001810325
PHKA1,0.002856773,-0.005964452
XRN1,0.002856238,-0.001811165
COX8C,0.002856151,5.45116e-4
C12orf45,0.002855209,8.67509e-4
SLC17A2,0.002855196,-0.001950308
OR6F1,0.002854731,-0.003842499
RHCE,0.002852314,-0.006477189
C6orf58,0.002851577,0.00140317
MRPS30,0.002851071,-0.001334593
RRP15,0.002850468,0.001649055
TMEM69,0.002849808,-0.001622463
JAKMIP3,0.002849576,-0.015437926
BTBD10,0.002848915,4.79055e-4
RABGAP1L,0.002848719,0.004936227
MTNR1A,0.002848438,-0.001728705
TCAP,0.002848411,-0.00801975
HAO2,0.002846799,-0.004374649
ZNF281,0.002845022,0.00653658
HSD11B1L,0.002844436,-8.60761e-4
TRAPPC10,0.002843881,0.001878551
IQCA1L,0.002843123,-7.88e-6
PDCD10,0.002842059,0.001795479
DOCK7,0.002841364,-0.003467789
OTOP2,0.002841131,5.37437e-4
ZXDA,0.002840874,-0.003343403
NSMCE4A,0.002840762,-0.002670965
KRTAP10-2,0.002840624,-0.001475758
HFE2,0.002840444,-0.006207779
AK4,0.002840327,-0.015468905
RNF214,0.002838398,1.23e-5
OR2T8,0.002837664,-0.003678566
RTN4R,0.002836798,0.003999222
NUP50,0.002836702,-5.64027e-4
TMEM241,0.002836661,0.005697476
ZSWIM5,0.002836479,-0.003284923
CLDN11,0.002835077,-0.004104073
ZBTB14,0.002835014,-2.63088e-4
RPA2,0.002834554,0.001215969
OR1L3,0.002834187,-0.00052563900000000005
C14orf105,0.002833335,0.001223503
MDGA1,0.002831173,0.001807218
PPP1R9A,0.002829957,5.01425e-4
MOGAT3,0.002829147,1.25e-5
GPHB5,0.002829096,1.73542e-4
RFPL4B,0.002827465,2.21829e-4
PRPS2,0.002827076,-0.003026695
ZNF407,0.002824249,-0.002652612
POLB,0.00282148,-0.001416296
ZBTB40,0.002821319,-0.002210994
MLH3,0.002820167,-0.003749644
RNF220,0.002819919,-5.78e-5
NSL1,0.002819228,0.001189676
HDAC4,0.002817651,-0.003284294
TSC1,0.002817323,-0.002029459
SNRPD2,0.002817039,-4.33452e-4
