Loading,PC1.v,PC2.v
TRMT1L,-4.85763e-4,0.001016049
ZNF705A,-4.86323e-4,0.001991486
LCE2A,-4.86325e-4,0.00100083
CFDP1,-4.89294e-4,-0.001554792
NXNL1,-4.89433e-4,-0.001453761
PHLDA1,-4.90007e-4,0.003717513
IL27,-4.91042e-4,0.010921385
CD200R1,-4.91182e-4,0.008688005
SMARCD2,-4.9283e-4,-0.002369513
IARS2,-4.93398e-4,2.09463e-4
SOCS6,-4.95321e-4,-2.61609e-4
HK3,-4.96589e-4,0.027367078
DNAH11,-4.9754e-4,0.008721855
NPDC1,-4.98747e-4,-0.014483279
URM1,-5.01739e-4,-5.51579e-4
IL9R,-5.02251e-4,0.009948481
ARL15,-5.03263e-4,-0.002023239
SGPP2,-5.05563e-4,0.013851273
ACTR3,-5.05727e-4,0.003522404
SMIM7,-5.07231e-4,-0.003660291
ZFHX3,-5.0863e-4,-0.007686569
HS6ST1,-5.10155e-4,-0.004292364
PGM2,-5.12003e-4,-6.40797e-4
NUDT22,-5.12217e-4,-0.002069298
RFXANK,-5.13114e-4,-6.82357e-4
DNAJC1,-5.14273e-4,-9.73697e-4
GNAI1,-5.1689e-4,-6.17233e-4
PAK4,-5.17067e-4,-0.004520712
MVB12A,-5.17813e-4,2.03325e-4
DYX1C1,-5.20518e-4,0.005288187
RPL6,-5.20821e-4,-0.00211929
SNX19,-5.21188e-4,-0.002584446
TXNDC5,-5.22594e-4,0.002560565
ZMPSTE24,-5.22901e-4,-0.001210584
FAM175B,-5.25249e-4,-2.38452e-4
MEGF9,-5.26383e-4,0.005739797
SUSD6,-5.27491e-4,0.002634153
FKBP7,-5.27543e-4,2.58683e-4
SNX14,-5.30415e-4,0.001160928
RPS15,-5.31702e-4,-0.002425391
CCDC61,-5.32882e-4,-0.001422469
S100A5,-5.33486e-4,0.005319442
RAD21L1,-5.3444e-4,-8.29826e-4
P3H4,-5.34533e-4,-0.003366634
EMC2,-5.35126e-4,0.001589336
SLC2A8,-5.35285e-4,-0.003110402
ELOF1,-5.35479e-4,-0.001849324
SPTY2D1,-5.36053e-4,-1.0042e-4
ZNF277,-5.36785e-4,9.18571e-4
ACOT6,-5.37989e-4,-0.002942284
SLC25A25,-5.39151e-4,-0.001008362
MAGED1,-5.40676e-4,-0.003429541
GAL3ST4,-5.40819e-4,0.00211981
MTR,-5.40992e-4,-8.22866e-4
DCTN6,-5.42063e-4,7.51016e-4
SMAP2,-5.42567e-4,0.003370898
COX7A2L,-5.43021e-4,-6.58501e-4
NOX5,-5.45927e-4,-0.015073396
WDR44,-5.462e-4,-5.78693e-4
DUSP14,-5.47672e-4,0.001061749
EHHADH,-5.4778e-4,-2.14285e-4
MYF6,-5.47809e-4,-0.005619505
TBCEL,-5.47876e-4,-7.44658e-4
BEND2,-5.47938e-4,3.41576e-4
CLSTN1,-5.48281e-4,-0.005559366
NID2,-5.48427e-4,-6.62467e-4
C7orf25,-5.48856e-4,-0.003970176
DNAH10OS,-5.48952e-4,-0.001821522
DPRX,-5.49102e-4,-8.83612e-4
OR52N2,-5.49394e-4,0.002427572
STYK1,-5.514e-4,-0.012569439
DEFB124,-5.51441e-4,-0.001183001
SNX24,-5.52602e-4,0.007014283
SULT1C3,-5.53154e-4,-0.006725738
AEN,-5.53277e-4,-3.60972e-4
SLC51A,-5.54381e-4,-0.003533792
RWDD1,-5.55774e-4,-0.00160415
LRRC17,-5.56289e-4,-0.002923217
GLRB,-5.56877e-4,-6.04295e-4
ALG3,-5.58319e-4,-1.61784e-4
TMEM203,-5.60576e-4,-9.59903e-4
PLOD3,-5.61465e-4,0.002286778
SCFD2,-5.61999e-4,-6.92859e-4
ZFX,-5.62362e-4,-0.005132758
GCC2,-5.64184e-4,-0.005014035
REG3G,-5.64516e-4,-0.002096883
TMEM156,-5.65539e-4,0.011217708
PRMT2,-5.66294e-4,-0.001530492
PPP6C,-5.67358e-4,1.33596e-4
DUSP19,-5.67802e-4,-0.002557729
C14orf28,-5.68698e-4,-0.003055022
GNA11,-5.68819e-4,-0.003434688
ZNF777,-5.70258e-4,-0.002517583
FBXO32,-5.70975e-4,-0.013315059
COMMD7,-5.71499e-4,-6.5678e-4
TMEM56,-5.71854e-4,-0.003485649
TMEM147,-5.71987e-4,7.88868e-4
C6orf226,-5.72686e-4,-0.001628359
TRAK1,-5.73032e-4,0.001307073
HIST1H2BK,-5.73926e-4,-0.004275984
CCDC81,-5.78003e-4,-8.94968e-4
TTLL12,-5.79785e-4,-0.005620387
REN,-5.80492e-4,0.00777469
RFPL4A,-5.82713e-4,-0.002531935
PKHD1L1,-5.83017e-4,0.006950964
TSR2,-5.83694e-4,-0.00178631
CYP3A43,-5.84974e-4,-0.012589419
PBX2,-5.85383e-4,5.94268e-4
ESYT2,-5.86815e-4,0.002115555
KIF9,-5.87045e-4,8.79002e-4
C22orf46,-5.88468e-4,-0.002156895
MINOS1,-5.89499e-4,-0.002959385
BNIP3L,-5.89991e-4,0.001409721
VPS37C,-5.9167e-4,-0.002542083
PPP2R2A,-5.91715e-4,-4.14785e-4
FXYD7,-5.92006e-4,0.003591737
PTRHD1,-5.92658e-4,3.71656e-4
FRMD7,-5.92983e-4,-0.012195433
DCC,-5.94591e-4,0.008195067
CPS1,-5.94701e-4,0.00237265
ARHGAP17,-5.94865e-4,0.001652441
BLOC1S6,-5.9731e-4,-0.003726726
CLUAP1,-5.97901e-4,-0.002954594
SLC27A3,-5.97923e-4,0.004718217
ACBD5,-5.98211e-4,1.34758e-4
SLC4A5,-5.98326e-4,0.005462208
MYL5,-5.98524e-4,-0.006924276
SAMM50,-5.99858e-4,-0.001353323
FUK,-6.01161e-4,-0.001850129
AGPAT3,-6.01537e-4,-1.04817e-4
IGSF22,-6.01871e-4,-0.003074147
ST6GALNAC5,-6.02084e-4,0.011586262
SNTA1,-6.03241e-4,-0.005528272
FAM57A,-6.04536e-4,-0.002288421
PDSS2,-6.05272e-4,-0.003471011
CHMP1B,-6.06703e-4,9.98848e-4
PINLYP,-6.06823e-4,-0.003172682
FER1L5,-6.06885e-4,-0.005653689
SETX,-6.06954e-4,-0.001732427
GTF2F1,-6.07179e-4,-0.002599094
TMEM189,-6.09946e-4,0.00140422
ADRM1,-6.10463e-4,4.18702e-4
GFRA3,-6.11516e-4,0.002094283
PIGP,-6.1204e-4,-0.002976434
MYO6,-6.14951e-4,4.64746e-4
SLC25A3,-6.15313e-4,1.27329e-4
CNNM1,-6.16198e-4,-0.018958611
LASP1,-6.16511e-4,0.006127922
LARS2,-6.17669e-4,-0.003602828
C1orf194,-6.1805e-4,0.013057219
ZNF747,-6.18266e-4,-0.002636597
PAFAH1B2,-6.19512e-4,5.58887e-4
SLC35D1,-6.19794e-4,-0.004058006
DUSP23,-6.19795e-4,0.005438728
TRIM49D1,-6.19962e-4,-0.005750756
EEFSEC,-6.20072e-4,-0.00261894
C17orf50,-6.20581e-4,0.002006164
TM9SF4,-6.21294e-4,-0.001440045
UBA3,-6.21765e-4,2.57724e-4
ATP1B3,-6.22712e-4,0.001281494
POMP,-6.24546e-4,0.001441744
GTF3C6,-6.26018e-4,-0.00386019
SSR2,-6.27049e-4,0.001193146
ZNF615,-6.27102e-4,-0.011397894
ZNF652,-6.27836e-4,-0.004891575
PNLIPRP2,-6.28524e-4,-6.76325e-4
TMEM261,-6.29212e-4,-0.003791762
OR2C1,-6.29377e-4,-0.004104636
RPS16,-6.30345e-4,0.001790007
ZNF25,-6.30906e-4,-0.003295495
RNF7,-6.32193e-4,-7.47441e-4
FSHR,-6.32947e-4,-3.53e-5
VPS35,-6.32958e-4,-8.93788e-4
NDUFA3,-6.33267e-4,-0.00145173
DAPK3,-6.3404e-4,-0.00142269
SCAND1,-6.34423e-4,-0.001582368
ZNF622,-6.34746e-4,8.30762e-4
TRIP12,-6.34937e-4,-0.001892379
TANK,-6.37712e-4,0.003666848
XPNPEP1,-6.37818e-4,-0.002051164
CCDC178,-6.38252e-4,-0.016012974
C5orf67,-6.40488e-4,0.001876261
MLH1,-6.40591e-4,-0.00146096
PSMF1,-6.41715e-4,1.42994e-4
RUNX3,-6.42462e-4,0.010950033
PPP1R12A,-6.42527e-4,-0.005308922
ASB8,-6.43103e-4,-0.001952243
MAGIX,-6.443e-4,-0.001719389
PI15,-6.44591e-4,-0.027152581
CTBP2,-6.45604e-4,-0.003167802
NDUFB7,-6.46174e-4,-0.002497098
MAP3K7CL,-6.46277e-4,0.002945293
INSIG2,-6.46362e-4,0.001858012
PRRC1,-6.46362e-4,-0.001021402
TXNDC2,-6.46377e-4,0.002588482
CD226,-6.46722e-4,0.009645055
EAPP,-6.4704e-4,-3.32478e-4
PSORS1C2,-6.48254e-4,0.001586107
ZNF471,-6.48558e-4,-0.010052729
CDC42BPA,-6.50617e-4,-0.003519748
SRPRB,-6.50624e-4,-0.002230694
LYZL4,-6.51995e-4,-0.001623858
ELP6,-6.52806e-4,-0.004170855
KLHL26,-6.54241e-4,-0.00296841
NFATC3,-6.55787e-4,0.00180499
PICALM,-6.56328e-4,0.002138311
GTPBP1,-6.5693e-4,-0.001224288
XRCC6,-6.5824e-4,3.50188e-4
OXSM,-6.58637e-4,-0.003009559
UBE3B,-6.58657e-4,-0.00204269
PPP6R2,-6.58988e-4,-0.004049634
MAP1LC3A,-6.59677e-4,-0.003833853
PGAP2,-6.60992e-4,-0.003689935
CASP9,-6.61011e-4,-8.3784e-4
UBASH3B,-6.62523e-4,0.01422932
FAM175A,-6.62544e-4,9.76e-5
NOTO,-6.63055e-4,0.00164494
KCTD15,-6.64357e-4,-0.005725366
OR2T10,-6.64364e-4,-0.003795857
SYCN,-6.65074e-4,3.08046e-4
TRIM26,-6.66048e-4,-7.89004e-4
CMTM4,-6.67711e-4,-0.0012014
ZNF214,-6.68799e-4,-0.005415925
SH2B3,-6.68904e-4,0.006989851
CTIF,-6.68978e-4,1.66535e-4
VKORC1,-6.68998e-4,8.10923e-4
COX18,-6.69285e-4,-0.001399047
OR2T5,-6.69781e-4,-0.005289669
OR3A1,-6.70064e-4,-0.001137433
TYW3,-6.71246e-4,-0.003370227
LLGL2,-6.71753e-4,0.002926434
FBXO24,-6.72187e-4,-0.005170343
TRAFD1,-6.73339e-4,1.61637e-4
SSNA1,-6.7334e-4,-5.47115e-4
TEKT3,-6.7398e-4,0.008617202
KRTAP3-3,-6.74143e-4,-0.007593833
HMGCS1,-6.74615e-4,-6.83236e-4
RFPL4AL1,-6.75525e-4,1.89715e-4
ZPBP2,-6.75998e-4,-0.003660878
PSEN1,-6.76662e-4,0.001058375
C10orf82,-6.76917e-4,-0.017708613
MRPL16,-6.77853e-4,5.91266e-4
FZD6,-6.78429e-4,0.002338975
OPA3,-6.80382e-4,-6.43205e-4
DNASE1L1,-6.80407e-4,0.00189642
SMIM19,-6.8087e-4,-3.71071e-4
FAM134A,-6.82028e-4,-0.001648473
DEFB126,-6.82257e-4,-0.004248547
KRT9,-6.83041e-4,-0.010969164
FBXW11,-6.83275e-4,-0.001218314
KLHL18,-6.85748e-4,-5.3742e-4
ZCRB1,-6.87e-4,-0.001452665
PDE4DIP,-6.87136e-4,0.003448256
PRPF8,-6.87604e-4,-0.001494912
TCP11L2,-6.87789e-4,0.003709133
FUT11,-6.88206e-4,0.002720696
ERCC1,-6.88599e-4,-0.002765165
SERPINB12,-6.8874e-4,-0.001593194
ADIG,-6.8895e-4,-0.002524083
ETV7,-6.88977e-4,0.009616308
SRP68,-6.8924e-4,2.6589e-4
IL21R,-6.89516e-4,0.017134357
PRELID1,-6.89884e-4,2.92923e-4
MARVELD3,-6.90446e-4,-0.003040014
CASZ1,-6.91535e-4,-0.008088439
BLOC1S2,-6.92656e-4,0.003288849
CCDC86,-6.95542e-4,-0.00545378
KLHDC7B,-6.95973e-4,0.011002992
MDS2,-6.97057e-4,0.007242577
LRRC38,-6.98315e-4,3.19826e-4
ZFYVE1,-6.98686e-4,-7.02701e-4
GTF3C1,-6.99255e-4,-0.007665969
CDK7,-6.99828e-4,4.3411e-4
ATAD1,-6.9983e-4,-0.001444454
PIGN,-7.00294e-4,-0.00453097
RABEP1,-7.01206e-4,-0.005238717
IL4,-7.02244e-4,0.001448199
DRAM2,-7.03147e-4,0.002595069
TCF23,-7.03217e-4,-0.007139523
COPS2,-7.03361e-4,-0.002009594
JMJD4,-7.03409e-4,-0.00262467
WASL,-7.04516e-4,-6.12744e-4
GALNS,-7.04976e-4,-4.25e-5
CHIC1,-7.05518e-4,-0.004551022
MSGN1,-7.07635e-4,-0.001942558
UBE2B,-7.08878e-4,6.13278e-4
GEMIN4,-7.08898e-4,-0.00326084
SHQ1,-7.11829e-4,-1.44142e-4
MCTP1,-7.12425e-4,0.00874158
ELAC2,-7.13425e-4,-0.002128318
RPS4Y1,-7.13886e-4,-0.035460348
SMCR8,-7.1462e-4,-6.89932e-4
ELSPBP1,-7.17386e-4,-0.002997632
RPL18A,-7.18328e-4,-6.17711e-4
SIGLEC10,-7.18802e-4,0.006965131
GPR176,-7.19694e-4,-0.005954668
OTUD5,-7.20687e-4,-0.001425247
TRIM40,-7.23432e-4,0.001741069
TMEM86A,-7.23559e-4,0.002075814
CASP5,-7.23694e-4,0.018133436
COPE,-7.25435e-4,-0.002323635
STAM,-7.25773e-4,0.001870935
OR2B11,-7.27101e-4,5.23592e-4
ADIPOR1,-7.28965e-4,0.002505106
RPS8,-7.29267e-4,-0.001886673
ABHD12B,-7.30147e-4,0.005625053
SH3PXD2B,-7.31232e-4,-8.00747e-4
FAM58A,-7.31627e-4,-8.74978e-4
SNX27,-7.31862e-4,-9.33434e-4
SEPHS2,-7.3321e-4,0.00103688
AP3S1,-7.34282e-4,-1.13509e-4
ARPC3,-7.35197e-4,0.003668793
EI24,-7.36155e-4,-6.85708e-4
ALG14,-7.36315e-4,-0.001467862
ATXN10,-7.36631e-4,-0.001906116
KMO,-7.37194e-4,0.021017773
C5orf15,-7.37603e-4,9.10064e-4
NIP7,-7.37708e-4,0.002993984
ARL8A,-7.39509e-4,9.35021e-4
THAP7,-7.39747e-4,-0.003171921
ZMAT3,-7.39883e-4,-0.001357439
UBE2G1,-7.40708e-4,-0.00199085
RPS13,-7.41768e-4,-3.26641e-4
MROH6,-7.43829e-4,0.010722797
CD209,-7.47156e-4,0.01251429
DBX2,-7.47293e-4,-0.008524661
SMPD2,-7.49708e-4,-0.001017217
REXO2,-7.51259e-4,-0.002560204
ACBD3,-7.51397e-4,0.001096938
YIPF2,-7.52974e-4,-0.001829521
MTIF3,-7.55373e-4,-0.002361584
ELMO1,-7.57122e-4,0.006118472
CCNY,-7.58307e-4,0.001667482
RPAP1,-7.5841e-4,-0.002848264
EGFL6,-7.58587e-4,0.026270176
H3F3C,-7.58932e-4,0.001456419
TMEM161A,-7.59176e-4,-0.003088003
IL20,-7.59263e-4,-0.00551337
IFNGR2,-7.61257e-4,8.96119e-4
STAT5B,-7.61548e-4,-0.002944215
HSH2D,-7.62086e-4,9.04954e-4
PGRMC2,-7.63291e-4,-0.001719839
C19orf53,-7.6404e-4,-7.76516e-4
ELL,-0.00076463500000000005,-1.81255e-4
UBE2NL,-7.65571e-4,-1.74773e-4
SFMBT2,-7.66076e-4,-0.003947516
CLEC19A,-7.6697e-4,7.9449e-4
MED16,-7.6859e-4,-0.001907766
TRIM68,-7.69138e-4,-0.006149025
AKAP11,-7.69197e-4,-0.001836481
COQ9,-7.70149e-4,-0.00366588
TAB2,-7.70348e-4,-0.001484152
SLC16A3,-7.72008e-4,0.013212511
PAPD5,-7.72168e-4,-0.001422239
BBS4,-7.72629e-4,-0.004637147
THEM4,-7.73736e-4,-8.65333e-4
SP2,-7.75251e-4,-3.03408e-4
WNK1,-7.75993e-4,0.002598087
BLZF1,-7.76156e-4,-4.49098e-4
MTRNR2L1,-7.76687e-4,-0.002445554
SNX8,-7.76761e-4,0.005564022
GSTA4,-7.77293e-4,-4.48373e-4
COG5,-7.77982e-4,-0.005013529
RTFDC1,-7.79765e-4,-8.10262e-4
IL1RAPL1,-7.7988e-4,-0.014369358
ATMIN,-7.80226e-4,-0.003246763
OTUB1,-7.81105e-4,-6.42879e-4
RPLP0,-7.83449e-4,-8.39521e-4
ADAMTS10,-7.84586e-4,-0.002093804
PTX3,-7.85514e-4,0.010521964
GOLGA2,-7.8628e-4,-0.003099241
HMGXB3,-7.87094e-4,-0.004993553
RBM42,-7.87562e-4,-1.51366e-4
EPHA4,-7.88146e-4,-8.12291e-4
SPTSSB,-7.8886e-4,-0.024331301
RAB11A,-7.89132e-4,-0.001789272
TYMP,-7.90602e-4,0.013052454
KIAA1755,-7.90734e-4,-0.005412492
SDHC,-7.91558e-4,-4.178e-4
FAM183A,-7.91755e-4,0.006654071
MRPL28,-7.92992e-4,-8.23311e-4
SLC2A14,-7.93665e-4,0.009064107
PNLIP,-7.94656e-4,-0.005009992
FAM53B,-7.94925e-4,1.11133e-4
AKR7A2,-7.96784e-4,-0.001738071
SLX1B,-7.96974e-4,0.002090568
DDX19A,-7.97058e-4,-2.7508e-4
MTMR12,-7.97656e-4,-5.55998e-4
GPR153,-7.97751e-4,0.007121698
MIDN,-7.97785e-4,0.002152892
OR2C3,-7.98945e-4,-0.008836763
QRFP,-7.99876e-4,-0.012893294
ILVBL,-7.99965e-4,-0.001637214
SLU7,-8.02339e-4,-1.32505e-4
CEP112,-8.0414e-4,6.62098e-4
OSBPL11,-8.06246e-4,0.00422294
GLO1,-8.06437e-4,-0.004804836
TBC1D3E,-8.06671e-4,0.001252973
GABRA1,-8.06881e-4,-0.010640649
KRTAP1-5,-8.07904e-4,-0.006801072
CT45A1,-8.08083e-4,0.005375899
SEC23B,-8.09988e-4,-0.002209662
BET1,-8.10013e-4,-0.001277078
SRC,-8.10433e-4,-0.00229814
LEPROTL1,-8.11821e-4,0.00345095
OTUD7B,-8.12265e-4,-7.31056e-4
SLC6A6,-8.12924e-4,0.011158747
THTPA,-8.14702e-4,-0.00534058
CDC42BPB,-8.17788e-4,-0.001731748
ZDHHC15,-8.17958e-4,-0.002804593
DNAJC17,-8.20531e-4,-0.002126109
ATL2,-8.20625e-4,-2.73839e-4
GUCY1B3,-8.21721e-4,-0.001125681
TCTEX1D4,-8.21854e-4,0.007814489
FPGS,-8.22729e-4,7.06823e-4
MPRIP,-8.27314e-4,3.18072e-4
IMPAD1,-8.27788e-4,-0.003215813
CES5A,-8.29276e-4,-0.006108894
MYBPH,-8.29513e-4,0.008633687
RPL24,-8.29528e-4,-9.82711e-4
RNF170,-8.30061e-4,-0.00133732
TECTB,-8.3018e-4,-0.005574455
MYOM3,-8.30346e-4,-0.005587156
UACA,-8.31179e-4,-0.001153423
CXCL8,-8.34897e-4,0.014677734
CHRNA6,-8.35014e-4,0.003525152
NLRC3,-8.35353e-4,0.005388771
DSG1,-8.3555e-4,-0.009739631
PSENEN,-8.35638e-4,0.001879583
GALK1,-8.36537e-4,0.003165078
OCIAD1,-8.36695e-4,-0.001421681
MRAP,-8.36944e-4,0.003223383
GOLPH3L,-8.36996e-4,-9.65164e-4
KRT2,-8.37518e-4,-0.006834266
C11orf63,-8.38054e-4,-4.67138e-4
PIP4K2C,-8.38653e-4,8.66363e-4
UFL1,-8.38749e-4,-0.002990192
AIF1L,-8.39542e-4,-1.48e-5
FSBP,-8.39632e-4,-0.009370778
ISOC1,-8.44611e-4,-0.001075942
C1D,-8.455e-4,5.57627e-4
B4GALNT3,-8.46354e-4,0.008235061
KCNMA1,-8.4826e-4,-0.015813856
RPS27A,-8.49176e-4,-0.001263044
FAM96B,-8.49477e-4,0.001344526
PLEKHM2,-8.50615e-4,0.001280996
PRR9,-8.50954e-4,0.001803659
FAM3A,-8.51195e-4,-0.0017746630000000001
AFTPH,-8.52879e-4,-0.003347681
KRT6C,-8.52901e-4,-0.003513056
TVP23C,-8.53127e-4,-0.002340346
GOLGA5,-8.53863e-4,-0.002080533
SUSD1,-8.53877e-4,0.00435911
CSK,-8.55083e-4,0.00142794
DLD,-8.5511e-4,-0.001360071
CCNI,-8.55181e-4,-0.002450852
BTG1,-8.55318e-4,0.001062635
MEPCE,-8.55512e-4,-7.90998e-4
RNF139,-8.56165e-4,5.71539e-4
PRADC1,-8.56518e-4,-0.002402402
GPR55,-8.58123e-4,0.005727168
SLC45A1,-8.59149e-4,-0.01058894
MOGS,-8.6015e-4,-7.81938e-4
MPPE1,-8.61171e-4,9.69686e-4
NOVA2,-8.61883e-4,0.007208367
SWI5,-8.6244e-4,-0.004335096
DBNL,-8.63148e-4,-1.75933e-4
AEBP2,-8.63499e-4,-0.001057988
PIGT,-8.64408e-4,7.44092e-4
SMIM20,-8.64736e-4,-6.01915e-4
CTTNBP2NL,-8.6491e-4,0.001337905
GOLPH3,-8.65392e-4,-0.002170311
ARMCX3,-8.68357e-4,-0.00430842
CCDC174,-8.69098e-4,-0.001962217
MMADHC,-8.69286e-4,-7.57054e-4
TUSC5,-8.69609e-4,-0.00209208
WBP11,-8.69763e-4,-2.195e-4
SIGLEC16,-8.69811e-4,0.007474635
GNE,-8.7013e-4,-0.006015742
CYP20A1,-8.7032e-4,-0.002186843
MRPS2,-8.70539e-4,-0.002985244
RNF6,-8.70709e-4,-4.31453e-4
TMEM99,-8.71208e-4,-0.004488989
RNASE13,-8.71345e-4,-0.001036299
PI4KB,-8.71474e-4,-0.001689083
SRBD1,-8.72496e-4,-0.001525103
MRPS9,-8.72969e-4,-0.002559254
TMEM200A,-8.74232e-4,0.007619914
CPXCR1,-8.74291e-4,0.002944198
PGLYRP1,-8.77484e-4,0.003038378
GYPB,-8.78807e-4,0.002430405
ETFDH,-8.78885e-4,-0.003947054
TMSB4Y,-8.79318e-4,-0.023005373
RAB36,-8.79752e-4,-0.002530953
TMEM33,-8.80193e-4,-7.51612e-4
ARMCX6,-8.80659e-4,-0.002882784
GPATCH4,-8.8066e-4,-6.68127e-4
C12orf57,-8.81905e-4,-0.003665569
CLUL1,-8.82519e-4,-0.011376453
MMP27,-8.82853e-4,-3.57008e-4
RPL39,-8.83284e-4,6.73157e-4
WDR61,-8.85293e-4,-0.002670573
WBP4,-8.87131e-4,-0.001245281
FAM43B,-8.87208e-4,-0.005783013
CCDC94,-8.87362e-4,-0.001389887
DDX28,-8.87865e-4,0.002047056
DEFA4,-8.8825e-4,0.003597432
ZNF462,-8.88629e-4,-0.00822598
BRF2,-8.8874e-4,-0.001685344
LRIG3,-8.89281e-4,0.001545642
USO1,-8.89737e-4,-0.001807258
TOX2,-8.90491e-4,0.003819096
TAP2,-8.90566e-4,0.007201853
ARHGEF25,-8.91107e-4,-0.011102769
HSF5,-8.9335e-4,-2.06e-5
RSPH9,-8.94654e-4,0.00326421
SUPT4H1,-8.9513e-4,9.77306e-4
RPS19BP1,-8.95282e-4,-0.003006776
HIVEP1,-8.964e-4,-0.00222264
HMGCR,-8.96836e-4,-0.001474371
DAD1,-8.97355e-4,7.68847e-4
KHDRBS2,-8.98284e-4,0.020990981
BAP1,-8.98756e-4,-0.001301064
G3BP2,-8.98809e-4,-0.00311889
GSK3A,-8.99026e-4,-5.53328e-4
MLEC,-8.9942e-4,-0.004476705
RPS2,-9.00759e-4,-0.001213254
GPRC5D,-9.01012e-4,0.004718794
ABCG1,-9.01153e-4,0.00630249
PMM2,-9.01219e-4,4.78393e-4
ACTR2,-9.03407e-4,0.003628842
FAM160B1,-9.03413e-4,-6.31762e-4
OR51E2,-9.04162e-4,-0.050699155
MIA3,-9.04348e-4,-0.006690091
WDR83OS,-9.04574e-4,-0.00206968
GPX6,-9.05689e-4,-0.003472463
GUK1,-9.05932e-4,9.49559e-4
NFE4,-9.06975e-4,0.004211206
STAC3,-9.07011e-4,0.007042092
9-Sep,-9.07089e-4,-2.29e-6
PABPC1,-9.07601e-4,-6.52919e-4
TGM3,-9.07628e-4,-0.011444753
FAM160B2,-9.08e-4,-0.003448661
RPL7,-9.09578e-4,-0.001885557
DUSP18,-9.1023e-4,0.004900862
GPR150,-9.12297e-4,1.15496e-4
SNAP29,-9.12298e-4,-6.13537e-4
RSPH10B2,-9.14652e-4,0.009944567
NT5C2,-9.14812e-4,-0.001062919
MTFR1L,-9.14948e-4,-0.005190017
APH1A,-9.17698e-4,0.001802563
SLC30A5,-9.18607e-4,-0.001262686
RPL23A,-9.18764e-4,-0.00121216
CD164,-9.18781e-4,-0.001025451
ATG2A,-9.20403e-4,-0.001152109
MCOLN2,-9.20419e-4,0.009538082
SETMAR,-9.20473e-4,-0.007089912
PHB,-9.20882e-4,-8.31016e-4
TBL3,-9.22482e-4,-0.002010525
LCN1,-9.22709e-4,-0.001865966
TMEM38A,-9.23714e-4,-0.006173497
ATF1,-9.23895e-4,0.001284655
FBXO38,-9.24447e-4,-0.001298371
TP53RK,-9.24808e-4,-0.001505519
NDUFB10,-9.24966e-4,-0.002388149
ALG2,-9.25832e-4,-0.003062993
RYBP,-9.26864e-4,-0.00245948
NUDCD3,-9.27139e-4,-0.002470342
R3HCC1,-9.27974e-4,-0.001786179
IGSF3,-9.28332e-4,0.002158491
SMIM22,-9.29934e-4,0.004084626
UGT3A2,-9.31079e-4,-0.007951661
CHCHD7,-9.31984e-4,8.52826e-4
DPYSL2,-9.32457e-4,0.011453827
PEX16,-9.34018e-4,-0.001568659
MRPL49,-9.34671e-4,-0.001403612
SDF2L1,-9.36552e-4,2.45669e-4
TM7SF3,-9.37087e-4,0.001762178
PPIAL4C,-9.38117e-4,8.86013e-4
UQCRQ,-9.38278e-4,-0.004394819
SUPT6H,-9.39806e-4,-0.001179923
ATP5F1,-9.4047e-4,-0.001032423
OSBPL9,-9.41052e-4,-1.54497e-4
OGFRL1,-9.42579e-4,0.001591454
CAMLG,-9.43502e-4,-0.002231515
VAC14,-9.45308e-4,0.001256098
SSR3,-9.46211e-4,-6.6353e-4
NF2,-9.46391e-4,-0.001688803
SLC30A1,-9.4751e-4,0.001583885
TSTA3,-9.48186e-4,-0.001160761
VKORC1L1,-9.48643e-4,0.003670678
MAP2K1,-9.49388e-4,0.001097733
CRBN,-9.51189e-4,-0.002213974
SLC25A24,-9.5166e-4,0.005440156
MARVELD2,-9.52069e-4,-3.62812e-4
LRRC59,-9.52461e-4,7.81888e-4
C1GALT1C1,-9.52785e-4,2.38909e-4
IMPA2,-9.529e-4,0.006578744
ATP7A,-9.54032e-4,-0.002312116
FER,-9.54976e-4,-0.001771772
DENND5A,-9.55933e-4,7.88741e-4
PUS10,-9.58247e-4,5.72264e-4
ARMC9,-9.58689e-4,0.00149354
UQCR11,-9.59751e-4,-0.001323608
MVK,-9.62138e-4,-0.002296041
PYROXD1,-9.62682e-4,-7.0919e-4
PRKAA1,-9.636e-4,-0.001354357
COPZ1,-9.63677e-4,-2.47997e-4
RHBDF2,-9.64632e-4,0.007490955
ANKFY1,-9.65579e-4,-1.65754e-4
NDUFS4,-9.65763e-4,-0.001314133
ARFIP2,-9.66346e-4,-0.005667963
ELK4,-9.67233e-4,-0.006601404
BTRC,-9.67281e-4,-0.004498871
FAM9B,-9.67412e-4,-0.009851851
SOWAHB,-9.68619e-4,0.002403332
ACOT4,-9.69274e-4,0.006525928
GLB1L2,-9.69523e-4,-0.012036816
RAPGEF2,-9.69691e-4,0.001876493
SUCLA2,-9.7042e-4,-0.003106191
ATP6AP2,-9.71742e-4,0.001455687
TTC27,-9.71747e-4,-6.7784e-4
GPR33,-9.72142e-4,5.33527e-4
C12orf10,-9.7216e-4,-0.001837588
DUSP13,-9.72286e-4,-2.26e-5
HID1,-9.72582e-4,-0.00999132
UBAC2,-9.72732e-4,-1.43797e-4
BEND6,-9.74107e-4,-0.005506517
RER1,-9.74845e-4,-0.001850309
GTF2IRD2B,-9.74901e-4,-0.004303904
RTF1,-9.7529e-4,-0.001998615
