Sample,Relative_Sensitivity_Score,type
TCGA.5M.AAT4.01,2.072495069,COADREAD
TCGA.D5.6541.01,2.705573123,COADREAD
TCGA.AA.3685.01,2.719580332,COADREAD
TCGA.G4.6317.02,1.70566438,COADREAD
TCGA.A6.5659.01,0.239623225,COADREAD
TCGA.A6.5661.01,2.785737497,COADREAD
TCGA.A6.5662.01,1.617553649,COADREAD
TCGA.AA.3511.01,1.426148316,COADREAD
TCGA.AD.6964.01,1.339142638,COADREAD
TCGA.F4.6703.01,2.578453892,COADREAD
TCGA.NH.A6GB.01,2.394298416,COADREAD
TCGA.DM.A1DA.01,2.629457859,COADREAD
TCGA.EI.7002.01,1.400514145,COADREAD
TCGA.AA.3712.01,2.069318313,COADREAD
TCGA.CK.6747.01,2.129625456,COADREAD
TCGA.AA.A02Y.01,2.572172703,COADREAD
TCGA.F5.6465.01,1.262386838,COADREAD
TCGA.DY.A1DD.01,1.847973012,COADREAD
TCGA.T9.A92H.01,1.945305967,COADREAD
TCGA.F4.6854.01,1.792644226,COADREAD
TCGA.D5.6923.01,2.109096276,COADREAD
TCGA.DY.A0XA.01,2.079837176,COADREAD
TCGA.DM.A1D9.01,1.890030662,COADREAD
TCGA.F5.6814.01,1.88374881,COADREAD
TCGA.AD.5900.01,2.218771836,COADREAD
TCGA.G4.6317.01,2.966801559,COADREAD
TCGA.D5.6931.01,1.762597889,COADREAD
TCGA.AZ.6601.01,2.328380025,COADREAD
TCGA.CM.6161.01,1.833096556,COADREAD
TCGA.A6.5657.01,1.909598821,COADREAD
TCGA.AY.5543.01,2.467238685,COADREAD
TCGA.AF.A56L.01,1.833903778,COADREAD
TCGA.DM.A28C.01,1.919542276,COADREAD
TCGA.CA.6715.01,1.324718742,COADREAD
TCGA.CM.6165.01,1.437245559,COADREAD
TCGA.CK.4950.01,2.474715463,COADREAD
TCGA.A6.5667.01,1.729209844,COADREAD
TCGA.D5.6932.01,1.780494598,COADREAD
TCGA.DC.6156.01,1.467640155,COADREAD
TCGA.G4.6293.01,2.098592226,COADREAD
TCGA.AZ.6608.01,2.161824663,COADREAD
TCGA.EI.7004.01,1.24475631,COADREAD
TCGA.G4.6315.01,1.905018135,COADREAD
TCGA.BM.6198.01,2.191092675,COADREAD
TCGA.G4.6586.01,2.766712267,COADREAD
TCGA.DM.A1D8.01,2.092766708,COADREAD
TCGA.A6.2682.01,2.069027585,COADREAD
TCGA.AZ.4315.01,2.967845847,COADREAD
TCGA.F4.6856.01,2.119385135,COADREAD
TCGA.AH.6644.01,1.854979405,COADREAD
TCGA.AH.6549.01,1.119228668,COADREAD
TCGA.AH.6903.01,1.65799387,COADREAD
TCGA.D5.5538.01,1.577255316,COADREAD
TCGA.AZ.6603.01,1.456902051,COADREAD
TCGA.F4.6807.01,1.177289607,COADREAD
TCGA.AH.6547.01,1.398962479,COADREAD
TCGA.CM.5344.01,1.836693426,COADREAD
TCGA.AA.3662.01,1.97510977,COADREAD
TCGA.AF.A56K.01,1.503197064,COADREAD
TCGA.WS.AB45.01,1.247811814,COADREAD
TCGA.DC.6157.01,1.674754921,COADREAD
TCGA.AA.3495.01,2.104308075,COADREAD
TCGA.DM.A1HB.01,2.895018312,COADREAD
TCGA.AF.6136.01,1.702297195,COADREAD
TCGA.NH.A5IV.01,2.068854942,COADREAD
TCGA.AY.6386.01,2.779864715,COADREAD
TCGA.A6.A5ZU.01,1.886606397,COADREAD
TCGA.G4.6628.01,2.284529816,COADREAD
TCGA.AA.A01P.01,3.226897937,COADREAD
TCGA.EI.6510.01,1.784219845,COADREAD
TCGA.5M.AAT5.01,1.603669054,COADREAD
TCGA.A6.6654.01,1.63566425,COADREAD
TCGA.NH.A50U.01,2.221376334,COADREAD
TCGA.CK.5913.01,2.779490901,COADREAD
TCGA.DC.5337.01,2.232656785,COADREAD
TCGA.CM.6168.01,1.802402379,COADREAD
TCGA.AZ.5403.01,2.23856456,COADREAD
TCGA.4N.A93T.01,1.911291647,COADREAD
TCGA.CL.5918.01,2.382155491,COADREAD
TCGA.AA.3492.01,2.45779237,COADREAD
TCGA.F5.6813.01,1.592016564,COADREAD
TCGA.AG.3591.01,1.99238447,COADREAD
TCGA.AZ.6598.01,2.245799384,COADREAD
TCGA.CM.6677.01,1.827670663,COADREAD
TCGA.DC.6154.01,2.398777695,COADREAD
TCGA.CM.6167.01,0.972721106,COADREAD
TCGA.A6.6651.01,0.783624804,COADREAD
TCGA.DY.A1DC.01,1.922666329,COADREAD
TCGA.CM.6680.01,1.433177811,COADREAD
TCGA.D5.6927.01,2.192408886,COADREAD
TCGA.G4.6299.01,2.706943686,COADREAD
TCGA.F4.6570.01,2.811391571,COADREAD
TCGA.DM.A28A.01,1.688042432,COADREAD
TCGA.AZ.4682.01,2.163254071,COADREAD
TCGA.AZ.4313.01,2.671349339,COADREAD
TCGA.DC.6155.01,2.709571435,COADREAD
TCGA.A6.6648.01,1.34497561,COADREAD
TCGA.F5.6863.01,1.651576701,COADREAD
TCGA.F4.6806.01,2.214529774,COADREAD
TCGA.A6.5656.01,0.031059675,COADREAD
TCGA.AA.3675.01,2.08804174,COADREAD
TCGA.CK.4948.01,1.874006683,COADREAD
TCGA.DC.6681.01,1.430015712,COADREAD
TCGA.D5.6920.01,2.116488966,COADREAD
TCGA.AM.5820.01,2.341056969,COADREAD
TCGA.DM.A282.01,1.690674252,COADREAD
TCGA.A6.A566.01,2.481554318,COADREAD
TCGA.AZ.6606.01,2.043718653,COADREAD
TCGA.AY.6197.01,2.262412847,COADREAD
TCGA.AD.6548.01,1.712645566,COADREAD
TCGA.G4.6309.01,2.219879974,COADREAD
TCGA.D5.6535.01,1.8632668,COADREAD
TCGA.CM.6676.01,1.557531085,COADREAD
TCGA.D5.6922.01,1.012989866,COADREAD
TCGA.D5.6929.01,1.660656427,COADREAD
TCGA.A6.6652.01,1.578615023,COADREAD
TCGA.F5.6464.01,2.034872962,COADREAD
TCGA.D5.6924.01,1.27487564,COADREAD
TCGA.CM.5862.01,1.885083381,COADREAD
TCGA.QG.A5Z2.01,1.974923882,COADREAD
TCGA.AA.3655.01,2.041230466,COADREAD
TCGA.DM.A285.01,1.576055223,COADREAD
TCGA.A6.6650.01,0.846167994,COADREAD
TCGA.EI.6881.01,2.090288115,COADREAD
TCGA.G5.6233.01,2.188693601,COADREAD
TCGA.CM.4743.01,4.419910336,COADREAD
TCGA.CM.6169.01,1.701700379,COADREAD
TCGA.A6.6138.01,1.648212285,COADREAD
TCGA.G4.6298.01,1.860363878,COADREAD
TCGA.CM.5348.01,1.080838484,COADREAD
TCGA.AY.A8YK.01,1.770689164,COADREAD
TCGA.CM.4747.01,1.912848428,COADREAD
TCGA.CK.4952.01,1.619687379,COADREAD
TCGA.AD.6901.01,1.658805992,COADREAD
TCGA.DC.6158.01,1.741486392,COADREAD
TCGA.AA.3506.01,1.73030678,COADREAD
TCGA.F5.6702.01,1.206215817,COADREAD
TCGA.AZ.6607.01,2.560108455,COADREAD
TCGA.CM.6170.01,1.705342439,COADREAD
TCGA.A6.2675.01,1.501423199,COADREAD
TCGA.AF.3911.01,1.537954653,COADREAD
TCGA.CA.5796.01,2.169809685,COADREAD
TCGA.AA.A01Z.01,2.067359259,COADREAD
TCGA.D5.6530.01,2.59869481,COADREAD
TCGA.A6.5660.01,2.045462959,COADREAD
TCGA.AZ.5407.01,2.368184544,COADREAD
TCGA.F5.6811.01,1.594444207,COADREAD
TCGA.EI.6514.01,1.716222565,COADREAD
TCGA.DC.4749.01,2.364844114,COADREAD
TCGA.D5.6536.01,1.666770107,COADREAD
TCGA.DM.A288.01,1.846254913,COADREAD
TCGA.CM.5349.01,1.710044184,COADREAD
TCGA.A6.6142.01,1.666456839,COADREAD
TCGA.AY.A71X.01,1.97374982,COADREAD
TCGA.AG.3725.01,2.353313375,COADREAD
TCGA.A6.2685.01,1.472194557,COADREAD
TCGA.AZ.4323.01,-0.898949471,COADREAD
TCGA.CM.6171.01,1.583636814,COADREAD
TCGA.A6.5664.01,1.288184264,COADREAD
TCGA.EI.6884.01,1.518118888,COADREAD
TCGA.DM.A28G.01,1.518481963,COADREAD
TCGA.CK.5916.01,2.246901632,COADREAD
TCGA.D5.6531.01,1.690248244,COADREAD
TCGA.AG.4022.01,1.694398633,COADREAD
TCGA.AD.6965.01,1.026582789,COADREAD
TCGA.AD.6963.01,2.51472175,COADREAD
TCGA.CA.6716.01,1.450128419,COADREAD
TCGA.G4.6320.01,1.966360311,COADREAD
TCGA.NH.A6GC.01,1.733984768,COADREAD
TCGA.DC.5869.01,1.829182058,COADREAD
TCGA.EI.6508.01,1.014203338,COADREAD
TCGA.AF.2693.01,1.694973013,COADREAD
TCGA.5M.AATA.01,1.950897302,COADREAD
TCGA.AD.6888.01,2.737645947,COADREAD
TCGA.NH.A8F8.01,1.543302213,COADREAD
TCGA.NH.A6GA.01,1.894593174,COADREAD
TCGA.AA.3526.01,2.247681391,COADREAD
TCGA.CL.5917.01,2.137816987,COADREAD
TCGA.D5.6529.01,2.1198885,COADREAD
TCGA.RU.A8FL.01,2.029132724,COADREAD
TCGA.AD.6899.01,1.486380157,COADREAD
TCGA.F5.6810.01,0.394693641,COADREAD
TCGA.AA.3509.01,2.078866519,COADREAD
TCGA.CM.5864.01,2.076484309,COADREAD
TCGA.G5.6235.01,2.008089534,COADREAD
TCGA.F4.6805.01,1.686863348,COADREAD
TCGA.AH.6544.01,2.10159056,COADREAD
TCGA.AA.A01X.01,1.833944173,COADREAD
TCGA.A6.6140.01,1.689529757,COADREAD
TCGA.AY.6196.01,1.707855461,COADREAD
TCGA.F5.6861.01,2.147150811,COADREAD
TCGA.F4.6569.01,1.69741937,COADREAD
TCGA.F4.6704.01,1.641703862,COADREAD
TCGA.CA.5255.01,2.368647624,COADREAD
TCGA.A6.A565.01,1.896166568,COADREAD
TCGA.D5.5541.01,1.878043614,COADREAD
TCGA.DM.A0XF.01,2.640118102,COADREAD
TCGA.DM.A1HA.01,2.509074273,COADREAD
TCGA.CI.6622.01,2.54260644,COADREAD
TCGA.AG.3592.01,1.732989398,COADREAD
TCGA.CA.6719.01,1.552223602,COADREAD
TCGA.CM.6675.01,2.161572885,COADREAD
TCGA.CM.5868.01,2.400275779,COADREAD
TCGA.AU.6004.01,2.688112426,COADREAD
TCGA.F4.6855.01,1.683916949,COADREAD
TCGA.CA.5254.01,2.721105905,COADREAD
TCGA.DY.A1H8.01,2.13219029,COADREAD
TCGA.AY.A54L.01,1.727166656,COADREAD
TCGA.CK.6751.01,2.170019862,COADREAD
TCGA.G4.6627.01,1.484236361,COADREAD
TCGA.AG.4021.01,1.752020667,COADREAD
TCGA.AA.A02K.01,2.081778788,COADREAD
TCGA.AD.A5EK.01,1.286766873,COADREAD
TCGA.G4.6322.01,0.411547343,COADREAD
TCGA.A6.4105.01,1.766372247,COADREAD
TCGA.DM.A280.01,2.879156299,COADREAD
TCGA.D5.6926.01,1.475100583,COADREAD
TCGA.5M.AAT6.01,3.507923776,COADREAD
TCGA.CK.5912.01,1.595494394,COADREAD
TCGA.AZ.4615.01,2.833320148,COADREAD
TCGA.AG.3731.01,1.341439326,COADREAD
TCGA.CM.6172.01,1.390504891,COADREAD
TCGA.G4.6297.01,1.852927478,COADREAD
TCGA.G4.6310.01,1.020843002,COADREAD
TCGA.SS.A7HO.01,0.891078233,COADREAD
TCGA.CM.5861.01,2.299111582,COADREAD
TCGA.AA.3663.01,2.131810225,COADREAD
TCGA.EF.5831.01,1.979588773,COADREAD
TCGA.A6.6653.01,2.523986587,COADREAD
TCGA.CL.4957.01,2.137384131,COADREAD
TCGA.DY.A1DE.01,1.712191813,COADREAD
TCGA.AF.6672.01,1.45618937,COADREAD
TCGA.D5.5537.01,1.676493786,COADREAD
TCGA.NH.A50V.01,2.246653618,COADREAD
TCGA.AA.3713.01,1.750682407,COADREAD
TCGA.AY.A69D.01,1.460918025,COADREAD
TCGA.G4.6307.01,1.715352978,COADREAD
TCGA.D5.6537.01,2.864793857,COADREAD
TCGA.EI.6507.01,1.88797802,COADREAD
TCGA.AF.A56N.01,1.840851125,COADREAD
TCGA.D5.6930.01,1.854123195,COADREAD
TCGA.D5.5540.01,1.744700711,COADREAD
TCGA.QG.A5YV.01,2.247122835,COADREAD
TCGA.G4.6625.01,1.472758507,COADREAD
TCGA.DM.A1D7.01,2.073126986,COADREAD
TCGA.D5.6540.01,3.11447064,COADREAD
TCGA.A6.6137.01,1.672744354,COADREAD
TCGA.G4.6314.01,0.535756248,COADREAD
TCGA.F4.6463.01,0.582029601,COADREAD
TCGA.A6.A56B.01,1.966446687,COADREAD
TCGA.AD.6889.01,2.464568518,COADREAD
TCGA.AG.3732.01,1.422249059,COADREAD
TCGA.EI.6512.01,1.661959173,COADREAD
TCGA.DM.A28M.01,2.11097614,COADREAD
TCGA.F5.6812.01,1.378768895,COADREAD
TCGA.AZ.6600.01,1.584122811,COADREAD
TCGA.AZ.4684.01,2.241683518,COADREAD
TCGA.DC.6683.01,1.599777874,COADREAD
TCGA.DM.A28F.01,1.592089152,COADREAD
TCGA.EI.6917.01,2.203248101,COADREAD
TCGA.CM.5863.01,2.143627198,COADREAD
TCGA.AF.2690.01,1.741235915,COADREAD
TCGA.3L.AA1B.01,1.002824862,COADREAD
TCGA.CM.5860.01,2.489822581,COADREAD
TCGA.EI.6511.01,1.75893396,COADREAD
TCGA.F4.6460.01,0.817085181,COADREAD
TCGA.AA.3660.01,1.922552433,COADREAD
TCGA.EI.6509.01,1.568318854,COADREAD
TCGA.G4.6311.01,1.839034064,COADREAD
TCGA.A6.2686.01,1.942208679,COADREAD
TCGA.DM.A0XD.01,3.466624205,COADREAD
TCGA.AD.A5EJ.01,2.743837254,COADREAD
TCGA.D5.6534.01,1.791521669,COADREAD
TCGA.EI.6513.01,1.070390903,COADREAD
TCGA.CK.4947.01,1.644688209,COADREAD
TCGA.DC.6682.01,1.681668049,COADREAD
TCGA.A6.6782.01,1.517362859,COADREAD
TCGA.D5.6538.01,1.367156154,COADREAD
TCGA.A6.5666.01,2.04318649,COADREAD
TCGA.AH.6643.01,2.128204276,COADREAD
TCGA.L5.A4OO.01,2.475413632,ESCA
TCGA.LN.A7HV.01,2.149724829,ESCA
TCGA.2H.A9GN.01,1.570225801,ESCA
TCGA.2H.A9GF.01,2.694804337,ESCA
TCGA.LN.A4A3.01,2.544955073,ESCA
TCGA.L5.A4ON.01,2.225355524,ESCA
TCGA.LN.A8I0.01,2.781992014,ESCA
TCGA.L5.A8NE.01,1.579848921,ESCA
TCGA.V5.A7RC.01,1.955537093,ESCA
TCGA.RE.A7BO.01,2.784340226,ESCA
TCGA.L5.A4OR.01,1.001109059,ESCA
TCGA.IC.A6RF.01,2.974988642,ESCA
TCGA.IG.A3Y9.01,2.253029138,ESCA
TCGA.Q9.A6FW.01,3.027479684,ESCA
TCGA.R6.A6Y2.01,1.768058613,ESCA
TCGA.R6.A6Y0.01,2.893373444,ESCA
TCGA.XP.A8T8.01,2.98230333,ESCA
TCGA.L5.A43C.01,2.058813278,ESCA
TCGA.LN.A49O.01,4.132236101,ESCA
TCGA.L5.A43I.01,1.452407932,ESCA
TCGA.2H.A9GL.01,0.131572395,ESCA
TCGA.LN.A49L.01,1.364127369,ESCA
TCGA.L5.A8NJ.01,2.683831558,ESCA
TCGA.2H.A9GH.01,2.640174727,ESCA
TCGA.VR.A8EW.01,3.02904939,ESCA
TCGA.JY.A6FE.01,2.946555582,ESCA
TCGA.JY.A938.01,2.936936808,ESCA
TCGA.V5.AASV.01,1.858057179,ESCA
TCGA.R6.A6KZ.01,0.647449643,ESCA
TCGA.R6.A6DN.01,4.093400481,ESCA
TCGA.IG.A3QL.01,2.227134854,ESCA
TCGA.2H.A9GG.01,-0.712798117,ESCA
TCGA.LN.A49X.01,2.251218195,ESCA
TCGA.LN.A7HZ.01,2.263874474,ESCA
TCGA.LN.A4A6.01,2.748026466,ESCA
TCGA.M9.A5M8.01,2.440835393,ESCA
TCGA.LN.A49S.01,2.46406309,ESCA
TCGA.LN.A4A5.01,1.856025188,ESCA
TCGA.L5.A4OI.01,2.776479339,ESCA
TCGA.LN.A9FO.01,1.149769653,ESCA
TCGA.L5.A8NS.01,1.756288605,ESCA
TCGA.VR.A8ER.01,1.922540725,ESCA
TCGA.IC.A6RE.01,1.253566238,ESCA
TCGA.VR.AA7B.01,2.146832479,ESCA
TCGA.L5.A43J.01,3.02842511,ESCA
TCGA.IG.A97I.01,2.990996324,ESCA
TCGA.L5.A4OQ.01,1.568842807,ESCA
TCGA.LN.A49V.01,0.509039493,ESCA
TCGA.LN.A49W.01,1.929181492,ESCA
TCGA.VR.A8EY.01,2.747953332,ESCA
TCGA.2H.A9GR.01,1.586990632,ESCA
TCGA.VR.AA4D.01,2.475223822,ESCA
TCGA.LN.A9FP.01,1.459670707,ESCA
TCGA.Z6.AAPN.01,4.542327412,ESCA
TCGA.JY.A6FA.01,3.154631204,ESCA
TCGA.L5.A8NM.01,2.959189659,ESCA
TCGA.IG.A4QS.01,2.078888478,ESCA
TCGA.L5.A8NH.01,1.552665253,ESCA
TCGA.JY.A93E.01,2.12375609,ESCA
TCGA.JY.A6F8.01,2.605197094,ESCA
TCGA.L5.A4OP.01,2.577013306,ESCA
TCGA.VR.A8EQ.01,2.953651416,ESCA
TCGA.L5.A88T.01,2.542429768,ESCA
TCGA.L5.A8NU.01,1.540702506,ESCA
TCGA.LN.A4MR.01,2.352336523,ESCA
TCGA.2H.A9GM.01,1.855662454,ESCA
TCGA.LN.A8HZ.01,2.436078493,ESCA
TCGA.L5.A8NV.01,1.758861882,ESCA
TCGA.L5.A8NW.01,2.361877241,ESCA
TCGA.R6.A8W5.01,2.113482112,ESCA
TCGA.VR.AA7I.01,2.455043242,ESCA
TCGA.Q9.A6FU.01,2.389858068,ESCA
TCGA.IG.A4QT.01,1.519654369,ESCA
TCGA.L5.A43E.01,1.933233527,ESCA
TCGA.LN.A9FR.01,2.520492136,ESCA
TCGA.L5.A4OU.01,2.978912221,ESCA
TCGA.L5.A8NL.01,1.678591847,ESCA
TCGA.LN.A4A2.01,2.292645311,ESCA
TCGA.VR.AA4G.01,2.72661764,ESCA
TCGA.VR.AA7D.01,3.536157988,ESCA
TCGA.L5.A88V.01,2.94779847,ESCA
TCGA.L5.A4OF.01,1.705456933,ESCA
TCGA.LN.A49M.01,2.783548174,ESCA
TCGA.L5.A8NF.01,1.561046315,ESCA
TCGA.LN.A8I1.01,3.064676593,ESCA
TCGA.L5.A8NT.01,2.18110971,ESCA
TCGA.LN.A7HW.01,1.854037278,ESCA
TCGA.LN.A5U7.01,3.313770704,ESCA
TCGA.LN.A7HY.01,2.243381989,ESCA
TCGA.JY.A93C.01,2.110477046,ESCA
TCGA.LN.A4A4.01,1.667400748,ESCA
TCGA.L5.A8NN.01,1.531078899,ESCA
TCGA.Z6.A8JD.01,2.397265271,ESCA
TCGA.L5.A4OH.01,1.862199872,ESCA
TCGA.LN.A49K.01,1.764858733,ESCA
TCGA.V5.AASW.01,2.466814419,ESCA
TCGA.IG.A3YC.01,2.329433338,ESCA
TCGA.JY.A939.01,1.110806332,ESCA
TCGA.IG.A4P3.01,1.928022204,ESCA
TCGA.V5.AASX.01,2.288323504,ESCA
TCGA.2H.A9GK.01,2.696613263,ESCA
TCGA.IG.A51D.01,2.248842018,ESCA
TCGA.R6.A8W8.01,2.799190686,ESCA
TCGA.2H.A9GO.01,1.525377463,ESCA
TCGA.X8.AAAR.01,2.398030751,ESCA
TCGA.L5.A88S.01,2.083048447,ESCA
TCGA.IG.A5S3.01,1.463515411,ESCA
TCGA.LN.A49P.01,2.371819633,ESCA
TCGA.L5.A4OJ.01,2.626006116,ESCA
TCGA.L5.A4OG.01,3.023662928,ESCA
TCGA.JY.A6FG.01,3.535809598,ESCA
TCGA.R6.A8WC.01,2.155064394,ESCA
TCGA.IG.A8O2.01,2.060026328,ESCA
TCGA.IG.A97H.01,3.098119184,ESCA
TCGA.2H.A9GI.01,2.303569241,ESCA
TCGA.L5.A43M.01,2.130720208,ESCA
TCGA.IG.A5B8.01,3.557287057,ESCA
TCGA.L5.A893.01,1.685671189,ESCA
TCGA.IG.A7DP.01,1.910026991,ESCA
TCGA.V5.A7RE.01,2.288291783,ESCA
TCGA.IG.A3YA.01,2.167666392,ESCA
TCGA.V5.A7RB.01,2.288000339,ESCA
TCGA.R6.A6DQ.01,1.857303704,ESCA
TCGA.VR.A8EO.01,0.424068019,ESCA
TCGA.L5.A43H.01,2.385963013,ESCA
TCGA.IG.A50L.01,2.324601083,ESCA
TCGA.IG.A625.01,1.808043809,ESCA
TCGA.L5.A4OT.01,1.425638125,ESCA
TCGA.L5.A4OS.01,1.070331919,ESCA
TCGA.JY.A93F.01,3.306569702,ESCA
TCGA.R6.A6XG.01,1.791402532,ESCA
TCGA.LN.A49N.01,2.053352037,ESCA
TCGA.Z6.A9VB.01,2.851714865,ESCA
TCGA.L5.A8NQ.01,2.752672913,ESCA
TCGA.L5.A88Z.01,2.804583398,ESCA
TCGA.JY.A93D.01,1.223004612,ESCA
TCGA.2H.A9GJ.01,1.991674313,ESCA
TCGA.LN.A7HX.01,3.385689083,ESCA
TCGA.VR.A8EP.01,2.166529982,ESCA
TCGA.LN.A4A1.01,3.28016532,ESCA
TCGA.LN.A5U6.01,3.083235894,ESCA
TCGA.R6.A6L4.01,2.751039725,ESCA
TCGA.VR.A8EU.01,3.996223489,ESCA
TCGA.LN.A4MQ.01,1.48005167,ESCA
TCGA.VR.A8EX.01,2.372983186,ESCA
TCGA.LN.A49R.01,2.318685877,ESCA
TCGA.L5.A4OW.01,2.346875577,ESCA
TCGA.2H.A9GQ.01,0.85521834,ESCA
TCGA.L5.A88W.01,3.427330687,ESCA
TCGA.L5.A8NK.01,2.777518391,ESCA
TCGA.R6.A6L6.01,2.744416392,ESCA
TCGA.L5.A4OX.01,2.184573272,ESCA
TCGA.L5.A4OE.01,3.304572058,ESCA
TCGA.R6.A8WG.01,0.634475206,ESCA
TCGA.VR.A8Q7.01,2.24858989,ESCA
TCGA.Z6.A8JE.01,1.783241165,ESCA
TCGA.ZR.A9CJ.01,2.410191528,ESCA
TCGA.LN.A49Y.01,2.418438081,ESCA
TCGA.L5.A88Y.01,2.562642227,ESCA
TCGA.JY.A6FH.01,1.797069335,ESCA
TCGA.IG.A3I8.01,1.90058134,ESCA
TCGA.R6.A6XQ.01,2.310286753,ESCA
TCGA.L7.A56G.01,2.116321042,ESCA
TCGA.KH.A6WC.01,2.694617197,ESCA
TCGA.XP.A8T6.01,2.396379387,ESCA
TCGA.S8.A6BW.01,1.93019223,ESCA
TCGA.S8.A6BV.01,1.659571864,ESCA
TCGA.IG.A3YB.01,1.952040608,ESCA
TCGA.JY.A6FB.01,2.317365352,ESCA
TCGA.L5.A4OM.01,1.208392909,ESCA
TCGA.L7.A6VZ.01,2.965141646,ESCA
TCGA.LN.A4A9.01,1.755210426,ESCA
TCGA.L5.A891.01,1.240220705,ESCA
TCGA.L5.A8NI.01,1.930442136,ESCA
TCGA.V5.A7RC.06,1.355491157,ESCA
TCGA.LN.A9FQ.01,1.960820434,ESCA
TCGA.JY.A6FD.01,3.437039154,ESCA
TCGA.IG.A6QS.01,3.823943925,ESCA
TCGA.L5.A8NG.01,1.691437977,ESCA
TCGA.L5.A8NR.01,2.1827924,ESCA
TCGA.LN.A5U5.01,3.281932484,ESCA
TCGA.VR.A8ET.01,3.247077717,ESCA
TCGA.HD.7917.01,3.523476979,HNSC
TCGA.CV.6954.01,2.467803356,HNSC
TCGA.CQ.7063.01,3.727648241,HNSC
TCGA.DQ.7589.01,2.424446451,HNSC
TCGA.CR.6471.01,3.175654645,HNSC
TCGA.BA.A8YP.01,2.157627201,HNSC
TCGA.DQ.7594.01,2.6148161,HNSC
TCGA.CR.5249.01,2.840305745,HNSC
TCGA.HD.7831.01,1.935950288,HNSC
TCGA.BA.A4IG.01,3.370484743,HNSC
TCGA.CV.7432.01,4.336710096,HNSC
TCGA.BB.7866.01,3.089202882,HNSC
TCGA.T2.A6X0.01,3.038514579,HNSC
TCGA.CV.7415.01,2.841126835,HNSC
TCGA.P3.A6SX.01,3.573608564,HNSC
TCGA.BA.6869.01,4.025112868,HNSC
TCGA.CQ.6223.01,3.501131452,HNSC
TCGA.BA.7269.01,2.882701581,HNSC
TCGA.CV.5436.01,3.293063037,HNSC
TCGA.BA.A4IH.01,1.639271454,HNSC
TCGA.CV.A6K2.01,2.989308937,HNSC
TCGA.CN.6989.01,3.263451915,HNSC
TCGA.CN.5361.01,1.948924773,HNSC
TCGA.CV.6436.01,3.769582034,HNSC
TCGA.CV.A6JU.01,4.008489991,HNSC
TCGA.D6.6827.01,0.931367606,HNSC
TCGA.HD.8635.01,2.748751262,HNSC
TCGA.CV.7103.01,1.326401169,HNSC
TCGA.MZ.A7D7.01,4.303664399,HNSC
TCGA.CN.4738.01,3.090576134,HNSC
TCGA.CX.7219.01,3.530108655,HNSC
TCGA.D6.8568.01,3.386979634,HNSC
TCGA.CR.7401.01,2.574136446,HNSC
TCGA.CV.A460.01,2.984533037,HNSC
TCGA.QK.A6II.01,4.901517658,HNSC
TCGA.D6.A4Z9.01,4.188576072,HNSC
TCGA.QK.A8ZA.01,2.83331718,HNSC
TCGA.CQ.6221.01,2.280912086,HNSC
TCGA.BA.5151.01,3.693908274,HNSC
TCGA.CV.5442.01,3.995311968,HNSC
TCGA.QK.A6IG.01,3.966315905,HNSC
TCGA.BB.A6UM.01,3.380379874,HNSC
TCGA.CQ.A4CI.01,2.225257824,HNSC
TCGA.F7.A50J.01,3.412788428,HNSC
TCGA.CQ.5327.01,4.192573145,HNSC
TCGA.CV.6937.01,3.05908308,HNSC
TCGA.CV.A45V.01,3.63126897,HNSC
TCGA.CN.6992.01,2.707587196,HNSC
TCGA.QK.A6IF.01,0.987898549,HNSC
TCGA.D6.A6ES.01,3.264084397,HNSC
TCGA.CV.A45W.01,2.438812237,HNSC
TCGA.BA.4078.01,1.020931687,HNSC
TCGA.BA.A6DE.01,2.859561062,HNSC
TCGA.P3.A6T8.01,3.384229701,HNSC
TCGA.F7.A61V.01,2.681428973,HNSC
TCGA.C9.A47Z.01,3.376473273,HNSC
TCGA.CV.7440.01,4.79041736,HNSC
TCGA.CQ.A4CG.01,3.459061192,HNSC
TCGA.CV.6939.01,2.130070763,HNSC
TCGA.CQ.5325.01,2.947641477,HNSC
TCGA.CV.7245.01,2.999735662,HNSC
TCGA.CQ.7072.01,1.850951377,HNSC
TCGA.CV.7407.01,3.950972551,HNSC
TCGA.CN.6019.01,2.105971679,HNSC
TCGA.BA.4077.01,4.023928705,HNSC
TCGA.IQ.7631.01,2.720073951,HNSC
TCGA.CV.7261.01,2.235311079,HNSC
TCGA.UF.A719.01,3.420240879,HNSC
TCGA.CX.7086.01,3.511740386,HNSC
TCGA.CX.7085.01,2.780180654,HNSC
TCGA.CR.6493.01,4.268202046,HNSC
TCGA.CN.6018.01,3.138160724,HNSC
TCGA.BB.4225.01,2.651409545,HNSC
TCGA.CQ.6225.01,3.196945322,HNSC
TCGA.BA.5557.01,3.672741083,HNSC
TCGA.CV.A6K0.01,2.476286151,HNSC
TCGA.CQ.6218.01,3.472523417,HNSC
TCGA.CV.A6JZ.01,3.347228485,HNSC
TCGA.F7.A622.01,4.377028335,HNSC
TCGA.CR.6491.01,3.936093818,HNSC
TCGA.CV.6962.01,2.095411188,HNSC
TCGA.CV.A45Y.01,2.944410137,HNSC
TCGA.BB.7870.01,3.422118914,HNSC
TCGA.CR.7364.01,2.628490647,HNSC
TCGA.CV.7255.01,3.632655929,HNSC
TCGA.CV.5976.01,3.40367195,HNSC
TCGA.MZ.A6I9.01,3.232120917,HNSC
